Shift: 10
kodizom 0 1 2 3 4 5 6
zomikdo 4 5 6 3 0 2 1
zomiokd 4 5 6 3 1 0 2
zomiodk 4 5 6 3 1 2 0
zomidko 4 5 6 3 2 0 1
zomidok 4 5 6 3 2 1 0
zmkodio 4 6 0 1 2 3 5
zmkodoi 4 6 0 1 2 5 3
zmkoido 4 6 0 1 3 2 5
zmkoiod 4 6 0 1 3 5 2
zmkoodi 4 6 0 1 5 2 3
zmkooid 4 6 0 1 5 3 2
zmkdoio 4 6 0 2 1 3 5
zmkdooi 4 6 0 2 1 5 3
zmkdioo 4 6 0 2 3 1 5
zmkdioo 4 6 0 2 3 5 1
zmkdooi 4 6 0 2 5 1 3
zmkdoio 4 6 0 2 5 3 1
zmkiodo 4 6 0 3 1 2 5
zmkiood 4 6 0 3 1 5 2
zmkidoo 4 6 0 3 2 1 5
zmkidoo 4 6 0 3 2 5 1
zmkiood 4 6 0 3 5 1 2
zmkiodo 4 6 0 3 5 2 1
zmkoodi 4 6 0 5 1 2 3
zmkooid 4 6 0 5 1 3 2
zmkodoi 4 6 0 5 2 1 3
zmkodio 4 6 0 5 2 3 1
zmkoiod 4 6 0 5 3 1 2
zmkoido 4 6 0 5 3 2 1
zmokdio 4 6 1 0 2 3 5
zmokdoi 4 6 1 0 2 5 3
zmokido 4 6 1 0 3 2 5
zmokiod 4 6 1 0 3 5 2
zmokodi 4 6 1 0 5 2 3
zmokoid 4 6 1 0 5 3 2
zmodkio 4 6 1 2 0 3 5
zmodkoi 4 6 1 2 0 5 3
zmodiko 4 6 1 2 3 0 5
zmodiok 4 6 1 2 3 5 0
zmodoki 4 6 1 2 5 0 3
zmodoik 4 6 1 2 5 3 0
zmoikdo 4 6 1 3 0 2 5
zmoikod 4 6 1 3 0 5 2
zmoidko 4 6 1 3 2 0 5
zmoidok 4 6 1 3 2 5 0
zmoiokd 4 6 1 3 5 0 2
zmoiodk 4 6 1 3 5 2 0
zmookdi 4 6 1 5 0 2 3
zmookid 4 6 1 5 0 3 2
zmoodki 4 6 1 5 2 0 3
zmoodik 4 6 1 5 2 3 0
zmooikd 4 6 1 5 3 0 2
zmooidk 4 6 1 5 3 2 0
zmdkoio 4 6 2 0 1 3 5
zmdkooi 4 6 2 0 1 5 3
zmdkioo 4 6 2 0 3 1 5
zmdkioo 4 6 2 0 3 5 1
zmdkooi 4 6 2 0 5 1 3
zmdkoio 4 6 2 0 5 3 1
zmdokio 4 6 2 1 0 3 5
zmdokoi 4 6 2 1 0 5 3
zmdoiko 4 6 2 1 3 0 5
zmdoiok 4 6 2 1 3 5 0
zmdooki 4 6 2 1 5 0 3
zmdooik 4 6 2 1 5 3 0
zmdikoo 4 6 2 3 0 1 5
zmdikoo 4 6 2 3 0 5 1
zmdioko 4 6 2 3 1 0 5
zmdiook 4 6 2 3 1 5 0
zmdioko 4 6 2 3 5 0 1
zmdiook 4 6 2 3 5 1 0
zmdokoi 4 6 2 5 0 1 3
zmdokio 4 6 2 5 0 3 1
zmdooki 4 6 2 5 1 0 3
zmdooik 4 6 2 5 1 3 0
zmdoiko 4 6 2 5 3 0 1
zmdoiok 4 6 2 5 3 1 0
zmikodo 4 6 3 0 1 2 5
zmikood 4 6 3 0 1 5 2
zmikdoo 4 6 3 0 2 1 5
zmikdoo 4 6 3 0 2 5 1
zmikood 4 6 3 0 5 1 2
zmikodo 4 6 3 0 5 2 1
zmiokdo 4 6 3 1 0 2 5
zmiokod 4 6 3 1 0 5 2
zmiodko 4 6 3 1 2 0 5
zmiodok 4 6 3 1 2 5 0
zmiookd 4 6 3 1 5 0 2
zmioodk 4 6 3 1 5 2 0
zmidkoo 4 6 3 2 0 1 5
zmidkoo 4 6 3 2 0 5 1
zmidoko 4 6 3 2 1 0 5
zmidook 4 6 3 2 1 5 0
zmidoko 4 6 3 2 5 0 1
zmidook 4 6 3 2 5 1 0
zmiokod 4 6 3 5 0 1 2
zmiokdo 4 6 3 5 0 2 1
zmiookd 4 6 3 5 1 0 2
zmioodk 4 6 3 5 1 2 0
zmiodko 4 6 3 5 2 0 1
zmiodok 4 6 3 5 2 1 0
zmokodi 4 6 5 0 1 2 3
zmokoid 4 6 5 0 1 3 2
zmokdoi 4 6 5 0 2 1 3
zmokdio 4 6 5 0 2 3 1
zmokiod 4 6 5 0 3 1 2
zmokido 4 6 5 0 3 2 1
zmookdi 4 6 5 1 0 2 3
zmookid 4 6 5 1 0 3 2
zmoodki 4 6 5 1 2 0 3
zmoodik 4 6 5 1 2 3 0
zmooikd 4 6 5 1 3 0 2
zmooidk 4 6 5 1 3 2 0
zmodkoi 4 6 5 2 0 1 3
zmodkio 4 6 5 2 0 3 1
zmodoki 4 6 5 2 1 0 3
zmodoik 4 6 5 2 1 3 0
zmodiko 4 6 5 2 3 0 1
zmodiok 4 6 5 2 3 1 0
zmoikod 4 6 5 3 0 1 2
zmoikdo 4 6 5 3 0 2 1
zmoiokd 4 6 5 3 1 0 2
zmoiodk 4 6 5 3 1 2 0
zmoidko 4 6 5 3 2 0 1
zmoidok 4 6 5 3 2 1 0
okodizm 5 0 1 2 3 4 6
okodimz 5 0 1 2 3 6 4
okodzim 5 0 1 2 4 3 6
okodzmi 5 0 1 2 4 6 3
okodmiz 5 0 1 2 6 3 4
okodmzi 5 0 1 2 6 4 3
okoidzm 5 0 1 3 2 4 6
okoidmz 5 0 1 3 2 6 4
okoizdm 5 0 1 3 4 2 6
okoizmd 5 0 1 3 4 6 2
okoimdz 5 0 1 3 6 2 4
okoimzd 5 0 1 3 6 4 2
okozdim 5 0 1 4 2 3 6
okozdmi 5 0 1 4 2 6 3
okozidm 5 0 1 4 3 2 6
okozimd 5 0 1 4 3 6 2
okozmdi 5 0 1 4 6 2 3
okozmid 5 0 1 4 6 3 2
okomdiz 5 0 1 6 2 3 4
okomdzi 5 0 1 6 2 4 3
okomidz 5 0 1 6 3 2 4
okomizd 5 0 1 6 3 4 2
okomzdi 5 0 1 6 4 2 3
okomzid 5 0 1 6 4 3 2
okdoizm 5 0 2 1 3 4 6
okdoimz 5 0 2 1 3 6 4
okdozim 5 0 2 1 4 3 6
okdozmi 5 0 2 1 4 6 3
okdomiz 5 0 2 1 6 3 4
okdomzi 5 0 2 1 6 4 3
okdiozm 5 0 2 3 1 4 6
okdiomz 5 0 2 3 1 6 4
okdizom 5 0 2 3 4 1 6
okdizmo 5 0 2 3 4 6 1
okdimoz 5 0 2 3 6 1 4
okdimzo 5 0 2 3 6 4 1
okdzoim 5 0 2 4 1 3 6
okdzomi 5 0 2 4 1 6 3
okdziom 5 0 2 4 3 1 6
okdzimo 5 0 2 4 3 6 1
okdzmoi 5 0 2 4 6 1 3
okdzmio 5 0 2 4 6 3 1
okdmoiz 5 0 2 6 1 3 4
okdmozi 5 0 2 6 1 4 3
okdmioz 5 0 2 6 3 1 4
okdmizo 5 0 2 6 3 4 1
okdmzoi 5 0 2 6 4 1 3
okdmzio 5 0 2 6 4 3 1
okiodzm 5 0 3 1 2 4 6
okiodmz 5 0 3 1 2 6 4
okiozdm 5 0 3 1 4 2 6
okiozmd 5 0 3 1 4 6 2
okiomdz 5 0 3 1 6 2 4
okiomzd 5 0 3 1 6 4 2
okidozm 5 0 3 2 1 4 6
okidomz 5 0 3 2 1 6 4
okidzom 5 0 3 2 4 1 6
okidzmo 5 0 3 2 4 6 1
okidmoz 5 0 3 2 6 1 4
okidmzo 5 0 3 2 6 4 1
okizodm 5 0 3 4 1 2 6
okizomd 5 0 3 4 1 6 2
okizdom 5 0 3 4 2 1 6
okizdmo 5 0 3 4 2 6 1
okizmod 5 0 3 4 6 1 2
okizmdo 5 0 3 4 6 2 1
okimodz 5 0 3 6 1 2 4
okimozd 5 0 3 6 1 4 2
okimdoz 5 0 3 6 2 1 4
okimdzo 5 0 3 6 2 4 1
okimzod 5 0 3 6 4 1 2
okimzdo 5 0 3 6 4 2 1
okzodim 5 0 4 1 2 3 6
okzodmi 5 0 4 1 2 6 3
okzoidm 5 0 4 1 3 2 6
okzoimd 5 0 4 1 3 6 2
okzomdi 5 0 4 1 6 2 3
okzomid 5 0 4 1 6 3 2
okzdoim 5 0 4 2 1 3 6
okzdomi 5 0 4 2 1 6 3
okzdiom 5 0 4 2 3 1 6
okzdimo 5 0 4 2 3 6 1
okzdmoi 5 0 4 2 6 1 3
okzdmio 5 0 4 2 6 3 1
okziodm 5 0 4 3 1 2 6
okziomd 5 0 4 3 1 6 2
okzidom 5 0 4 3 2 1 6
okzidmo 5 0 4 3 2 6 1
okzimod 5 0 4 3 6 1 2
okzimdo 5 0 4 3 6 2 1
okzmodi 5 0 4 6 1 2 3
okzmoid 5 0 4 6 1 3 2
okzmdoi 5 0 4 6 2 1 3
okzmdio 5 0 4 6 2 3 1
okzmiod 5 0 4 6 3 1 2
okzmido 5 0 4 6 3 2 1
okmodiz 5 0 6 1 2 3 4
okmodzi 5 0 6 1 2 4 3
okmoidz 5 0 6 1 3 2 4
okmoizd 5 0 6 1 3 4 2
okmozdi 5 0 6 1 4 2 3
okmozid 5 0 6 1 4 3 2
okmdoiz 5 0 6 2 1 3 4
okmdozi 5 0 6 2 1 4 3
okmdioz 5 0 6 2 3 1 4
okmdizo 5 0 6 2 3 4 1
okmdzoi 5 0 6 2 4 1 3
okmdzio 5 0 6 2 4 3 1
okmiodz 5 0 6 3 1 2 4
okmiozd 5 0 6 3 1 4 2
okmidoz 5 0 6 3 2 1 4
okmidzo 5 0 6 3 2 4 1
okmizod 5 0 6 3 4 1 2
okmizdo 5 0 6 3 4 2 1
okmzodi 5 0 6 4 1 2 3
okmzoid 5 0 6 4 1 3 2
okmzdoi 5 0 6 4 2 1 3
okmzdio 5 0 6 4 2 3 1
okmziod 5 0 6 4 3 1 2
okmzido 5 0 6 4 3 2 1
ookdizm 5 1 0 2 3 4 6
ookdimz 5 1 0 2 3 6 4
ookdzim 5 1 0 2 4 3 6
ookdzmi 5 1 0 2 4 6 3
ookdmiz 5 1 0 2 6 3 4
ookdmzi 5 1 0 2 6 4 3
ookidzm 5 1 0 3 2 4 6
ookidmz 5 1 0 3 2 6 4
ookizdm 5 1 0 3 4 2 6
ookizmd 5 1 0 3 4 6 2
ookimdz 5 1 0 3 6 2 4
ookimzd 5 1 0 3 6 4 2
ookzdim 5 1 0 4 2 3 6
ookzdmi 5 1 0 4 2 6 3
ookzidm 5 1 0 4 3 2 6
ookzimd 5 1 0 4 3 6 2
ookzmdi 5 1 0 4 6 2 3
ookzmid 5 1 0 4 6 3 2
ookmdiz 5 1 0 6 2 3 4
ookmdzi 5 1 0 6 2 4 3
ookmidz 5 1 0 6 3 2 4
ookmizd 5 1 0 6 3 4 2
ookmzdi 5 1 0 6 4 2 3
ookmzid 5 1 0 6 4 3 2
oodkizm 5 1 2 0 3 4 6
oodkimz 5 1 2 0 3 6 4
oodkzim 5 1 2 0 4 3 6
oodkzmi 5 1 2 0 4 6 3
oodkmiz 5 1 2 0 6 3 4
oodkmzi 5 1 2 0 6 4 3
oodikzm 5 1 2 3 0 4 6
oodikmz 5 1 2 3 0 6 4
oodizkm 5 1 2 3 4 0 6
oodizmk 5 1 2 3 4 6 0
oodimkz 5 1 2 3 6 0 4
oodimzk 5 1 2 3 6 4 0
oodzkim 5 1 2 4 0 3 6
oodzkmi 5 1 2 4 0 6 3
oodzikm 5 1 2 4 3 0 6
oodzimk 5 1 2 4 3 6 0
oodzmki 5 1 2 4 6 0 3
oodzmik 5 1 2 4 6 3 0
oodmkiz 5 1 2 6 0 3 4
oodmkzi 5 1 2 6 0 4 3
oodmikz 5 1 2 6 3 0 4
oodmizk 5 1 2 6 3 4 0
oodmzki 5 1 2 6 4 0 3
oodmzik 5 1 2 6 4 3 0
ooikdzm 5 1 3 0 2 4 6
ooikdmz 5 1 3 0 2 6 4
ooikzdm 5 1 3 0 4 2 6
ooikzmd 5 1 3 0 4 6 2
ooikmdz 5 1 3 0 6 2 4
ooikmzd 5 1 3 0 6 4 2
ooidkzm 5 1 3 2 0 4 6
ooidkmz 5 1 3 2 0 6 4
ooidzkm 5 1 3 2 4 0 6
ooidzmk 5 1 3 2 4 6 0
ooidmkz 5 1 3 2 6 0 4
ooidmzk 5 1 3 2 6 4 0
ooizkdm 5 1 3 4 0 2 6
ooizkmd 5 1 3 4 0 6 2
ooizdkm 5 1 3 4 2 0 6
ooizdmk 5 1 3 4 2 6 0
ooizmkd 5 1 3 4 6 0 2
ooizmdk 5 1 3 4 6 2 0
ooimkdz 5 1 3 6 0 2 4
ooimkzd 5 1 3 6 0 4 2
ooimdkz 5 1 3 6 2 0 4
ooimdzk 5 1 3 6 2 4 0
ooimzkd 5 1 3 6 4 0 2
ooimzdk 5 1 3 6 4 2 0
oozkdim 5 1 4 0 2 3 6
oozkdmi 5 1 4 0 2 6 3
oozkidm 5 1 4 0 3 2 6
oozkimd 5 1 4 0 3 6 2
oozkmdi 5 1 4 0 6 2 3
oozkmid 5 1 4 0 6 3 2
oozdkim 5 1 4 2 0 3 6
oozdkmi 5 1 4 2 0 6 3
oozdikm 5 1 4 2 3 0 6
oozdimk 5 1 4 2 3 6 0
oozdmki 5 1 4 2 6 0 3
oozdmik 5 1 4 2 6 3 0
oozikdm 5 1 4 3 0 2 6
oozikmd 5 1 4 3 0 6 2
oozidkm 5 1 4 3 2 0 6
oozidmk 5 1 4 3 2 6 0
oozimkd 5 1 4 3 6 0 2
oozimdk 5 1 4 3 6 2 0
oozmkdi 5 1 4 6 0 2 3
oozmkid 5 1 4 6 0 3 2
oozmdki 5 1 4 6 2 0 3
oozmdik 5 1 4 6 2 3 0
oozmikd 5 1 4 6 3 0 2
oozmidk 5 1 4 6 3 2 0
oomkdiz 5 1 6 0 2 3 4
oomkdzi 5 1 6 0 2 4 3
oomkidz 5 1 6 0 3 2 4
oomkizd 5 1 6 0 3 4 2
oomkzdi 5 1 6 0 4 2 3
oomkzid 5 1 6 0 4 3 2
oomdkiz 5 1 6 2 0 3 4
oomdkzi 5 1 6 2 0 4 3
oomdikz 5 1 6 2 3 0 4
oomdizk 5 1 6 2 3 4 0
oomdzki 5 1 6 2 4 0 3
oomdzik 5 1 6 2 4 3 0
oomikdz 5 1 6 3 0 2 4
oomikzd 5 1 6 3 0 4 2
oomidkz 5 1 6 3 2 0 4
oomidzk 5 1 6 3 2 4 0
oomizkd 5 1 6 3 4 0 2
oomizdk 5 1 6 3 4 2 0
oomzkdi 5 1 6 4 0 2 3
oomzkid 5 1 6 4 0 3 2
oomzdki 5 1 6 4 2 0 3
oomzdik 5 1 6 4 2 3 0
oomzikd 5 1 6 4 3 0 2
oomzidk 5 1 6 4 3 2 0
odkoizm 5 2 0 1 3 4 6
odkoimz 5 2 0 1 3 6 4
odkozim 5 2 0 1 4 3 6
odkozmi 5 2 0 1 4 6 3
odkomiz 5 2 0 1 6 3 4
odkomzi 5 2 0 1 6 4 3
odkiozm 5 2 0 3 1 4 6
odkiomz 5 2 0 3 1 6 4
odkizom 5 2 0 3 4 1 6
odkizmo 5 2 0 3 4 6 1
odkimoz 5 2 0 3 6 1 4
odkimzo 5 2 0 3 6 4 1
odkzoim 5 2 0 4 1 3 6
odkzomi 5 2 0 4 1 6 3
odkziom 5 2 0 4 3 1 6
odkzimo 5 2 0 4 3 6 1
odkzmoi 5 2 0 4 6 1 3
odkzmio 5 2 0 4 6 3 1
odkmoiz 5 2 0 6 1 3 4
odkmozi 5 2 0 6 1 4 3
odkmioz 5 2 0 6 3 1 4
odkmizo 5 2 0 6 3 4 1
odkmzoi 5 2 0 6 4 1 3
odkmzio 5 2 0 6 4 3 1
odokizm 5 2 1 0 3 4 6
odokimz 5 2 1 0 3 6 4
odokzim 5 2 1 0 4 3 6
odokzmi 5 2 1 0 4 6 3
odokmiz 5 2 1 0 6 3 4
odokmzi 5 2 1 0 6 4 3
odoikzm 5 2 1 3 0 4 6
odoikmz 5 2 1 3 0 6 4
odoizkm 5 2 1 3 4 0 6
odoizmk 5 2 1 3 4 6 0
odoimkz 5 2 1 3 6 0 4
odoimzk 5 2 1 3 6 4 0
odozkim 5 2 1 4 0 3 6
odozkmi 5 2 1 4 0 6 3
odozikm 5 2 1 4 3 0 6
odozimk 5 2 1 4 3 6 0
odozmki 5 2 1 4 6 0 3
odozmik 5 2 1 4 6 3 0
odomkiz 5 2 1 6 0 3 4
odomkzi 5 2 1 6 0 4 3
odomikz 5 2 1 6 3 0 4
odomizk 5 2 1 6 3 4 0
odomzki 5 2 1 6 4 0 3
odomzik 5 2 1 6 4 3 0
odikozm 5 2 3 0 1 4 6
odikomz 5 2 3 0 1 6 4
odikzom 5 2 3 0 4 1 6
odikzmo 5 2 3 0 4 6 1
odikmoz 5 2 3 0 6 1 4
odikmzo 5 2 3 0 6 4 1
odiokzm 5 2 3 1 0 4 6
odiokmz 5 2 3 1 0 6 4
odiozkm 5 2 3 1 4 0 6
odiozmk 5 2 3 1 4 6 0
odiomkz 5 2 3 1 6 0 4
odiomzk 5 2 3 1 6 4 0
odizkom 5 2 3 4 0 1 6
odizkmo 5 2 3 4 0 6 1
odizokm 5 2 3 4 1 0 6
odizomk 5 2 3 4 1 6 0
odizmko 5 2 3 4 6 0 1
odizmok 5 2 3 4 6 1 0
odimkoz 5 2 3 6 0 1 4
odimkzo 5 2 3 6 0 4 1
odimokz 5 2 3 6 1 0 4
odimozk 5 2 3 6 1 4 0
odimzko 5 2 3 6 4 0 1
odimzok 5 2 3 6 4 1 0
odzkoim 5 2 4 0 1 3 6
odzkomi 5 2 4 0 1 6 3
odzkiom 5 2 4 0 3 1 6
odzkimo 5 2 4 0 3 6 1
odzkmoi 5 2 4 0 6 1 3
odzkmio 5 2 4 0 6 3 1
odzokim 5 2 4 1 0 3 6
odzokmi 5 2 4 1 0 6 3
odzoikm 5 2 4 1 3 0 6
odzoimk 5 2 4 1 3 6 0
odzomki 5 2 4 1 6 0 3
odzomik 5 2 4 1 6 3 0
odzikom 5 2 4 3 0 1 6
odzikmo 5 2 4 3 0 6 1
odziokm 5 2 4 3 1 0 6
odziomk 5 2 4 3 1 6 0
odzimko 5 2 4 3 6 0 1
odzimok 5 2 4 3 6 1 0
odzmkoi 5 2 4 6 0 1 3
odzmkio 5 2 4 6 0 3 1
odzmoki 5 2 4 6 1 0 3
odzmoik 5 2 4 6 1 3 0
odzmiko 5 2 4 6 3 0 1
odzmiok 5 2 4 6 3 1 0
odmkoiz 5 2 6 0 1 3 4
odmkozi 5 2 6 0 1 4 3
odmkioz 5 2 6 0 3 1 4
odmkizo 5 2 6 0 3 4 1
odmkzoi 5 2 6 0 4 1 3
odmkzio 5 2 6 0 4 3 1
odmokiz 5 2 6 1 0 3 4
odmokzi 5 2 6 1 0 4 3
odmoikz 5 2 6 1 3 0 4
odmoizk 5 2 6 1 3 4 0
odmozki 5 2 6 1 4 0 3
odmozik 5 2 6 1 4 3 0
odmikoz 5 2 6 3 0 1 4
odmikzo 5 2 6 3 0 4 1
odmiokz 5 2 6 3 1 0 4
odmiozk 5 2 6 3 1 4 0
odmizko 5 2 6 3 4 0 1
odmizok 5 2 6 3 4 1 0
odmzkoi 5 2 6 4 0 1 3
odmzkio 5 2 6 4 0 3 1
odmzoki 5 2 6 4 1 0 3
odmzoik 5 2 6 4 1 3 0
odmziko 5 2 6 4 3 0 1
odmziok 5 2 6 4 3 1 0
oikodzm 5 3 0 1 2 4 6
oikodmz 5 3 0 1 2 6 4
oikozdm 5 3 0 1 4 2 6
oikozmd 5 3 0 1 4 6 2
oikomdz 5 3 0 1 6 2 4
oikomzd 5 3 0 1 6 4 2
oikdozm 5 3 0 2 1 4 6
oikdomz 5 3 0 2 1 6 4
oikdzom 5 3 0 2 4 1 6
oikdzmo 5 3 0 2 4 6 1
oikdmoz 5 3 0 2 6 1 4
oikdmzo 5 3 0 2 6 4 1
oikzodm 5 3 0 4 1 2 6
oikzomd 5 3 0 4 1 6 2
oikzdom 5 3 0 4 2 1 6
oikzdmo 5 3 0 4 2 6 1
oikzmod 5 3 0 4 6 1 2
oikzmdo 5 3 0 4 6 2 1
oikmodz 5 3 0 6 1 2 4
oikmozd 5 3 0 6 1 4 2
oikmdoz 5 3 0 6 2 1 4
oikmdzo 5 3 0 6 2 4 1
oikmzod 5 3 0 6 4 1 2
oikmzdo 5 3 0 6 4 2 1
oiokdzm 5 3 1 0 2 4 6
oiokdmz 5 3 1 0 2 6 4
oiokzdm 5 3 1 0 4 2 6
oiokzmd 5 3 1 0 4 6 2
oiokmdz 5 3 1 0 6 2 4
oiokmzd 5 3 1 0 6 4 2
oiodkzm 5 3 1 2 0 4 6
oiodkmz 5 3 1 2 0 6 4
oiodzkm 5 3 1 2 4 0 6
oiodzmk 5 3 1 2 4 6 0
oiodmkz 5 3 1 2 6 0 4
oiodmzk 5 3 1 2 6 4 0
oiozkdm 5 3 1 4 0 2 6
oiozkmd 5 3 1 4 0 6 2
oiozdkm 5 3 1 4 2 0 6
oiozdmk 5 3 1 4 2 6 0
oiozmkd 5 3 1 4 6 0 2
oiozmdk 5 3 1 4 6 2 0
oiomkdz 5 3 1 6 0 2 4
oiomkzd 5 3 1 6 0 4 2
oiomdkz 5 3 1 6 2 0 4
oiomdzk 5 3 1 6 2 4 0
oiomzkd 5 3 1 6 4 0 2
oiomzdk 5 3 1 6 4 2 0
oidkozm 5 3 2 0 1 4 6
oidkomz 5 3 2 0 1 6 4
oidkzom 5 3 2 0 4 1 6
oidkzmo 5 3 2 0 4 6 1
oidkmoz 5 3 2 0 6 1 4
oidkmzo 5 3 2 0 6 4 1
oidokzm 5 3 2 1 0 4 6
oidokmz 5 3 2 1 0 6 4
oidozkm 5 3 2 1 4 0 6
oidozmk 5 3 2 1 4 6 0
oidomkz 5 3 2 1 6 0 4
oidomzk 5 3 2 1 6 4 0
oidzkom 5 3 2 4 0 1 6
oidzkmo 5 3 2 4 0 6 1
oidzokm 5 3 2 4 1 0 6
oidzomk 5 3 2 4 1 6 0
oidzmko 5 3 2 4 6 0 1
oidzmok 5 3 2 4 6 1 0
oidmkoz 5 3 2 6 0 1 4
oidmkzo 5 3 2 6 0 4 1
oidmokz 5 3 2 6 1 0 4
oidmozk 5 3 2 6 1 4 0
oidmzko 5 3 2 6 4 0 1
oidmzok 5 3 2 6 4 1 0
oizkodm 5 3 4 0 1 2 6
oizkomd 5 3 4 0 1 6 2
oizkdom 5 3 4 0 2 1 6
oizkdmo 5 3 4 0 2 6 1
oizkmod 5 3 4 0 6 1 2
oizkmdo 5 3 4 0 6 2 1
oizokdm 5 3 4 1 0 2 6
oizokmd 5 3 4 1 0 6 2
oizodkm 5 3 4 1 2 0 6
oizodmk 5 3 4 1 2 6 0
oizomkd 5 3 4 1 6 0 2
oizomdk 5 3 4 1 6 2 0
oizdkom 5 3 4 2 0 1 6
oizdkmo 5 3 4 2 0 6 1
oizdokm 5 3 4 2 1 0 6
oizdomk 5 3 4 2 1 6 0
oizdmko 5 3 4 2 6 0 1
oizdmok 5 3 4 2 6 1 0
oizmkod 5 3 4 6 0 1 2
oizmkdo 5 3 4 6 0 2 1
oizmokd 5 3 4 6 1 0 2
oizmodk 5 3 4 6 1 2 0
oizmdko 5 3 4 6 2 0 1
oizmdok 5 3 4 6 2 1 0
oimkodz 5 3 6 0 1 2 4
oimkozd 5 3 6 0 1 4 2
oimkdoz 5 3 6 0 2 1 4
oimkdzo 5 3 6 0 2 4 1
oimkzod 5 3 6 0 4 1 2
oimkzdo 5 3 6 0 4 2 1
oimokdz 5 3 6 1 0 2 4
oimokzd 5 3 6 1 0 4 2
oimodkz 5 3 6 1 2 0 4
oimodzk 5 3 6 1 2 4 0
oimozkd 5 3 6 1 4 0 2
oimozdk 5 3 6 1 4 2 0
oimdkoz 5 3 6 2 0 1 4
oimdkzo 5 3 6 2 0 4 1
oimdokz 5 3 6 2 1 0 4
oimdozk 5 3 6 2 1 4 0
oimdzko 5 3 6 2 4 0 1
oimdzok 5 3 6 2 4 1 0
oimzkod 5 3 6 4 0 1 2
oimzkdo 5 3 6 4 0 2 1
oimzokd 5 3 6 4 1 0 2
oimzodk 5 3 6 4 1 2 0
oimzdko 5 3 6 4 2 0 1
oimzdok 5 3 6 4 2 1 0
ozkodim 5 4 0 1 2 3 6
ozkodmi 5 4 0 1 2 6 3
ozkoidm 5 4 0 1 3 2 6
ozkoimd 5 4 0 1 3 6 2
ozkomdi 5 4 0 1 6 2 3
ozkomid 5 4 0 1 6 3 2
ozkdoim 5 4 0 2 1 3 6
ozkdomi 5 4 0 2 1 6 3
ozkdiom 5 4 0 2 3 1 6
ozkdimo 5 4 0 2 3 6 1
ozkdmoi 5 4 0 2 6 1 3
ozkdmio 5 4 0 2 6 3 1
ozkiodm 5 4 0 3 1 2 6
ozkiomd 5 4 0 3 1 6 2
ozkidom 5 4 0 3 2 1 6
ozkidmo 5 4 0 3 2 6 1
ozkimod 5 4 0 3 6 1 2
ozkimdo 5 4 0 3 6 2 1
ozkmodi 5 4 0 6 1 2 3
ozkmoid 5 4 0 6 1 3 2
ozkmdoi 5 4 0 6 2 1 3
ozkmdio 5 4 0 6 2 3 1
ozkmiod 5 4 0 6 3 1 2
ozkmido 5 4 0 6 3 2 1
ozokdim 5 4 1 0 2 3 6
ozokdmi 5 4 1 0 2 6 3
ozokidm 5 4 1 0 3 2 6
ozokimd 5 4 1 0 3 6 2
ozokmdi 5 4 1 0 6 2 3
ozokmid 5 4 1 0 6 3 2
ozodkim 5 4 1 2 0 3 6
ozodkmi 5 4 1 2 0 6 3
ozodikm 5 4 1 2 3 0 6
ozodimk 5 4 1 2 3 6 0
ozodmki 5 4 1 2 6 0 3
ozodmik 5 4 1 2 6 3 0
ozoikdm 5 4 1 3 0 2 6
ozoikmd 5 4 1 3 0 6 2
ozoidkm 5 4 1 3 2 0 6
ozoidmk 5 4 1 3 2 6 0
ozoimkd 5 4 1 3 6 0 2
ozoimdk 5 4 1 3 6 2 0
ozomkdi 5 4 1 6 0 2 3
ozomkid 5 4 1 6 0 3 2
ozomdki 5 4 1 6 2 0 3
ozomdik 5 4 1 6 2 3 0
ozomikd 5 4 1 6 3 0 2
ozomidk 5 4 1 6 3 2 0
ozdkoim 5 4 2 0 1 3 6
ozdkomi 5 4 2 0 1 6 3
ozdkiom 5 4 2 0 3 1 6
ozdkimo 5 4 2 0 3 6 1
ozdkmoi 5 4 2 0 6 1 3
ozdkmio 5 4 2 0 6 3 1
ozdokim 5 4 2 1 0 3 6
ozdokmi 5 4 2 1 0 6 3
ozdoikm 5 4 2 1 3 0 6
ozdoimk 5 4 2 1 3 6 0
ozdomki 5 4 2 1 6 0 3
ozdomik 5 4 2 1 6 3 0
ozdikom 5 4 2 3 0 1 6
ozdikmo 5 4 2 3 0 6 1
ozdiokm 5 4 2 3 1 0 6
ozdiomk 5 4 2 3 1 6 0
ozdimko 5 4 2 3 6 0 1
ozdimok 5 4 2 3 6 1 0
ozdmkoi 5 4 2 6 0 1 3
ozdmkio 5 4 2 6 0 3 1
ozdmoki 5 4 2 6 1 0 3
ozdmoik 5 4 2 6 1 3 0
ozdmiko 5 4 2 6 3 0 1
ozdmiok 5 4 2 6 3 1 0
ozikodm 5 4 3 0 1 2 6
ozikomd 5 4 3 0 1 6 2
ozikdom 5 4 3 0 2 1 6
ozikdmo 5 4 3 0 2 6 1
ozikmod 5 4 3 0 6 1 2
ozikmdo 5 4 3 0 6 2 1
oziokdm 5 4 3 1 0 2 6
oziokmd 5 4 3 1 0 6 2
oziodkm 5 4 3 1 2 0 6
oziodmk 5 4 3 1 2 6 0
oziomkd 5 4 3 1 6 0 2
oziomdk 5 4 3 1 6 2 0
ozidkom 5 4 3 2 0 1 6
ozidkmo 5 4 3 2 0 6 1
ozidokm 5 4 3 2 1 0 6
