Shift: 0
aetypec 0 1 2 3 4 5 6
pcyaete 4 6 3 0 5 2 1
pcyeate 4 6 3 1 0 2 5
pcyeaet 4 6 3 1 0 5 2
pcyetae 4 6 3 1 2 0 5
pcyetea 4 6 3 1 2 5 0
pcyeeat 4 6 3 1 5 0 2
pcyeeta 4 6 3 1 5 2 0
pcytaee 4 6 3 2 0 1 5
pcytaee 4 6 3 2 0 5 1
pcyteae 4 6 3 2 1 0 5
pcyteea 4 6 3 2 1 5 0
pcyteae 4 6 3 2 5 0 1
pcyteea 4 6 3 2 5 1 0
pcyeaet 4 6 3 5 0 1 2
pcyeate 4 6 3 5 0 2 1
pcyeeat 4 6 3 5 1 0 2
pcyeeta 4 6 3 5 1 2 0
pcyetae 4 6 3 5 2 0 1
pcyetea 4 6 3 5 2 1 0
pceaety 4 6 5 0 1 2 3
pceaeyt 4 6 5 0 1 3 2
pceatey 4 6 5 0 2 1 3
pceatye 4 6 5 0 2 3 1
pceayet 4 6 5 0 3 1 2
pceayte 4 6 5 0 3 2 1
pceeaty 4 6 5 1 0 2 3
pceeayt 4 6 5 1 0 3 2
pceetay 4 6 5 1 2 0 3
pceetya 4 6 5 1 2 3 0
pceeyat 4 6 5 1 3 0 2
pceeyta 4 6 5 1 3 2 0
pcetaey 4 6 5 2 0 1 3
pcetaye 4 6 5 2 0 3 1
pceteay 4 6 5 2 1 0 3
pceteya 4 6 5 2 1 3 0
pcetyae 4 6 5 2 3 0 1
pcetyea 4 6 5 2 3 1 0
pceyaet 4 6 5 3 0 1 2
pceyate 4 6 5 3 0 2 1
pceyeat 4 6 5 3 1 0 2
pceyeta 4 6 5 3 1 2 0
pceytae 4 6 5 3 2 0 1
pceytea 4 6 5 3 2 1 0
eaetypc 5 0 1 2 3 4 6
eaetycp 5 0 1 2 3 6 4
eaetpyc 5 0 1 2 4 3 6
eaetpcy 5 0 1 2 4 6 3
eaetcyp 5 0 1 2 6 3 4
eaetcpy 5 0 1 2 6 4 3
eaeytpc 5 0 1 3 2 4 6
eaeytcp 5 0 1 3 2 6 4
eaeyptc 5 0 1 3 4 2 6
eaeypct 5 0 1 3 4 6 2
eaeyctp 5 0 1 3 6 2 4
eaeycpt 5 0 1 3 6 4 2
eaeptyc 5 0 1 4 2 3 6
eaeptcy 5 0 1 4 2 6 3
eaepytc 5 0 1 4 3 2 6
eaepyct 5 0 1 4 3 6 2
eaepcty 5 0 1 4 6 2 3
eaepcyt 5 0 1 4 6 3 2
eaectyp 5 0 1 6 2 3 4
eaectpy 5 0 1 6 2 4 3
eaecytp 5 0 1 6 3 2 4
eaecypt 5 0 1 6 3 4 2
eaecpty 5 0 1 6 4 2 3
eaecpyt 5 0 1 6 4 3 2
eateypc 5 0 2 1 3 4 6
eateycp 5 0 2 1 3 6 4
eatepyc 5 0 2 1 4 3 6
eatepcy 5 0 2 1 4 6 3
eatecyp 5 0 2 1 6 3 4
eatecpy 5 0 2 1 6 4 3
eatyepc 5 0 2 3 1 4 6
eatyecp 5 0 2 3 1 6 4
eatypec 5 0 2 3 4 1 6
eatypce 5 0 2 3 4 6 1
eatycep 5 0 2 3 6 1 4
eatycpe 5 0 2 3 6 4 1
eatpeyc 5 0 2 4 1 3 6
eatpecy 5 0 2 4 1 6 3
eatpyec 5 0 2 4 3 1 6
eatpyce 5 0 2 4 3 6 1
eatpcey 5 0 2 4 6 1 3
eatpcye 5 0 2 4 6 3 1
eatceyp 5 0 2 6 1 3 4
eatcepy 5 0 2 6 1 4 3
eatcyep 5 0 2 6 3 1 4
eatcype 5 0 2 6 3 4 1
eatcpey 5 0 2 6 4 1 3
eatcpye 5 0 2 6 4 3 1
eayetpc 5 0 3 1 2 4 6
eayetcp 5 0 3 1 2 6 4
eayeptc 5 0 3 1 4 2 6
eayepct 5 0 3 1 4 6 2
eayectp 5 0 3 1 6 2 4
eayecpt 5 0 3 1 6 4 2
eaytepc 5 0 3 2 1 4 6
eaytecp 5 0 3 2 1 6 4
eaytpec 5 0 3 2 4 1 6
eaytpce 5 0 3 2 4 6 1
eaytcep 5 0 3 2 6 1 4
eaytcpe 5 0 3 2 6 4 1
eaypetc 5 0 3 4 1 2 6
eaypect 5 0 3 4 1 6 2
eayptec 5 0 3 4 2 1 6
eayptce 5 0 3 4 2 6 1
eaypcet 5 0 3 4 6 1 2
eaypcte 5 0 3 4 6 2 1
eaycetp 5 0 3 6 1 2 4
eaycept 5 0 3 6 1 4 2
eayctep 5 0 3 6 2 1 4
eayctpe 5 0 3 6 2 4 1
eaycpet 5 0 3 6 4 1 2
eaycpte 5 0 3 6 4 2 1
eapetyc 5 0 4 1 2 3 6
eapetcy 5 0 4 1 2 6 3
eapeytc 5 0 4 1 3 2 6
eapeyct 5 0 4 1 3 6 2
eapecty 5 0 4 1 6 2 3
eapecyt 5 0 4 1 6 3 2
eapteyc 5 0 4 2 1 3 6
eaptecy 5 0 4 2 1 6 3
eaptyec 5 0 4 2 3 1 6
eaptyce 5 0 4 2 3 6 1
eaptcey 5 0 4 2 6 1 3
eaptcye 5 0 4 2 6 3 1
eapyetc 5 0 4 3 1 2 6
eapyect 5 0 4 3 1 6 2
eapytec 5 0 4 3 2 1 6
eapytce 5 0 4 3 2 6 1
eapycet 5 0 4 3 6 1 2
eapycte 5 0 4 3 6 2 1
eapcety 5 0 4 6 1 2 3
eapceyt 5 0 4 6 1 3 2
eapctey 5 0 4 6 2 1 3
eapctye 5 0 4 6 2 3 1
eapcyet 5 0 4 6 3 1 2
eapcyte 5 0 4 6 3 2 1
eacetyp 5 0 6 1 2 3 4
eacetpy 5 0 6 1 2 4 3
eaceytp 5 0 6 1 3 2 4
eaceypt 5 0 6 1 3 4 2
eacepty 5 0 6 1 4 2 3
eacepyt 5 0 6 1 4 3 2
eacteyp 5 0 6 2 1 3 4
eactepy 5 0 6 2 1 4 3
eactyep 5 0 6 2 3 1 4
eactype 5 0 6 2 3 4 1
eactpey 5 0 6 2 4 1 3
eactpye 5 0 6 2 4 3 1
eacyetp 5 0 6 3 1 2 4
eacyept 5 0 6 3 1 4 2
eacytep 5 0 6 3 2 1 4
eacytpe 5 0 6 3 2 4 1
eacypet 5 0 6 3 4 1 2
eacypte 5 0 6 3 4 2 1
eacpety 5 0 6 4 1 2 3
eacpeyt 5 0 6 4 1 3 2
eacptey 5 0 6 4 2 1 3
eacptye 5 0 6 4 2 3 1
eacpyet 5 0 6 4 3 1 2
eacpyte 5 0 6 4 3 2 1
eeatypc 5 1 0 2 3 4 6
eeatycp 5 1 0 2 3 6 4
eeatpyc 5 1 0 2 4 3 6
eeatpcy 5 1 0 2 4 6 3
eeatcyp 5 1 0 2 6 3 4
eeatcpy 5 1 0 2 6 4 3
eeaytpc 5 1 0 3 2 4 6
eeaytcp 5 1 0 3 2 6 4
eeayptc 5 1 0 3 4 2 6
eeaypct 5 1 0 3 4 6 2
eeayctp 5 1 0 3 6 2 4
eeaycpt 5 1 0 3 6 4 2
eeaptyc 5 1 0 4 2 3 6
eeaptcy 5 1 0 4 2 6 3
eeapytc 5 1 0 4 3 2 6
eeapyct 5 1 0 4 3 6 2
eeapcty 5 1 0 4 6 2 3
eeapcyt 5 1 0 4 6 3 2
eeactyp 5 1 0 6 2 3 4
eeactpy 5 1 0 6 2 4 3
eeacytp 5 1 0 6 3 2 4
eeacypt 5 1 0 6 3 4 2
eeacpty 5 1 0 6 4 2 3
eeacpyt 5 1 0 6 4 3 2
eetaypc 5 1 2 0 3 4 6
eetaycp 5 1 2 0 3 6 4
eetapyc 5 1 2 0 4 3 6
eetapcy 5 1 2 0 4 6 3
eetacyp 5 1 2 0 6 3 4
eetacpy 5 1 2 0 6 4 3
eetyapc 5 1 2 3 0 4 6
eetyacp 5 1 2 3 0 6 4
eetypac 5 1 2 3 4 0 6
eetypca 5 1 2 3 4 6 0
eetycap 5 1 2 3 6 0 4
eetycpa 5 1 2 3 6 4 0
eetpayc 5 1 2 4 0 3 6
eetpacy 5 1 2 4 0 6 3
eetpyac 5 1 2 4 3 0 6
eetpyca 5 1 2 4 3 6 0
eetpcay 5 1 2 4 6 0 3
eetpcya 5 1 2 4 6 3 0
eetcayp 5 1 2 6 0 3 4
eetcapy 5 1 2 6 0 4 3
eetcyap 5 1 2 6 3 0 4
eetcypa 5 1 2 6 3 4 0
eetcpay 5 1 2 6 4 0 3
eetcpya 5 1 2 6 4 3 0
eeyatpc 5 1 3 0 2 4 6
eeyatcp 5 1 3 0 2 6 4
eeyaptc 5 1 3 0 4 2 6
eeyapct 5 1 3 0 4 6 2
eeyactp 5 1 3 0 6 2 4
eeyacpt 5 1 3 0 6 4 2
eeytapc 5 1 3 2 0 4 6
eeytacp 5 1 3 2 0 6 4
eeytpac 5 1 3 2 4 0 6
eeytpca 5 1 3 2 4 6 0
eeytcap 5 1 3 2 6 0 4
eeytcpa 5 1 3 2 6 4 0
eeypatc 5 1 3 4 0 2 6
eeypact 5 1 3 4 0 6 2
eeyptac 5 1 3 4 2 0 6
eeyptca 5 1 3 4 2 6 0
eeypcat 5 1 3 4 6 0 2
eeypcta 5 1 3 4 6 2 0
eeycatp 5 1 3 6 0 2 4
eeycapt 5 1 3 6 0 4 2
eeyctap 5 1 3 6 2 0 4
eeyctpa 5 1 3 6 2 4 0
eeycpat 5 1 3 6 4 0 2
eeycpta 5 1 3 6 4 2 0
eepatyc 5 1 4 0 2 3 6
eepatcy 5 1 4 0 2 6 3
eepaytc 5 1 4 0 3 2 6
eepayct 5 1 4 0 3 6 2
eepacty 5 1 4 0 6 2 3
eepacyt 5 1 4 0 6 3 2
eeptayc 5 1 4 2 0 3 6
eeptacy 5 1 4 2 0 6 3
eeptyac 5 1 4 2 3 0 6
eeptyca 5 1 4 2 3 6 0
eeptcay 5 1 4 2 6 0 3
eeptcya 5 1 4 2 6 3 0
eepyatc 5 1 4 3 0 2 6
eepyact 5 1 4 3 0 6 2
eepytac 5 1 4 3 2 0 6
eepytca 5 1 4 3 2 6 0
eepycat 5 1 4 3 6 0 2
eepycta 5 1 4 3 6 2 0
eepcaty 5 1 4 6 0 2 3
eepcayt 5 1 4 6 0 3 2
eepctay 5 1 4 6 2 0 3
eepctya 5 1 4 6 2 3 0
eepcyat 5 1 4 6 3 0 2
eepcyta 5 1 4 6 3 2 0
eecatyp 5 1 6 0 2 3 4
eecatpy 5 1 6 0 2 4 3
eecaytp 5 1 6 0 3 2 4
eecaypt 5 1 6 0 3 4 2
eecapty 5 1 6 0 4 2 3
eecapyt 5 1 6 0 4 3 2
eectayp 5 1 6 2 0 3 4
eectapy 5 1 6 2 0 4 3
eectyap 5 1 6 2 3 0 4
eectypa 5 1 6 2 3 4 0
eectpay 5 1 6 2 4 0 3
eectpya 5 1 6 2 4 3 0
eecyatp 5 1 6 3 0 2 4
eecyapt 5 1 6 3 0 4 2
eecytap 5 1 6 3 2 0 4
eecytpa 5 1 6 3 2 4 0
eecypat 5 1 6 3 4 0 2
eecypta 5 1 6 3 4 2 0
eecpaty 5 1 6 4 0 2 3
eecpayt 5 1 6 4 0 3 2
eecptay 5 1 6 4 2 0 3
eecptya 5 1 6 4 2 3 0
eecpyat 5 1 6 4 3 0 2
eecpyta 5 1 6 4 3 2 0
etaeypc 5 2 0 1 3 4 6
etaeycp 5 2 0 1 3 6 4
etaepyc 5 2 0 1 4 3 6
etaepcy 5 2 0 1 4 6 3
etaecyp 5 2 0 1 6 3 4
etaecpy 5 2 0 1 6 4 3
etayepc 5 2 0 3 1 4 6
etayecp 5 2 0 3 1 6 4
etaypec 5 2 0 3 4 1 6
etaypce 5 2 0 3 4 6 1
etaycep 5 2 0 3 6 1 4
etaycpe 5 2 0 3 6 4 1
etapeyc 5 2 0 4 1 3 6
etapecy 5 2 0 4 1 6 3
etapyec 5 2 0 4 3 1 6
etapyce 5 2 0 4 3 6 1
etapcey 5 2 0 4 6 1 3
etapcye 5 2 0 4 6 3 1
etaceyp 5 2 0 6 1 3 4
etacepy 5 2 0 6 1 4 3
etacyep 5 2 0 6 3 1 4
etacype 5 2 0 6 3 4 1
etacpey 5 2 0 6 4 1 3
etacpye 5 2 0 6 4 3 1
eteaypc 5 2 1 0 3 4 6
eteaycp 5 2 1 0 3 6 4
eteapyc 5 2 1 0 4 3 6
eteapcy 5 2 1 0 4 6 3
eteacyp 5 2 1 0 6 3 4
eteacpy 5 2 1 0 6 4 3
eteyapc 5 2 1 3 0 4 6
eteyacp 5 2 1 3 0 6 4
eteypac 5 2 1 3 4 0 6
eteypca 5 2 1 3 4 6 0
eteycap 5 2 1 3 6 0 4
eteycpa 5 2 1 3 6 4 0
etepayc 5 2 1 4 0 3 6
etepacy 5 2 1 4 0 6 3
etepyac 5 2 1 4 3 0 6
etepyca 5 2 1 4 3 6 0
etepcay 5 2 1 4 6 0 3
etepcya 5 2 1 4 6 3 0
etecayp 5 2 1 6 0 3 4
etecapy 5 2 1 6 0 4 3
etecyap 5 2 1 6 3 0 4
etecypa 5 2 1 6 3 4 0
etecpay 5 2 1 6 4 0 3
etecpya 5 2 1 6 4 3 0
etyaepc 5 2 3 0 1 4 6
etyaecp 5 2 3 0 1 6 4
etyapec 5 2 3 0 4 1 6
etyapce 5 2 3 0 4 6 1
etyacep 5 2 3 0 6 1 4
etyacpe 5 2 3 0 6 4 1
etyeapc 5 2 3 1 0 4 6
etyeacp 5 2 3 1 0 6 4
etyepac 5 2 3 1 4 0 6
etyepca 5 2 3 1 4 6 0
etyecap 5 2 3 1 6 0 4
etyecpa 5 2 3 1 6 4 0
etypaec 5 2 3 4 0 1 6
etypace 5 2 3 4 0 6 1
etypeac 5 2 3 4 1 0 6
etypeca 5 2 3 4 1 6 0
etypcae 5 2 3 4 6 0 1
etypcea 5 2 3 4 6 1 0
etycaep 5 2 3 6 0 1 4
etycape 5 2 3 6 0 4 1
etyceap 5 2 3 6 1 0 4
etycepa 5 2 3 6 1 4 0
etycpae 5 2 3 6 4 0 1
etycpea 5 2 3 6 4 1 0
etpaeyc 5 2 4 0 1 3 6
etpaecy 5 2 4 0 1 6 3
etpayec 5 2 4 0 3 1 6
etpayce 5 2 4 0 3 6 1
etpacey 5 2 4 0 6 1 3
etpacye 5 2 4 0 6 3 1
etpeayc 5 2 4 1 0 3 6
etpeacy 5 2 4 1 0 6 3
etpeyac 5 2 4 1 3 0 6
etpeyca 5 2 4 1 3 6 0
etpecay 5 2 4 1 6 0 3
etpecya 5 2 4 1 6 3 0
etpyaec 5 2 4 3 0 1 6
etpyace 5 2 4 3 0 6 1
etpyeac 5 2 4 3 1 0 6
etpyeca 5 2 4 3 1 6 0
etpycae 5 2 4 3 6 0 1
etpycea 5 2 4 3 6 1 0
etpcaey 5 2 4 6 0 1 3
etpcaye 5 2 4 6 0 3 1
etpceay 5 2 4 6 1 0 3
etpceya 5 2 4 6 1 3 0
etpcyae 5 2 4 6 3 0 1
etpcyea 5 2 4 6 3 1 0
etcaeyp 5 2 6 0 1 3 4
etcaepy 5 2 6 0 1 4 3
etcayep 5 2 6 0 3 1 4
etcaype 5 2 6 0 3 4 1
etcapey 5 2 6 0 4 1 3
etcapye 5 2 6 0 4 3 1
etceayp 5 2 6 1 0 3 4
etceapy 5 2 6 1 0 4 3
etceyap 5 2 6 1 3 0 4
etceypa 5 2 6 1 3 4 0
etcepay 5 2 6 1 4 0 3
etcepya 5 2 6 1 4 3 0
etcyaep 5 2 6 3 0 1 4
etcyape 5 2 6 3 0 4 1
etcyeap 5 2 6 3 1 0 4
etcyepa 5 2 6 3 1 4 0
etcypae 5 2 6 3 4 0 1
etcypea 5 2 6 3 4 1 0
etcpaey 5 2 6 4 0 1 3
etcpaye 5 2 6 4 0 3 1
etcpeay 5 2 6 4 1 0 3
etcpeya 5 2 6 4 1 3 0
etcpyae 5 2 6 4 3 0 1
etcpyea 5 2 6 4 3 1 0
eyaetpc 5 3 0 1 2 4 6
eyaetcp 5 3 0 1 2 6 4
eyaeptc 5 3 0 1 4 2 6
eyaepct 5 3 0 1 4 6 2
eyaectp 5 3 0 1 6 2 4
eyaecpt 5 3 0 1 6 4 2
eyatepc 5 3 0 2 1 4 6
eyatecp 5 3 0 2 1 6 4
eyatpec 5 3 0 2 4 1 6
eyatpce 5 3 0 2 4 6 1
eyatcep 5 3 0 2 6 1 4
eyatcpe 5 3 0 2 6 4 1
eyapetc 5 3 0 4 1 2 6
eyapect 5 3 0 4 1 6 2
eyaptec 5 3 0 4 2 1 6
eyaptce 5 3 0 4 2 6 1
eyapcet 5 3 0 4 6 1 2
eyapcte 5 3 0 4 6 2 1
eyacetp 5 3 0 6 1 2 4
eyacept 5 3 0 6 1 4 2
eyactep 5 3 0 6 2 1 4
eyactpe 5 3 0 6 2 4 1
eyacpet 5 3 0 6 4 1 2
eyacpte 5 3 0 6 4 2 1
eyeatpc 5 3 1 0 2 4 6
eyeatcp 5 3 1 0 2 6 4
eyeaptc 5 3 1 0 4 2 6
eyeapct 5 3 1 0 4 6 2
eyeactp 5 3 1 0 6 2 4
eyeacpt 5 3 1 0 6 4 2
eyetapc 5 3 1 2 0 4 6
eyetacp 5 3 1 2 0 6 4
eyetpac 5 3 1 2 4 0 6
eyetpca 5 3 1 2 4 6 0
eyetcap 5 3 1 2 6 0 4
eyetcpa 5 3 1 2 6 4 0
eyepatc 5 3 1 4 0 2 6
eyepact 5 3 1 4 0 6 2
eyeptac 5 3 1 4 2 0 6
eyeptca 5 3 1 4 2 6 0
eyepcat 5 3 1 4 6 0 2
eyepcta 5 3 1 4 6 2 0
eyecatp 5 3 1 6 0 2 4
eyecapt 5 3 1 6 0 4 2
eyectap 5 3 1 6 2 0 4
eyectpa 5 3 1 6 2 4 0
eyecpat 5 3 1 6 4 0 2
eyecpta 5 3 1 6 4 2 0
eytaepc 5 3 2 0 1 4 6
eytaecp 5 3 2 0 1 6 4
eytapec 5 3 2 0 4 1 6
eytapce 5 3 2 0 4 6 1
eytacep 5 3 2 0 6 1 4
eytacpe 5 3 2 0 6 4 1
eyteapc 5 3 2 1 0 4 6
eyteacp 5 3 2 1 0 6 4
eytepac 5 3 2 1 4 0 6
eytepca 5 3 2 1 4 6 0
eytecap 5 3 2 1 6 0 4
eytecpa 5 3 2 1 6 4 0
eytpaec 5 3 2 4 0 1 6
eytpace 5 3 2 4 0 6 1
eytpeac 5 3 2 4 1 0 6
eytpeca 5 3 2 4 1 6 0
eytpcae 5 3 2 4 6 0 1
eytpcea 5 3 2 4 6 1 0
eytcaep 5 3 2 6 0 1 4
eytcape 5 3 2 6 0 4 1
eytceap 5 3 2 6 1 0 4
eytcepa 5 3 2 6 1 4 0
eytcpae 5 3 2 6 4 0 1
eytcpea 5 3 2 6 4 1 0
eypaetc 5 3 4 0 1 2 6
eypaect 5 3 4 0 1 6 2
eypatec 5 3 4 0 2 1 6
eypatce 5 3 4 0 2 6 1
eypacet 5 3 4 0 6 1 2
eypacte 5 3 4 0 6 2 1
eypeatc 5 3 4 1 0 2 6
eypeact 5 3 4 1 0 6 2
eypetac 5 3 4 1 2 0 6
eypetca 5 3 4 1 2 6 0
eypecat 5 3 4 1 6 0 2
eypecta 5 3 4 1 6 2 0
eyptaec 5 3 4 2 0 1 6
eyptace 5 3 4 2 0 6 1
eypteac 5 3 4 2 1 0 6
eypteca 5 3 4 2 1 6 0
eyptcae 5 3 4 2 6 0 1
eyptcea 5 3 4 2 6 1 0
eypcaet 5 3 4 6 0 1 2
eypcate 5 3 4 6 0 2 1
eypceat 5 3 4 6 1 0 2
eypceta 5 3 4 6 1 2 0
eypctae 5 3 4 6 2 0 1
eypctea 5 3 4 6 2 1 0
eycaetp 5 3 6 0 1 2 4
eycaept 5 3 6 0 1 4 2
eycatep 5 3 6 0 2 1 4
eycatpe 5 3 6 0 2 4 1
eycapet 5 3 6 0 4 1 2
eycapte 5 3 6 0 4 2 1
eyceatp 5 3 6 1 0 2 4
eyceapt 5 3 6 1 0 4 2
eycetap 5 3 6 1 2 0 4
eycetpa 5 3 6 1 2 4 0
eycepat 5 3 6 1 4 0 2
eycepta 5 3 6 1 4 2 0
eyctaep 5 3 6 2 0 1 4
eyctape 5 3 6 2 0 4 1
eycteap 5 3 6 2 1 0 4
eyctepa 5 3 6 2 1 4 0
eyctpae 5 3 6 2 4 0 1
eyctpea 5 3 6 2 4 1 0
eycpaet 5 3 6 4 0 1 2
eycpate 5 3 6 4 0 2 1
eycpeat 5 3 6 4 1 0 2
eycpeta 5 3 6 4 1 2 0
eycptae 5 3 6 4 2 0 1
eycptea 5 3 6 4 2 1 0
epaetyc 5 4 0 1 2 3 6
epaetcy 5 4 0 1 2 6 3
epaeytc 5 4 0 1 3 2 6
epaeyct 5 4 0 1 3 6 2
epaecty 5 4 0 1 6 2 3
epaecyt 5 4 0 1 6 3 2
epateyc 5 4 0 2 1 3 6
epatecy 5 4 0 2 1 6 3
epatyec 5 4 0 2 3 1 6
epatyce 5 4 0 2 3 6 1
epatcey 5 4 0 2 6 1 3
epatcye 5 4 0 2 6 3 1
epayetc 5 4 0 3 1 2 6
epayect 5 4 0 3 1 6 2
epaytec 5 4 0 3 2 1 6
epaytce 5 4 0 3 2 6 1
epaycet 5 4 0 3 6 1 2
epaycte 5 4 0 3 6 2 1
epacety 5 4 0 6 1 2 3
epaceyt 5 4 0 6 1 3 2
epactey 5 4 0 6 2 1 3
epactye 5 4 0 6 2 3 1
epacyet 5 4 0 6 3 1 2
epacyte 5 4 0 6 3 2 1
epeatyc 5 4 1 0 2 3 6
epeatcy 5 4 1 0 2 6 3
epeaytc 5 4 1 0 3 2 6
epeayct 5 4 1 0 3 6 2
epeacty 5 4 1 0 6 2 3
epeacyt 5 4 1 0 6 3 2
epetayc 5 4 1 2 0 3 6
epetacy 5 4 1 2 0 6 3
epetyac 5 4 1 2 3 0 6
epetyca 5 4 1 2 3 6 0
epetcay 5 4 1 2 6 0 3
epetcya 5 4 1 2 6 3 0
epeyatc 5 4 1 3 0 2 6
epeyact 5 4 1 3 0 6 2
epeytac 5 4 1 3 2 0 6
epeytca 5 4 1 3 2 6 0
epeycat 5 4 1 3 6 0 2
epeycta 5 4 1 3 6 2 0
epecaty 5 4 1 6 0 2 3
epecayt 5 4 1 6 0 3 2
epectay 5 4 1 6 2 0 3
epectya 5 4 1 6 2 3 0
epecyat 5 4 1 6 3 0 2
epecyta 5 4 1 6 3 2 0
eptaeyc 5 4 2 0 1 3 6
eptaecy 5 4 2 0 1 6 3
eptayec 5 4 2 0 3 1 6
eptayce 5 4 2 0 3 6 1
eptacey 5 4 2 0 6 1 3
eptacye 5 4 2 0 6 3 1
epteayc 5 4 2 1 0 3 6
epteacy 5 4 2 1 0 6 3
epteyac 5 4 2 1 3 0 6
epteyca 5 4 2 1 3 6 0
eptecay 5 4 2 1 6 0 3
eptecya 5 4 2 1 6 3 0
eptyaec 5 4 2 3 0 1 6
eptyace 5 4 2 3 0 6 1
eptyeac 5 4 2 3 1 0 6
eptyeca 5 4 2 3 1 6 0
eptycae 5 4 2 3 6 0 1
eptycea 5 4 2 3 6 1 0
eptcaey 5 4 2 6 0 1 3
eptcaye 5 4 2 6 0 3 1
eptceay 5 4 2 6 1 0 3
eptceya 5 4 2 6 1 3 0
eptcyae 5 4 2 6 3 0 1
eptcyea 5 4 2 6 3 1 0
epyaetc 5 4 3 0 1 2 6
epyaect 5 4 3 0 1 6 2
epyatec 5 4 3 0 2 1 6
epyatce 5 4 3 0 2 6 1
epyacet 5 4 3 0 6 1 2
epyacte 5 4 3 0 6 2 1
epyeatc 5 4 3 1 0 2 6
epyeact 5 4 3 1 0 6 2
epyetac 5 4 3 1 2 0 6
epyetca 5 4 3 1 2 6 0
epyecat 5 4 3 1 6 0 2
epyecta 5 4 3 1 6 2 0
epytaec 5 4 3 2 0 1 6
epytace 5 4 3 2 0 6 1
epyteac 5 4 3 2 1 0 6
epyteca 5 4 3 2 1 6 0
epytcae 5 4 3 2 6 0 1
epytcea 5 4 3 2 6 1 0
epycaet 5 4 3 6 0 1 2
epycate 5 4 3 6 0 2 1
epyceat 5 4 3 6 1 0 2
epyceta 5 4 3 6 1 2 0
epyctae 5 4 3 6 2 0 1
epyctea 5 4 3 6 2 1 0
epcaety 5 4 6 0 1 2 3
epcaeyt 5 4 6 0 1 3 2
epcatey 5 4 6 0 2 1 3
epcatye 5 4 6 0 2 3 1
epcayet 5 4 6 0 3 1 2
epcayte 5 4 6 0 3 2 1
epceaty 5 4 6 1 0 2 3
epceayt 5 4 6 1 0 3 2
epcetay 5 4 6 1 2 0 3
epcetya 5 4 6 1 2 3 0
epceyat 5 4 6 1 3 0 2
epceyta 5 4 6 1 3 2 0
epctaey 5 4 6 2 0 1 3
epctaye 5 4 6 2 0 3 1
epcteay 5 4 6 2 1 0 3
epcteya 5 4 6 2 1 3 0
epctyae 5 4 6 2 3 0 1
epctyea 5 4 6 2 3 1 0
epcyaet 5 4 6 3 0 1 2
epcyate 5 4 6 3 0 2 1
epcyeat 5 4 6 3 1 0 2
epcyeta 5 4 6 3 1 2 0
epcytae 5 4 6 3 2 0 1
epcytea 5 4 6 3 2 1 0
ecaetyp 5 6 0 1 2 3 4
ecaetpy 5 6 0 1 2 4 3
ecaeytp 5 6 0 1 3 2 4
ecaeypt 5 6 0 1 3 4 2
ecaepty 5 6 0 1 4 2 3
ecaepyt 5 6 0 1 4 3 2
ecateyp 5 6 0 2 1 3 4
ecatepy 5 6 0 2 1 4 3
ecatyep 5 6 0 2 3 1 4
ecatype 5 6 0 2 3 4 1
ecatpey 5 6 0 2 4 1 3
ecatpye 5 6 0 2 4 3 1
ecayetp 5 6 0 3 1 2 4
ecayept 5 6 0 3 1 4 2
ecaytep 5 6 0 3 2 1 4
ecaytpe 5 6 0 3 2 4 1
ecaypet 5 6 0 3 4 1 2
ecaypte 5 6 0 3 4 2 1
ecapety 5 6 0 4 1 2 3
ecapeyt 5 6 0 4 1 3 2
ecaptey 5 6 0 4 2 1 3
ecaptye 5 6 0 4 2 3 1
ecapyet 5 6 0 4 3 1 2
ecapyte 5 6 0 4 3 2 1
eceatyp 5 6 1 0 2 3 4
eceatpy 5 6 1 0 2 4 3
eceaytp 5 6 1 0 3 2 4
eceaypt 5 6 1 0 3 4 2
eceapty 5 6 1 0 4 2 3
eceapyt 5 6 1 0 4 3 2
ecetayp 5 6 1 2 0 3 4
ecetapy 5 6 1 2 0 4 3
ecetyap 5 6 1 2 3 0 4
ecetypa 5 6 1 2 3 4 0
ecetpay 5 6 1 2 4 0 3
ecetpya 5 6 1 2 4 3 0
eceyatp 5 6 1 3 0 2 4
eceyapt 5 6 1 3 0 4 2
eceytap 5 6 1 3 2 0 4
eceytpa 5 6 1 3 2 4 0
eceypat 5 6 1 3 4 0 2
eceypta 5 6 1 3 4 2 0
ecepaty 5 6 1 4 0 2 3
ecepayt 5 6 1 4 0 3 2
eceptay 5 6 1 4 2 0 3
eceptya 5 6 1 4 2 3 0
ecepyat 5 6 1 4 3 0 2
ecepyta 5 6 1 4 3 2 0
ectaeyp 5 6 2 0 1 3 4
ectaepy 5 6 2 0 1 4 3
ectayep 5 6 2 0 3 1 4
ectaype 5 6 2 0 3 4 1
ectapey 5 6 2 0 4 1 3
ectapye 5 6 2 0 4 3 1
ecteayp 5 6 2 1 0 3 4
ecteapy 5 6 2 1 0 4 3
ecteyap 5 6 2 1 3 0 4
ecteypa 5 6 2 1 3 4 0
ectepay 5 6 2 1 4 0 3
ectepya 5 6 2 1 4 3 0
ectyaep 5 6 2 3 0 1 4
ectyape 5 6 2 3 0 4 1
ectyeap 5 6 2 3 1 0 4
ectyepa 5 6 2 3 1 4 0
ectypae 5 6 2 3 4 0 1
ectypea 5 6 2 3 4 1 0
ectpaey 5 6 2 4 0 1 3
ectpaye 5 6 2 4 0 3 1
