Shift: 2
cgvarge 0 1 2 3 4 5 6
regacvg 4 6 1 3 0 2 5
regacgv 4 6 1 3 0 5 2
regavcg 4 6 1 3 2 0 5
regavgc 4 6 1 3 2 5 0
regagcv 4 6 1 3 5 0 2
regagvc 4 6 1 3 5 2 0
reggcva 4 6 1 5 0 2 3
reggcav 4 6 1 5 0 3 2
reggvca 4 6 1 5 2 0 3
reggvac 4 6 1 5 2 3 0
reggacv 4 6 1 5 3 0 2
reggavc 4 6 1 5 3 2 0
revcgag 4 6 2 0 1 3 5
revcgga 4 6 2 0 1 5 3
revcagg 4 6 2 0 3 1 5
revcagg 4 6 2 0 3 5 1
revcgga 4 6 2 0 5 1 3
revcgag 4 6 2 0 5 3 1
revgcag 4 6 2 1 0 3 5
revgcga 4 6 2 1 0 5 3
revgacg 4 6 2 1 3 0 5
revgagc 4 6 2 1 3 5 0
revggca 4 6 2 1 5 0 3
revggac 4 6 2 1 5 3 0
revacgg 4 6 2 3 0 1 5
revacgg 4 6 2 3 0 5 1
revagcg 4 6 2 3 1 0 5
revaggc 4 6 2 3 1 5 0
revagcg 4 6 2 3 5 0 1
revaggc 4 6 2 3 5 1 0
revgcga 4 6 2 5 0 1 3
revgcag 4 6 2 5 0 3 1
revggca 4 6 2 5 1 0 3
revggac 4 6 2 5 1 3 0
revgacg 4 6 2 5 3 0 1
revgagc 4 6 2 5 3 1 0
reacgvg 4 6 3 0 1 2 5
reacggv 4 6 3 0 1 5 2
reacvgg 4 6 3 0 2 1 5
reacvgg 4 6 3 0 2 5 1
reacggv 4 6 3 0 5 1 2
reacgvg 4 6 3 0 5 2 1
reagcvg 4 6 3 1 0 2 5
reagcgv 4 6 3 1 0 5 2
reagvcg 4 6 3 1 2 0 5
reagvgc 4 6 3 1 2 5 0
reaggcv 4 6 3 1 5 0 2
reaggvc 4 6 3 1 5 2 0
reavcgg 4 6 3 2 0 1 5
reavcgg 4 6 3 2 0 5 1
reavgcg 4 6 3 2 1 0 5
reavggc 4 6 3 2 1 5 0
reavgcg 4 6 3 2 5 0 1
reavggc 4 6 3 2 5 1 0
reagcgv 4 6 3 5 0 1 2
reagcvg 4 6 3 5 0 2 1
reaggcv 4 6 3 5 1 0 2
reaggvc 4 6 3 5 1 2 0
reagvcg 4 6 3 5 2 0 1
reagvgc 4 6 3 5 2 1 0
regcgva 4 6 5 0 1 2 3
regcgav 4 6 5 0 1 3 2
regcvga 4 6 5 0 2 1 3
regcvag 4 6 5 0 2 3 1
regcagv 4 6 5 0 3 1 2
regcavg 4 6 5 0 3 2 1
reggcva 4 6 5 1 0 2 3
reggcav 4 6 5 1 0 3 2
reggvca 4 6 5 1 2 0 3
reggvac 4 6 5 1 2 3 0
reggacv 4 6 5 1 3 0 2
reggavc 4 6 5 1 3 2 0
regvcga 4 6 5 2 0 1 3
regvcag 4 6 5 2 0 3 1
regvgca 4 6 5 2 1 0 3
regvgac 4 6 5 2 1 3 0
regvacg 4 6 5 2 3 0 1
regvagc 4 6 5 2 3 1 0
regacgv 4 6 5 3 0 1 2
regacvg 4 6 5 3 0 2 1
regagcv 4 6 5 3 1 0 2
regagvc 4 6 5 3 1 2 0
regavcg 4 6 5 3 2 0 1
regavgc 4 6 5 3 2 1 0
gcgvare 5 0 1 2 3 4 6
gcgvaer 5 0 1 2 3 6 4
gcgvrae 5 0 1 2 4 3 6
gcgvrea 5 0 1 2 4 6 3
gcgvear 5 0 1 2 6 3 4
gcgvera 5 0 1 2 6 4 3
gcgavre 5 0 1 3 2 4 6
gcgaver 5 0 1 3 2 6 4
gcgarve 5 0 1 3 4 2 6
gcgarev 5 0 1 3 4 6 2
gcgaevr 5 0 1 3 6 2 4
gcgaerv 5 0 1 3 6 4 2
gcgrvae 5 0 1 4 2 3 6
gcgrvea 5 0 1 4 2 6 3
gcgrave 5 0 1 4 3 2 6
gcgraev 5 0 1 4 3 6 2
gcgreva 5 0 1 4 6 2 3
gcgreav 5 0 1 4 6 3 2
gcgevar 5 0 1 6 2 3 4
gcgevra 5 0 1 6 2 4 3
gcgeavr 5 0 1 6 3 2 4
gcgearv 5 0 1 6 3 4 2
gcgerva 5 0 1 6 4 2 3
gcgerav 5 0 1 6 4 3 2
gcvgare 5 0 2 1 3 4 6
gcvgaer 5 0 2 1 3 6 4
gcvgrae 5 0 2 1 4 3 6
gcvgrea 5 0 2 1 4 6 3
gcvgear 5 0 2 1 6 3 4
gcvgera 5 0 2 1 6 4 3
gcvagre 5 0 2 3 1 4 6
gcvager 5 0 2 3 1 6 4
gcvarge 5 0 2 3 4 1 6
gcvareg 5 0 2 3 4 6 1
gcvaegr 5 0 2 3 6 1 4
gcvaerg 5 0 2 3 6 4 1
gcvrgae 5 0 2 4 1 3 6
gcvrgea 5 0 2 4 1 6 3
gcvrage 5 0 2 4 3 1 6
gcvraeg 5 0 2 4 3 6 1
gcvrega 5 0 2 4 6 1 3
gcvreag 5 0 2 4 6 3 1
gcvegar 5 0 2 6 1 3 4
gcvegra 5 0 2 6 1 4 3
gcveagr 5 0 2 6 3 1 4
gcvearg 5 0 2 6 3 4 1
gcverga 5 0 2 6 4 1 3
gcverag 5 0 2 6 4 3 1
gcagvre 5 0 3 1 2 4 6
gcagver 5 0 3 1 2 6 4
gcagrve 5 0 3 1 4 2 6
gcagrev 5 0 3 1 4 6 2
gcagevr 5 0 3 1 6 2 4
gcagerv 5 0 3 1 6 4 2
gcavgre 5 0 3 2 1 4 6
gcavger 5 0 3 2 1 6 4
gcavrge 5 0 3 2 4 1 6
gcavreg 5 0 3 2 4 6 1
gcavegr 5 0 3 2 6 1 4
gcaverg 5 0 3 2 6 4 1
gcargve 5 0 3 4 1 2 6
gcargev 5 0 3 4 1 6 2
gcarvge 5 0 3 4 2 1 6
gcarveg 5 0 3 4 2 6 1
gcaregv 5 0 3 4 6 1 2
gcarevg 5 0 3 4 6 2 1
gcaegvr 5 0 3 6 1 2 4
gcaegrv 5 0 3 6 1 4 2
gcaevgr 5 0 3 6 2 1 4
gcaevrg 5 0 3 6 2 4 1
gcaergv 5 0 3 6 4 1 2
gcaervg 5 0 3 6 4 2 1
gcrgvae 5 0 4 1 2 3 6
gcrgvea 5 0 4 1 2 6 3
gcrgave 5 0 4 1 3 2 6
gcrgaev 5 0 4 1 3 6 2
gcrgeva 5 0 4 1 6 2 3
gcrgeav 5 0 4 1 6 3 2
gcrvgae 5 0 4 2 1 3 6
gcrvgea 5 0 4 2 1 6 3
gcrvage 5 0 4 2 3 1 6
gcrvaeg 5 0 4 2 3 6 1
gcrvega 5 0 4 2 6 1 3
gcrveag 5 0 4 2 6 3 1
gcragve 5 0 4 3 1 2 6
gcragev 5 0 4 3 1 6 2
gcravge 5 0 4 3 2 1 6
gcraveg 5 0 4 3 2 6 1
gcraegv 5 0 4 3 6 1 2
gcraevg 5 0 4 3 6 2 1
gcregva 5 0 4 6 1 2 3
gcregav 5 0 4 6 1 3 2
gcrevga 5 0 4 6 2 1 3
gcrevag 5 0 4 6 2 3 1
gcreagv 5 0 4 6 3 1 2
gcreavg 5 0 4 6 3 2 1
gcegvar 5 0 6 1 2 3 4
gcegvra 5 0 6 1 2 4 3
gcegavr 5 0 6 1 3 2 4
gcegarv 5 0 6 1 3 4 2
gcegrva 5 0 6 1 4 2 3
gcegrav 5 0 6 1 4 3 2
gcevgar 5 0 6 2 1 3 4
gcevgra 5 0 6 2 1 4 3
gcevagr 5 0 6 2 3 1 4
gcevarg 5 0 6 2 3 4 1
gcevrga 5 0 6 2 4 1 3
gcevrag 5 0 6 2 4 3 1
gceagvr 5 0 6 3 1 2 4
gceagrv 5 0 6 3 1 4 2
gceavgr 5 0 6 3 2 1 4
gceavrg 5 0 6 3 2 4 1
gceargv 5 0 6 3 4 1 2
gcearvg 5 0 6 3 4 2 1
gcergva 5 0 6 4 1 2 3
gcergav 5 0 6 4 1 3 2
gcervga 5 0 6 4 2 1 3
gcervag 5 0 6 4 2 3 1
gceragv 5 0 6 4 3 1 2
gceravg 5 0 6 4 3 2 1
ggcvare 5 1 0 2 3 4 6
ggcvaer 5 1 0 2 3 6 4
ggcvrae 5 1 0 2 4 3 6
ggcvrea 5 1 0 2 4 6 3
ggcvear 5 1 0 2 6 3 4
ggcvera 5 1 0 2 6 4 3
ggcavre 5 1 0 3 2 4 6
ggcaver 5 1 0 3 2 6 4
ggcarve 5 1 0 3 4 2 6
ggcarev 5 1 0 3 4 6 2
ggcaevr 5 1 0 3 6 2 4
ggcaerv 5 1 0 3 6 4 2
ggcrvae 5 1 0 4 2 3 6
ggcrvea 5 1 0 4 2 6 3
ggcrave 5 1 0 4 3 2 6
ggcraev 5 1 0 4 3 6 2
ggcreva 5 1 0 4 6 2 3
ggcreav 5 1 0 4 6 3 2
ggcevar 5 1 0 6 2 3 4
ggcevra 5 1 0 6 2 4 3
ggceavr 5 1 0 6 3 2 4
ggcearv 5 1 0 6 3 4 2
ggcerva 5 1 0 6 4 2 3
ggcerav 5 1 0 6 4 3 2
ggvcare 5 1 2 0 3 4 6
ggvcaer 5 1 2 0 3 6 4
ggvcrae 5 1 2 0 4 3 6
ggvcrea 5 1 2 0 4 6 3
ggvcear 5 1 2 0 6 3 4
ggvcera 5 1 2 0 6 4 3
ggvacre 5 1 2 3 0 4 6
ggvacer 5 1 2 3 0 6 4
ggvarce 5 1 2 3 4 0 6
ggvarec 5 1 2 3 4 6 0
ggvaecr 5 1 2 3 6 0 4
ggvaerc 5 1 2 3 6 4 0
ggvrcae 5 1 2 4 0 3 6
ggvrcea 5 1 2 4 0 6 3
ggvrace 5 1 2 4 3 0 6
ggvraec 5 1 2 4 3 6 0
ggvreca 5 1 2 4 6 0 3
ggvreac 5 1 2 4 6 3 0
ggvecar 5 1 2 6 0 3 4
ggvecra 5 1 2 6 0 4 3
ggveacr 5 1 2 6 3 0 4
ggvearc 5 1 2 6 3 4 0
ggverca 5 1 2 6 4 0 3
ggverac 5 1 2 6 4 3 0
ggacvre 5 1 3 0 2 4 6
ggacver 5 1 3 0 2 6 4
ggacrve 5 1 3 0 4 2 6
ggacrev 5 1 3 0 4 6 2
ggacevr 5 1 3 0 6 2 4
ggacerv 5 1 3 0 6 4 2
ggavcre 5 1 3 2 0 4 6
ggavcer 5 1 3 2 0 6 4
ggavrce 5 1 3 2 4 0 6
ggavrec 5 1 3 2 4 6 0
ggavecr 5 1 3 2 6 0 4
ggaverc 5 1 3 2 6 4 0
ggarcve 5 1 3 4 0 2 6
ggarcev 5 1 3 4 0 6 2
ggarvce 5 1 3 4 2 0 6
ggarvec 5 1 3 4 2 6 0
ggarecv 5 1 3 4 6 0 2
ggarevc 5 1 3 4 6 2 0
ggaecvr 5 1 3 6 0 2 4
ggaecrv 5 1 3 6 0 4 2
ggaevcr 5 1 3 6 2 0 4
ggaevrc 5 1 3 6 2 4 0
ggaercv 5 1 3 6 4 0 2
ggaervc 5 1 3 6 4 2 0
ggrcvae 5 1 4 0 2 3 6
ggrcvea 5 1 4 0 2 6 3
ggrcave 5 1 4 0 3 2 6
ggrcaev 5 1 4 0 3 6 2
ggrceva 5 1 4 0 6 2 3
ggrceav 5 1 4 0 6 3 2
ggrvcae 5 1 4 2 0 3 6
ggrvcea 5 1 4 2 0 6 3
ggrvace 5 1 4 2 3 0 6
ggrvaec 5 1 4 2 3 6 0
ggrveca 5 1 4 2 6 0 3
ggrveac 5 1 4 2 6 3 0
ggracve 5 1 4 3 0 2 6
ggracev 5 1 4 3 0 6 2
ggravce 5 1 4 3 2 0 6
ggravec 5 1 4 3 2 6 0
ggraecv 5 1 4 3 6 0 2
ggraevc 5 1 4 3 6 2 0
ggrecva 5 1 4 6 0 2 3
ggrecav 5 1 4 6 0 3 2
ggrevca 5 1 4 6 2 0 3
ggrevac 5 1 4 6 2 3 0
ggreacv 5 1 4 6 3 0 2
ggreavc 5 1 4 6 3 2 0
ggecvar 5 1 6 0 2 3 4
ggecvra 5 1 6 0 2 4 3
ggecavr 5 1 6 0 3 2 4
ggecarv 5 1 6 0 3 4 2
ggecrva 5 1 6 0 4 2 3
ggecrav 5 1 6 0 4 3 2
ggevcar 5 1 6 2 0 3 4
ggevcra 5 1 6 2 0 4 3
ggevacr 5 1 6 2 3 0 4
ggevarc 5 1 6 2 3 4 0
ggevrca 5 1 6 2 4 0 3
ggevrac 5 1 6 2 4 3 0
ggeacvr 5 1 6 3 0 2 4
ggeacrv 5 1 6 3 0 4 2
ggeavcr 5 1 6 3 2 0 4
ggeavrc 5 1 6 3 2 4 0
ggearcv 5 1 6 3 4 0 2
ggearvc 5 1 6 3 4 2 0
ggercva 5 1 6 4 0 2 3
ggercav 5 1 6 4 0 3 2
ggervca 5 1 6 4 2 0 3
ggervac 5 1 6 4 2 3 0
ggeracv 5 1 6 4 3 0 2
ggeravc 5 1 6 4 3 2 0
gvcgare 5 2 0 1 3 4 6
gvcgaer 5 2 0 1 3 6 4
gvcgrae 5 2 0 1 4 3 6
gvcgrea 5 2 0 1 4 6 3
gvcgear 5 2 0 1 6 3 4
gvcgera 5 2 0 1 6 4 3
gvcagre 5 2 0 3 1 4 6
gvcager 5 2 0 3 1 6 4
gvcarge 5 2 0 3 4 1 6
gvcareg 5 2 0 3 4 6 1
gvcaegr 5 2 0 3 6 1 4
gvcaerg 5 2 0 3 6 4 1
gvcrgae 5 2 0 4 1 3 6
gvcrgea 5 2 0 4 1 6 3
gvcrage 5 2 0 4 3 1 6
gvcraeg 5 2 0 4 3 6 1
gvcrega 5 2 0 4 6 1 3
gvcreag 5 2 0 4 6 3 1
gvcegar 5 2 0 6 1 3 4
gvcegra 5 2 0 6 1 4 3
gvceagr 5 2 0 6 3 1 4
gvcearg 5 2 0 6 3 4 1
gvcerga 5 2 0 6 4 1 3
gvcerag 5 2 0 6 4 3 1
gvgcare 5 2 1 0 3 4 6
gvgcaer 5 2 1 0 3 6 4
gvgcrae 5 2 1 0 4 3 6
gvgcrea 5 2 1 0 4 6 3
gvgcear 5 2 1 0 6 3 4
gvgcera 5 2 1 0 6 4 3
gvgacre 5 2 1 3 0 4 6
gvgacer 5 2 1 3 0 6 4
gvgarce 5 2 1 3 4 0 6
gvgarec 5 2 1 3 4 6 0
gvgaecr 5 2 1 3 6 0 4
gvgaerc 5 2 1 3 6 4 0
gvgrcae 5 2 1 4 0 3 6
gvgrcea 5 2 1 4 0 6 3
gvgrace 5 2 1 4 3 0 6
gvgraec 5 2 1 4 3 6 0
gvgreca 5 2 1 4 6 0 3
gvgreac 5 2 1 4 6 3 0
gvgecar 5 2 1 6 0 3 4
gvgecra 5 2 1 6 0 4 3
gvgeacr 5 2 1 6 3 0 4
gvgearc 5 2 1 6 3 4 0
gvgerca 5 2 1 6 4 0 3
gvgerac 5 2 1 6 4 3 0
gvacgre 5 2 3 0 1 4 6
gvacger 5 2 3 0 1 6 4
gvacrge 5 2 3 0 4 1 6
gvacreg 5 2 3 0 4 6 1
gvacegr 5 2 3 0 6 1 4
gvacerg 5 2 3 0 6 4 1
gvagcre 5 2 3 1 0 4 6
gvagcer 5 2 3 1 0 6 4
gvagrce 5 2 3 1 4 0 6
gvagrec 5 2 3 1 4 6 0
gvagecr 5 2 3 1 6 0 4
gvagerc 5 2 3 1 6 4 0
gvarcge 5 2 3 4 0 1 6
gvarceg 5 2 3 4 0 6 1
gvargce 5 2 3 4 1 0 6
gvargec 5 2 3 4 1 6 0
gvarecg 5 2 3 4 6 0 1
gvaregc 5 2 3 4 6 1 0
gvaecgr 5 2 3 6 0 1 4
gvaecrg 5 2 3 6 0 4 1
gvaegcr 5 2 3 6 1 0 4
gvaegrc 5 2 3 6 1 4 0
gvaercg 5 2 3 6 4 0 1
gvaergc 5 2 3 6 4 1 0
gvrcgae 5 2 4 0 1 3 6
gvrcgea 5 2 4 0 1 6 3
gvrcage 5 2 4 0 3 1 6
gvrcaeg 5 2 4 0 3 6 1
gvrcega 5 2 4 0 6 1 3
gvrceag 5 2 4 0 6 3 1
gvrgcae 5 2 4 1 0 3 6
gvrgcea 5 2 4 1 0 6 3
gvrgace 5 2 4 1 3 0 6
gvrgaec 5 2 4 1 3 6 0
gvrgeca 5 2 4 1 6 0 3
gvrgeac 5 2 4 1 6 3 0
gvracge 5 2 4 3 0 1 6
gvraceg 5 2 4 3 0 6 1
gvragce 5 2 4 3 1 0 6
gvragec 5 2 4 3 1 6 0
gvraecg 5 2 4 3 6 0 1
gvraegc 5 2 4 3 6 1 0
gvrecga 5 2 4 6 0 1 3
gvrecag 5 2 4 6 0 3 1
gvregca 5 2 4 6 1 0 3
gvregac 5 2 4 6 1 3 0
gvreacg 5 2 4 6 3 0 1
gvreagc 5 2 4 6 3 1 0
gvecgar 5 2 6 0 1 3 4
gvecgra 5 2 6 0 1 4 3
gvecagr 5 2 6 0 3 1 4
gvecarg 5 2 6 0 3 4 1
gvecrga 5 2 6 0 4 1 3
gvecrag 5 2 6 0 4 3 1
gvegcar 5 2 6 1 0 3 4
gvegcra 5 2 6 1 0 4 3
gvegacr 5 2 6 1 3 0 4
gvegarc 5 2 6 1 3 4 0
gvegrca 5 2 6 1 4 0 3
gvegrac 5 2 6 1 4 3 0
gveacgr 5 2 6 3 0 1 4
gveacrg 5 2 6 3 0 4 1
gveagcr 5 2 6 3 1 0 4
gveagrc 5 2 6 3 1 4 0
gvearcg 5 2 6 3 4 0 1
gveargc 5 2 6 3 4 1 0
gvercga 5 2 6 4 0 1 3
gvercag 5 2 6 4 0 3 1
gvergca 5 2 6 4 1 0 3
gvergac 5 2 6 4 1 3 0
gveracg 5 2 6 4 3 0 1
gveragc 5 2 6 4 3 1 0
gacgvre 5 3 0 1 2 4 6
gacgver 5 3 0 1 2 6 4
gacgrve 5 3 0 1 4 2 6
gacgrev 5 3 0 1 4 6 2
gacgevr 5 3 0 1 6 2 4
gacgerv 5 3 0 1 6 4 2
gacvgre 5 3 0 2 1 4 6
gacvger 5 3 0 2 1 6 4
gacvrge 5 3 0 2 4 1 6
gacvreg 5 3 0 2 4 6 1
gacvegr 5 3 0 2 6 1 4
gacverg 5 3 0 2 6 4 1
gacrgve 5 3 0 4 1 2 6
gacrgev 5 3 0 4 1 6 2
gacrvge 5 3 0 4 2 1 6
gacrveg 5 3 0 4 2 6 1
gacregv 5 3 0 4 6 1 2
gacrevg 5 3 0 4 6 2 1
gacegvr 5 3 0 6 1 2 4
gacegrv 5 3 0 6 1 4 2
gacevgr 5 3 0 6 2 1 4
gacevrg 5 3 0 6 2 4 1
gacergv 5 3 0 6 4 1 2
gacervg 5 3 0 6 4 2 1
gagcvre 5 3 1 0 2 4 6
gagcver 5 3 1 0 2 6 4
gagcrve 5 3 1 0 4 2 6
gagcrev 5 3 1 0 4 6 2
gagcevr 5 3 1 0 6 2 4
gagcerv 5 3 1 0 6 4 2
gagvcre 5 3 1 2 0 4 6
gagvcer 5 3 1 2 0 6 4
gagvrce 5 3 1 2 4 0 6
gagvrec 5 3 1 2 4 6 0
gagvecr 5 3 1 2 6 0 4
gagverc 5 3 1 2 6 4 0
gagrcve 5 3 1 4 0 2 6
gagrcev 5 3 1 4 0 6 2
gagrvce 5 3 1 4 2 0 6
gagrvec 5 3 1 4 2 6 0
gagrecv 5 3 1 4 6 0 2
gagrevc 5 3 1 4 6 2 0
gagecvr 5 3 1 6 0 2 4
gagecrv 5 3 1 6 0 4 2
gagevcr 5 3 1 6 2 0 4
gagevrc 5 3 1 6 2 4 0
gagercv 5 3 1 6 4 0 2
gagervc 5 3 1 6 4 2 0
gavcgre 5 3 2 0 1 4 6
gavcger 5 3 2 0 1 6 4
gavcrge 5 3 2 0 4 1 6
gavcreg 5 3 2 0 4 6 1
gavcegr 5 3 2 0 6 1 4
gavcerg 5 3 2 0 6 4 1
gavgcre 5 3 2 1 0 4 6
gavgcer 5 3 2 1 0 6 4
gavgrce 5 3 2 1 4 0 6
gavgrec 5 3 2 1 4 6 0
gavgecr 5 3 2 1 6 0 4
gavgerc 5 3 2 1 6 4 0
gavrcge 5 3 2 4 0 1 6
gavrceg 5 3 2 4 0 6 1
gavrgce 5 3 2 4 1 0 6
gavrgec 5 3 2 4 1 6 0
gavrecg 5 3 2 4 6 0 1
gavregc 5 3 2 4 6 1 0
gavecgr 5 3 2 6 0 1 4
gavecrg 5 3 2 6 0 4 1
gavegcr 5 3 2 6 1 0 4
gavegrc 5 3 2 6 1 4 0
gavercg 5 3 2 6 4 0 1
gavergc 5 3 2 6 4 1 0
garcgve 5 3 4 0 1 2 6
garcgev 5 3 4 0 1 6 2
garcvge 5 3 4 0 2 1 6
garcveg 5 3 4 0 2 6 1
garcegv 5 3 4 0 6 1 2
garcevg 5 3 4 0 6 2 1
gargcve 5 3 4 1 0 2 6
gargcev 5 3 4 1 0 6 2
gargvce 5 3 4 1 2 0 6
gargvec 5 3 4 1 2 6 0
gargecv 5 3 4 1 6 0 2
gargevc 5 3 4 1 6 2 0
garvcge 5 3 4 2 0 1 6
garvceg 5 3 4 2 0 6 1
garvgce 5 3 4 2 1 0 6
garvgec 5 3 4 2 1 6 0
garvecg 5 3 4 2 6 0 1
garvegc 5 3 4 2 6 1 0
garecgv 5 3 4 6 0 1 2
garecvg 5 3 4 6 0 2 1
garegcv 5 3 4 6 1 0 2
garegvc 5 3 4 6 1 2 0
garevcg 5 3 4 6 2 0 1
garevgc 5 3 4 6 2 1 0
gaecgvr 5 3 6 0 1 2 4
gaecgrv 5 3 6 0 1 4 2
gaecvgr 5 3 6 0 2 1 4
gaecvrg 5 3 6 0 2 4 1
gaecrgv 5 3 6 0 4 1 2
gaecrvg 5 3 6 0 4 2 1
gaegcvr 5 3 6 1 0 2 4
gaegcrv 5 3 6 1 0 4 2
gaegvcr 5 3 6 1 2 0 4
gaegvrc 5 3 6 1 2 4 0
gaegrcv 5 3 6 1 4 0 2
gaegrvc 5 3 6 1 4 2 0
gaevcgr 5 3 6 2 0 1 4
gaevcrg 5 3 6 2 0 4 1
gaevgcr 5 3 6 2 1 0 4
gaevgrc 5 3 6 2 1 4 0
gaevrcg 5 3 6 2 4 0 1
gaevrgc 5 3 6 2 4 1 0
gaercgv 5 3 6 4 0 1 2
gaercvg 5 3 6 4 0 2 1
gaergcv 5 3 6 4 1 0 2
gaergvc 5 3 6 4 1 2 0
gaervcg 5 3 6 4 2 0 1
gaervgc 5 3 6 4 2 1 0
grcgvae 5 4 0 1 2 3 6
grcgvea 5 4 0 1 2 6 3
grcgave 5 4 0 1 3 2 6
grcgaev 5 4 0 1 3 6 2
grcgeva 5 4 0 1 6 2 3
grcgeav 5 4 0 1 6 3 2
grcvgae 5 4 0 2 1 3 6
grcvgea 5 4 0 2 1 6 3
grcvage 5 4 0 2 3 1 6
grcvaeg 5 4 0 2 3 6 1
grcvega 5 4 0 2 6 1 3
grcveag 5 4 0 2 6 3 1
grcagve 5 4 0 3 1 2 6
grcagev 5 4 0 3 1 6 2
grcavge 5 4 0 3 2 1 6
grcaveg 5 4 0 3 2 6 1
grcaegv 5 4 0 3 6 1 2
grcaevg 5 4 0 3 6 2 1
grcegva 5 4 0 6 1 2 3
grcegav 5 4 0 6 1 3 2
grcevga 5 4 0 6 2 1 3
grcevag 5 4 0 6 2 3 1
grceagv 5 4 0 6 3 1 2
grceavg 5 4 0 6 3 2 1
grgcvae 5 4 1 0 2 3 6
grgcvea 5 4 1 0 2 6 3
grgcave 5 4 1 0 3 2 6
grgcaev 5 4 1 0 3 6 2
grgceva 5 4 1 0 6 2 3
grgceav 5 4 1 0 6 3 2
grgvcae 5 4 1 2 0 3 6
grgvcea 5 4 1 2 0 6 3
grgvace 5 4 1 2 3 0 6
grgvaec 5 4 1 2 3 6 0
grgveca 5 4 1 2 6 0 3
grgveac 5 4 1 2 6 3 0
grgacve 5 4 1 3 0 2 6
grgacev 5 4 1 3 0 6 2
grgavce 5 4 1 3 2 0 6
grgavec 5 4 1 3 2 6 0
grgaecv 5 4 1 3 6 0 2
grgaevc 5 4 1 3 6 2 0
grgecva 5 4 1 6 0 2 3
grgecav 5 4 1 6 0 3 2
grgevca 5 4 1 6 2 0 3
grgevac 5 4 1 6 2 3 0
grgeacv 5 4 1 6 3 0 2
grgeavc 5 4 1 6 3 2 0
grvcgae 5 4 2 0 1 3 6
grvcgea 5 4 2 0 1 6 3
grvcage 5 4 2 0 3 1 6
grvcaeg 5 4 2 0 3 6 1
grvcega 5 4 2 0 6 1 3
grvceag 5 4 2 0 6 3 1
grvgcae 5 4 2 1 0 3 6
grvgcea 5 4 2 1 0 6 3
grvgace 5 4 2 1 3 0 6
grvgaec 5 4 2 1 3 6 0
grvgeca 5 4 2 1 6 0 3
grvgeac 5 4 2 1 6 3 0
grvacge 5 4 2 3 0 1 6
grvaceg 5 4 2 3 0 6 1
grvagce 5 4 2 3 1 0 6
grvagec 5 4 2 3 1 6 0
grvaecg 5 4 2 3 6 0 1
grvaegc 5 4 2 3 6 1 0
grvecga 5 4 2 6 0 1 3
grvecag 5 4 2 6 0 3 1
grvegca 5 4 2 6 1 0 3
grvegac 5 4 2 6 1 3 0
grveacg 5 4 2 6 3 0 1
grveagc 5 4 2 6 3 1 0
gracgve 5 4 3 0 1 2 6
gracgev 5 4 3 0 1 6 2
gracvge 5 4 3 0 2 1 6
gracveg 5 4 3 0 2 6 1
gracegv 5 4 3 0 6 1 2
gracevg 5 4 3 0 6 2 1
gragcve 5 4 3 1 0 2 6
gragcev 5 4 3 1 0 6 2
gragvce 5 4 3 1 2 0 6
gragvec 5 4 3 1 2 6 0
gragecv 5 4 3 1 6 0 2
gragevc 5 4 3 1 6 2 0
gravcge 5 4 3 2 0 1 6
gravceg 5 4 3 2 0 6 1
gravgce 5 4 3 2 1 0 6
gravgec 5 4 3 2 1 6 0
gravecg 5 4 3 2 6 0 1
gravegc 5 4 3 2 6 1 0
graecgv 5 4 3 6 0 1 2
graecvg 5 4 3 6 0 2 1
graegcv 5 4 3 6 1 0 2
graegvc 5 4 3 6 1 2 0
graevcg 5 4 3 6 2 0 1
graevgc 5 4 3 6 2 1 0
grecgva 5 4 6 0 1 2 3
grecgav 5 4 6 0 1 3 2
grecvga 5 4 6 0 2 1 3
grecvag 5 4 6 0 2 3 1
grecagv 5 4 6 0 3 1 2
grecavg 5 4 6 0 3 2 1
gregcva 5 4 6 1 0 2 3
gregcav 5 4 6 1 0 3 2
gregvca 5 4 6 1 2 0 3
gregvac 5 4 6 1 2 3 0
gregacv 5 4 6 1 3 0 2
gregavc 5 4 6 1 3 2 0
grevcga 5 4 6 2 0 1 3
grevcag 5 4 6 2 0 3 1
grevgca 5 4 6 2 1 0 3
grevgac 5 4 6 2 1 3 0
grevacg 5 4 6 2 3 0 1
grevagc 5 4 6 2 3 1 0
greacgv 5 4 6 3 0 1 2
greacvg 5 4 6 3 0 2 1
greagcv 5 4 6 3 1 0 2
greagvc 5 4 6 3 1 2 0
greavcg 5 4 6 3 2 0 1
greavgc 5 4 6 3 2 1 0
gecgvar 5 6 0 1 2 3 4
gecgvra 5 6 0 1 2 4 3
gecgavr 5 6 0 1 3 2 4
gecgarv 5 6 0 1 3 4 2
gecgrva 5 6 0 1 4 2 3
gecgrav 5 6 0 1 4 3 2
gecvgar 5 6 0 2 1 3 4
gecvgra 5 6 0 2 1 4 3
gecvagr 5 6 0 2 3 1 4
gecvarg 5 6 0 2 3 4 1
gecvrga 5 6 0 2 4 1 3
gecvrag 5 6 0 2 4 3 1
gecagvr 5 6 0 3 1 2 4
gecagrv 5 6 0 3 1 4 2
gecavgr 5 6 0 3 2 1 4
gecavrg 5 6 0 3 2 4 1
gecargv 5 6 0 3 4 1 2
gecarvg 5 6 0 3 4 2 1
gecrgva 5 6 0 4 1 2 3
gecrgav 5 6 0 4 1 3 2
gecrvga 5 6 0 4 2 1 3
