Shift: 11
lpejapn 0 1 2 3 4 5 6
anleppj 4 6 0 2 5 1 3
anlepjp 4 6 0 2 5 3 1
anljpep 4 6 0 3 1 2 5
anljppe 4 6 0 3 1 5 2
anljepp 4 6 0 3 2 1 5
anljepp 4 6 0 3 2 5 1
anljppe 4 6 0 3 5 1 2
anljpep 4 6 0 3 5 2 1
anlppej 4 6 0 5 1 2 3
anlppje 4 6 0 5 1 3 2
anlpepj 4 6 0 5 2 1 3
anlpejp 4 6 0 5 2 3 1
anlpjpe 4 6 0 5 3 1 2
anlpjep 4 6 0 5 3 2 1
anplejp 4 6 1 0 2 3 5
anplepj 4 6 1 0 2 5 3
anpljep 4 6 1 0 3 2 5
anpljpe 4 6 1 0 3 5 2
anplpej 4 6 1 0 5 2 3
anplpje 4 6 1 0 5 3 2
anpeljp 4 6 1 2 0 3 5
anpelpj 4 6 1 2 0 5 3
anpejlp 4 6 1 2 3 0 5
anpejpl 4 6 1 2 3 5 0
anpeplj 4 6 1 2 5 0 3
anpepjl 4 6 1 2 5 3 0
anpjlep 4 6 1 3 0 2 5
anpjlpe 4 6 1 3 0 5 2
anpjelp 4 6 1 3 2 0 5
anpjepl 4 6 1 3 2 5 0
anpjple 4 6 1 3 5 0 2
anpjpel 4 6 1 3 5 2 0
anpplej 4 6 1 5 0 2 3
anpplje 4 6 1 5 0 3 2
anppelj 4 6 1 5 2 0 3
anppejl 4 6 1 5 2 3 0
anppjle 4 6 1 5 3 0 2
anppjel 4 6 1 5 3 2 0
anelpjp 4 6 2 0 1 3 5
anelppj 4 6 2 0 1 5 3
aneljpp 4 6 2 0 3 1 5
aneljpp 4 6 2 0 3 5 1
anelppj 4 6 2 0 5 1 3
anelpjp 4 6 2 0 5 3 1
anepljp 4 6 2 1 0 3 5
aneplpj 4 6 2 1 0 5 3
anepjlp 4 6 2 1 3 0 5
anepjpl 4 6 2 1 3 5 0
anepplj 4 6 2 1 5 0 3
aneppjl 4 6 2 1 5 3 0
anejlpp 4 6 2 3 0 1 5
anejlpp 4 6 2 3 0 5 1
anejplp 4 6 2 3 1 0 5
anejppl 4 6 2 3 1 5 0
anejplp 4 6 2 3 5 0 1
anejppl 4 6 2 3 5 1 0
aneplpj 4 6 2 5 0 1 3
anepljp 4 6 2 5 0 3 1
anepplj 4 6 2 5 1 0 3
aneppjl 4 6 2 5 1 3 0
anepjlp 4 6 2 5 3 0 1
anepjpl 4 6 2 5 3 1 0
anjlpep 4 6 3 0 1 2 5
anjlppe 4 6 3 0 1 5 2
anjlepp 4 6 3 0 2 1 5
anjlepp 4 6 3 0 2 5 1
anjlppe 4 6 3 0 5 1 2
anjlpep 4 6 3 0 5 2 1
anjplep 4 6 3 1 0 2 5
anjplpe 4 6 3 1 0 5 2
anjpelp 4 6 3 1 2 0 5
anjpepl 4 6 3 1 2 5 0
anjpple 4 6 3 1 5 0 2
anjppel 4 6 3 1 5 2 0
anjelpp 4 6 3 2 0 1 5
anjelpp 4 6 3 2 0 5 1
anjeplp 4 6 3 2 1 0 5
anjeppl 4 6 3 2 1 5 0
anjeplp 4 6 3 2 5 0 1
anjeppl 4 6 3 2 5 1 0
anjplpe 4 6 3 5 0 1 2
anjplep 4 6 3 5 0 2 1
anjpple 4 6 3 5 1 0 2
anjppel 4 6 3 5 1 2 0
anjpelp 4 6 3 5 2 0 1
anjpepl 4 6 3 5 2 1 0
anplpej 4 6 5 0 1 2 3
anplpje 4 6 5 0 1 3 2
anplepj 4 6 5 0 2 1 3
anplejp 4 6 5 0 2 3 1
anpljpe 4 6 5 0 3 1 2
anpljep 4 6 5 0 3 2 1
anpplej 4 6 5 1 0 2 3
anpplje 4 6 5 1 0 3 2
anppelj 4 6 5 1 2 0 3
anppejl 4 6 5 1 2 3 0
anppjle 4 6 5 1 3 0 2
anppjel 4 6 5 1 3 2 0
anpelpj 4 6 5 2 0 1 3
anpeljp 4 6 5 2 0 3 1
anpeplj 4 6 5 2 1 0 3
anpepjl 4 6 5 2 1 3 0
anpejlp 4 6 5 2 3 0 1
anpejpl 4 6 5 2 3 1 0
anpjlpe 4 6 5 3 0 1 2
anpjlep 4 6 5 3 0 2 1
anpjple 4 6 5 3 1 0 2
anpjpel 4 6 5 3 1 2 0
anpjelp 4 6 5 3 2 0 1
anpjepl 4 6 5 3 2 1 0
plpejan 5 0 1 2 3 4 6
plpejna 5 0 1 2 3 6 4
plpeajn 5 0 1 2 4 3 6
plpeanj 5 0 1 2 4 6 3
plpenja 5 0 1 2 6 3 4
plpenaj 5 0 1 2 6 4 3
plpjean 5 0 1 3 2 4 6
plpjena 5 0 1 3 2 6 4
plpjaen 5 0 1 3 4 2 6
plpjane 5 0 1 3 4 6 2
plpjnea 5 0 1 3 6 2 4
plpjnae 5 0 1 3 6 4 2
plpaejn 5 0 1 4 2 3 6
plpaenj 5 0 1 4 2 6 3
plpajen 5 0 1 4 3 2 6
plpajne 5 0 1 4 3 6 2
plpanej 5 0 1 4 6 2 3
plpanje 5 0 1 4 6 3 2
plpneja 5 0 1 6 2 3 4
plpneaj 5 0 1 6 2 4 3
plpnjea 5 0 1 6 3 2 4
plpnjae 5 0 1 6 3 4 2
plpnaej 5 0 1 6 4 2 3
plpnaje 5 0 1 6 4 3 2
plepjan 5 0 2 1 3 4 6
plepjna 5 0 2 1 3 6 4
plepajn 5 0 2 1 4 3 6
plepanj 5 0 2 1 4 6 3
plepnja 5 0 2 1 6 3 4
plepnaj 5 0 2 1 6 4 3
plejpan 5 0 2 3 1 4 6
plejpna 5 0 2 3 1 6 4
plejapn 5 0 2 3 4 1 6
plejanp 5 0 2 3 4 6 1
plejnpa 5 0 2 3 6 1 4
plejnap 5 0 2 3 6 4 1
pleapjn 5 0 2 4 1 3 6
pleapnj 5 0 2 4 1 6 3
pleajpn 5 0 2 4 3 1 6
pleajnp 5 0 2 4 3 6 1
pleanpj 5 0 2 4 6 1 3
pleanjp 5 0 2 4 6 3 1
plenpja 5 0 2 6 1 3 4
plenpaj 5 0 2 6 1 4 3
plenjpa 5 0 2 6 3 1 4
plenjap 5 0 2 6 3 4 1
plenapj 5 0 2 6 4 1 3
plenajp 5 0 2 6 4 3 1
pljpean 5 0 3 1 2 4 6
pljpena 5 0 3 1 2 6 4
pljpaen 5 0 3 1 4 2 6
pljpane 5 0 3 1 4 6 2
pljpnea 5 0 3 1 6 2 4
pljpnae 5 0 3 1 6 4 2
pljepan 5 0 3 2 1 4 6
pljepna 5 0 3 2 1 6 4
pljeapn 5 0 3 2 4 1 6
pljeanp 5 0 3 2 4 6 1
pljenpa 5 0 3 2 6 1 4
pljenap 5 0 3 2 6 4 1
pljapen 5 0 3 4 1 2 6
pljapne 5 0 3 4 1 6 2
pljaepn 5 0 3 4 2 1 6
pljaenp 5 0 3 4 2 6 1
pljanpe 5 0 3 4 6 1 2
pljanep 5 0 3 4 6 2 1
pljnpea 5 0 3 6 1 2 4
pljnpae 5 0 3 6 1 4 2
pljnepa 5 0 3 6 2 1 4
pljneap 5 0 3 6 2 4 1
pljnape 5 0 3 6 4 1 2
pljnaep 5 0 3 6 4 2 1
plapejn 5 0 4 1 2 3 6
plapenj 5 0 4 1 2 6 3
plapjen 5 0 4 1 3 2 6
plapjne 5 0 4 1 3 6 2
plapnej 5 0 4 1 6 2 3
plapnje 5 0 4 1 6 3 2
plaepjn 5 0 4 2 1 3 6
plaepnj 5 0 4 2 1 6 3
plaejpn 5 0 4 2 3 1 6
plaejnp 5 0 4 2 3 6 1
plaenpj 5 0 4 2 6 1 3
plaenjp 5 0 4 2 6 3 1
plajpen 5 0 4 3 1 2 6
plajpne 5 0 4 3 1 6 2
plajepn 5 0 4 3 2 1 6
plajenp 5 0 4 3 2 6 1
plajnpe 5 0 4 3 6 1 2
plajnep 5 0 4 3 6 2 1
planpej 5 0 4 6 1 2 3
planpje 5 0 4 6 1 3 2
planepj 5 0 4 6 2 1 3
planejp 5 0 4 6 2 3 1
planjpe 5 0 4 6 3 1 2
planjep 5 0 4 6 3 2 1
plnpeja 5 0 6 1 2 3 4
plnpeaj 5 0 6 1 2 4 3
plnpjea 5 0 6 1 3 2 4
plnpjae 5 0 6 1 3 4 2
plnpaej 5 0 6 1 4 2 3
plnpaje 5 0 6 1 4 3 2
plnepja 5 0 6 2 1 3 4
plnepaj 5 0 6 2 1 4 3
plnejpa 5 0 6 2 3 1 4
plnejap 5 0 6 2 3 4 1
plneapj 5 0 6 2 4 1 3
plneajp 5 0 6 2 4 3 1
plnjpea 5 0 6 3 1 2 4
plnjpae 5 0 6 3 1 4 2
plnjepa 5 0 6 3 2 1 4
plnjeap 5 0 6 3 2 4 1
plnjape 5 0 6 3 4 1 2
plnjaep 5 0 6 3 4 2 1
plnapej 5 0 6 4 1 2 3
plnapje 5 0 6 4 1 3 2
plnaepj 5 0 6 4 2 1 3
plnaejp 5 0 6 4 2 3 1
plnajpe 5 0 6 4 3 1 2
plnajep 5 0 6 4 3 2 1
pplejan 5 1 0 2 3 4 6
pplejna 5 1 0 2 3 6 4
ppleajn 5 1 0 2 4 3 6
ppleanj 5 1 0 2 4 6 3
pplenja 5 1 0 2 6 3 4
pplenaj 5 1 0 2 6 4 3
ppljean 5 1 0 3 2 4 6
ppljena 5 1 0 3 2 6 4
ppljaen 5 1 0 3 4 2 6
ppljane 5 1 0 3 4 6 2
ppljnea 5 1 0 3 6 2 4
ppljnae 5 1 0 3 6 4 2
pplaejn 5 1 0 4 2 3 6
pplaenj 5 1 0 4 2 6 3
pplajen 5 1 0 4 3 2 6
pplajne 5 1 0 4 3 6 2
pplanej 5 1 0 4 6 2 3
pplanje 5 1 0 4 6 3 2
pplneja 5 1 0 6 2 3 4
pplneaj 5 1 0 6 2 4 3
pplnjea 5 1 0 6 3 2 4
pplnjae 5 1 0 6 3 4 2
pplnaej 5 1 0 6 4 2 3
pplnaje 5 1 0 6 4 3 2
ppeljan 5 1 2 0 3 4 6
ppeljna 5 1 2 0 3 6 4
ppelajn 5 1 2 0 4 3 6
ppelanj 5 1 2 0 4 6 3
ppelnja 5 1 2 0 6 3 4
ppelnaj 5 1 2 0 6 4 3
ppejlan 5 1 2 3 0 4 6
ppejlna 5 1 2 3 0 6 4
ppejaln 5 1 2 3 4 0 6
ppejanl 5 1 2 3 4 6 0
ppejnla 5 1 2 3 6 0 4
ppejnal 5 1 2 3 6 4 0
ppealjn 5 1 2 4 0 3 6
ppealnj 5 1 2 4 0 6 3
ppeajln 5 1 2 4 3 0 6
ppeajnl 5 1 2 4 3 6 0
ppeanlj 5 1 2 4 6 0 3
ppeanjl 5 1 2 4 6 3 0
ppenlja 5 1 2 6 0 3 4
ppenlaj 5 1 2 6 0 4 3
ppenjla 5 1 2 6 3 0 4
ppenjal 5 1 2 6 3 4 0
ppenalj 5 1 2 6 4 0 3
ppenajl 5 1 2 6 4 3 0
ppjlean 5 1 3 0 2 4 6
ppjlena 5 1 3 0 2 6 4
ppjlaen 5 1 3 0 4 2 6
ppjlane 5 1 3 0 4 6 2
ppjlnea 5 1 3 0 6 2 4
ppjlnae 5 1 3 0 6 4 2
ppjelan 5 1 3 2 0 4 6
ppjelna 5 1 3 2 0 6 4
ppjealn 5 1 3 2 4 0 6
ppjeanl 5 1 3 2 4 6 0
ppjenla 5 1 3 2 6 0 4
ppjenal 5 1 3 2 6 4 0
ppjalen 5 1 3 4 0 2 6
ppjalne 5 1 3 4 0 6 2
ppjaeln 5 1 3 4 2 0 6
ppjaenl 5 1 3 4 2 6 0
ppjanle 5 1 3 4 6 0 2
ppjanel 5 1 3 4 6 2 0
ppjnlea 5 1 3 6 0 2 4
ppjnlae 5 1 3 6 0 4 2
ppjnela 5 1 3 6 2 0 4
ppjneal 5 1 3 6 2 4 0
ppjnale 5 1 3 6 4 0 2
ppjnael 5 1 3 6 4 2 0
ppalejn 5 1 4 0 2 3 6
ppalenj 5 1 4 0 2 6 3
ppaljen 5 1 4 0 3 2 6
ppaljne 5 1 4 0 3 6 2
ppalnej 5 1 4 0 6 2 3
ppalnje 5 1 4 0 6 3 2
ppaeljn 5 1 4 2 0 3 6
ppaelnj 5 1 4 2 0 6 3
ppaejln 5 1 4 2 3 0 6
ppaejnl 5 1 4 2 3 6 0
ppaenlj 5 1 4 2 6 0 3
ppaenjl 5 1 4 2 6 3 0
ppajlen 5 1 4 3 0 2 6
ppajlne 5 1 4 3 0 6 2
ppajeln 5 1 4 3 2 0 6
ppajenl 5 1 4 3 2 6 0
ppajnle 5 1 4 3 6 0 2
ppajnel 5 1 4 3 6 2 0
ppanlej 5 1 4 6 0 2 3
ppanlje 5 1 4 6 0 3 2
ppanelj 5 1 4 6 2 0 3
ppanejl 5 1 4 6 2 3 0
ppanjle 5 1 4 6 3 0 2
ppanjel 5 1 4 6 3 2 0
ppnleja 5 1 6 0 2 3 4
ppnleaj 5 1 6 0 2 4 3
ppnljea 5 1 6 0 3 2 4
ppnljae 5 1 6 0 3 4 2
ppnlaej 5 1 6 0 4 2 3
ppnlaje 5 1 6 0 4 3 2
ppnelja 5 1 6 2 0 3 4
ppnelaj 5 1 6 2 0 4 3
ppnejla 5 1 6 2 3 0 4
ppnejal 5 1 6 2 3 4 0
ppnealj 5 1 6 2 4 0 3
ppneajl 5 1 6 2 4 3 0
ppnjlea 5 1 6 3 0 2 4
ppnjlae 5 1 6 3 0 4 2
ppnjela 5 1 6 3 2 0 4
ppnjeal 5 1 6 3 2 4 0
ppnjale 5 1 6 3 4 0 2
ppnjael 5 1 6 3 4 2 0
ppnalej 5 1 6 4 0 2 3
ppnalje 5 1 6 4 0 3 2
ppnaelj 5 1 6 4 2 0 3
ppnaejl 5 1 6 4 2 3 0
ppnajle 5 1 6 4 3 0 2
ppnajel 5 1 6 4 3 2 0
pelpjan 5 2 0 1 3 4 6
pelpjna 5 2 0 1 3 6 4
pelpajn 5 2 0 1 4 3 6
pelpanj 5 2 0 1 4 6 3
pelpnja 5 2 0 1 6 3 4
pelpnaj 5 2 0 1 6 4 3
peljpan 5 2 0 3 1 4 6
peljpna 5 2 0 3 1 6 4
peljapn 5 2 0 3 4 1 6
peljanp 5 2 0 3 4 6 1
peljnpa 5 2 0 3 6 1 4
peljnap 5 2 0 3 6 4 1
pelapjn 5 2 0 4 1 3 6
pelapnj 5 2 0 4 1 6 3
pelajpn 5 2 0 4 3 1 6
pelajnp 5 2 0 4 3 6 1
pelanpj 5 2 0 4 6 1 3
pelanjp 5 2 0 4 6 3 1
pelnpja 5 2 0 6 1 3 4
pelnpaj 5 2 0 6 1 4 3
pelnjpa 5 2 0 6 3 1 4
pelnjap 5 2 0 6 3 4 1
pelnapj 5 2 0 6 4 1 3
pelnajp 5 2 0 6 4 3 1
pepljan 5 2 1 0 3 4 6
pepljna 5 2 1 0 3 6 4
peplajn 5 2 1 0 4 3 6
peplanj 5 2 1 0 4 6 3
peplnja 5 2 1 0 6 3 4
peplnaj 5 2 1 0 6 4 3
pepjlan 5 2 1 3 0 4 6
pepjlna 5 2 1 3 0 6 4
pepjaln 5 2 1 3 4 0 6
pepjanl 5 2 1 3 4 6 0
pepjnla 5 2 1 3 6 0 4
pepjnal 5 2 1 3 6 4 0
pepaljn 5 2 1 4 0 3 6
pepalnj 5 2 1 4 0 6 3
pepajln 5 2 1 4 3 0 6
pepajnl 5 2 1 4 3 6 0
pepanlj 5 2 1 4 6 0 3
pepanjl 5 2 1 4 6 3 0
pepnlja 5 2 1 6 0 3 4
pepnlaj 5 2 1 6 0 4 3
pepnjla 5 2 1 6 3 0 4
pepnjal 5 2 1 6 3 4 0
pepnalj 5 2 1 6 4 0 3
pepnajl 5 2 1 6 4 3 0
pejlpan 5 2 3 0 1 4 6
pejlpna 5 2 3 0 1 6 4
pejlapn 5 2 3 0 4 1 6
pejlanp 5 2 3 0 4 6 1
pejlnpa 5 2 3 0 6 1 4
pejlnap 5 2 3 0 6 4 1
pejplan 5 2 3 1 0 4 6
pejplna 5 2 3 1 0 6 4
pejpaln 5 2 3 1 4 0 6
pejpanl 5 2 3 1 4 6 0
pejpnla 5 2 3 1 6 0 4
pejpnal 5 2 3 1 6 4 0
pejalpn 5 2 3 4 0 1 6
pejalnp 5 2 3 4 0 6 1
pejapln 5 2 3 4 1 0 6
pejapnl 5 2 3 4 1 6 0
pejanlp 5 2 3 4 6 0 1
pejanpl 5 2 3 4 6 1 0
pejnlpa 5 2 3 6 0 1 4
pejnlap 5 2 3 6 0 4 1
pejnpla 5 2 3 6 1 0 4
pejnpal 5 2 3 6 1 4 0
pejnalp 5 2 3 6 4 0 1
pejnapl 5 2 3 6 4 1 0
pealpjn 5 2 4 0 1 3 6
pealpnj 5 2 4 0 1 6 3
pealjpn 5 2 4 0 3 1 6
pealjnp 5 2 4 0 3 6 1
pealnpj 5 2 4 0 6 1 3
pealnjp 5 2 4 0 6 3 1
peapljn 5 2 4 1 0 3 6
peaplnj 5 2 4 1 0 6 3
peapjln 5 2 4 1 3 0 6
peapjnl 5 2 4 1 3 6 0
peapnlj 5 2 4 1 6 0 3
peapnjl 5 2 4 1 6 3 0
peajlpn 5 2 4 3 0 1 6
peajlnp 5 2 4 3 0 6 1
peajpln 5 2 4 3 1 0 6
peajpnl 5 2 4 3 1 6 0
peajnlp 5 2 4 3 6 0 1
peajnpl 5 2 4 3 6 1 0
peanlpj 5 2 4 6 0 1 3
peanljp 5 2 4 6 0 3 1
peanplj 5 2 4 6 1 0 3
peanpjl 5 2 4 6 1 3 0
peanjlp 5 2 4 6 3 0 1
peanjpl 5 2 4 6 3 1 0
penlpja 5 2 6 0 1 3 4
penlpaj 5 2 6 0 1 4 3
penljpa 5 2 6 0 3 1 4
penljap 5 2 6 0 3 4 1
penlapj 5 2 6 0 4 1 3
penlajp 5 2 6 0 4 3 1
penplja 5 2 6 1 0 3 4
penplaj 5 2 6 1 0 4 3
penpjla 5 2 6 1 3 0 4
penpjal 5 2 6 1 3 4 0
penpalj 5 2 6 1 4 0 3
penpajl 5 2 6 1 4 3 0
penjlpa 5 2 6 3 0 1 4
penjlap 5 2 6 3 0 4 1
penjpla 5 2 6 3 1 0 4
penjpal 5 2 6 3 1 4 0
penjalp 5 2 6 3 4 0 1
penjapl 5 2 6 3 4 1 0
penalpj 5 2 6 4 0 1 3
penaljp 5 2 6 4 0 3 1
penaplj 5 2 6 4 1 0 3
penapjl 5 2 6 4 1 3 0
penajlp 5 2 6 4 3 0 1
penajpl 5 2 6 4 3 1 0
pjlpean 5 3 0 1 2 4 6
pjlpena 5 3 0 1 2 6 4
pjlpaen 5 3 0 1 4 2 6
pjlpane 5 3 0 1 4 6 2
pjlpnea 5 3 0 1 6 2 4
pjlpnae 5 3 0 1 6 4 2
pjlepan 5 3 0 2 1 4 6
pjlepna 5 3 0 2 1 6 4
pjleapn 5 3 0 2 4 1 6
pjleanp 5 3 0 2 4 6 1
pjlenpa 5 3 0 2 6 1 4
pjlenap 5 3 0 2 6 4 1
pjlapen 5 3 0 4 1 2 6
pjlapne 5 3 0 4 1 6 2
pjlaepn 5 3 0 4 2 1 6
pjlaenp 5 3 0 4 2 6 1
pjlanpe 5 3 0 4 6 1 2
pjlanep 5 3 0 4 6 2 1
pjlnpea 5 3 0 6 1 2 4
pjlnpae 5 3 0 6 1 4 2
pjlnepa 5 3 0 6 2 1 4
pjlneap 5 3 0 6 2 4 1
pjlnape 5 3 0 6 4 1 2
pjlnaep 5 3 0 6 4 2 1
pjplean 5 3 1 0 2 4 6
pjplena 5 3 1 0 2 6 4
pjplaen 5 3 1 0 4 2 6
pjplane 5 3 1 0 4 6 2
pjplnea 5 3 1 0 6 2 4
pjplnae 5 3 1 0 6 4 2
pjpelan 5 3 1 2 0 4 6
pjpelna 5 3 1 2 0 6 4
pjpealn 5 3 1 2 4 0 6
pjpeanl 5 3 1 2 4 6 0
pjpenla 5 3 1 2 6 0 4
pjpenal 5 3 1 2 6 4 0
pjpalen 5 3 1 4 0 2 6
pjpalne 5 3 1 4 0 6 2
pjpaeln 5 3 1 4 2 0 6
pjpaenl 5 3 1 4 2 6 0
pjpanle 5 3 1 4 6 0 2
pjpanel 5 3 1 4 6 2 0
pjpnlea 5 3 1 6 0 2 4
pjpnlae 5 3 1 6 0 4 2
pjpnela 5 3 1 6 2 0 4
pjpneal 5 3 1 6 2 4 0
pjpnale 5 3 1 6 4 0 2
pjpnael 5 3 1 6 4 2 0
pjelpan 5 3 2 0 1 4 6
pjelpna 5 3 2 0 1 6 4
pjelapn 5 3 2 0 4 1 6
pjelanp 5 3 2 0 4 6 1
pjelnpa 5 3 2 0 6 1 4
pjelnap 5 3 2 0 6 4 1
pjeplan 5 3 2 1 0 4 6
pjeplna 5 3 2 1 0 6 4
pjepaln 5 3 2 1 4 0 6
pjepanl 5 3 2 1 4 6 0
pjepnla 5 3 2 1 6 0 4
pjepnal 5 3 2 1 6 4 0
pjealpn 5 3 2 4 0 1 6
pjealnp 5 3 2 4 0 6 1
pjeapln 5 3 2 4 1 0 6
pjeapnl 5 3 2 4 1 6 0
pjeanlp 5 3 2 4 6 0 1
pjeanpl 5 3 2 4 6 1 0
pjenlpa 5 3 2 6 0 1 4
pjenlap 5 3 2 6 0 4 1
pjenpla 5 3 2 6 1 0 4
pjenpal 5 3 2 6 1 4 0
pjenalp 5 3 2 6 4 0 1
pjenapl 5 3 2 6 4 1 0
pjalpen 5 3 4 0 1 2 6
pjalpne 5 3 4 0 1 6 2
pjalepn 5 3 4 0 2 1 6
pjalenp 5 3 4 0 2 6 1
pjalnpe 5 3 4 0 6 1 2
pjalnep 5 3 4 0 6 2 1
pjaplen 5 3 4 1 0 2 6
pjaplne 5 3 4 1 0 6 2
pjapeln 5 3 4 1 2 0 6
pjapenl 5 3 4 1 2 6 0
pjapnle 5 3 4 1 6 0 2
pjapnel 5 3 4 1 6 2 0
pjaelpn 5 3 4 2 0 1 6
pjaelnp 5 3 4 2 0 6 1
pjaepln 5 3 4 2 1 0 6
pjaepnl 5 3 4 2 1 6 0
pjaenlp 5 3 4 2 6 0 1
pjaenpl 5 3 4 2 6 1 0
pjanlpe 5 3 4 6 0 1 2
pjanlep 5 3 4 6 0 2 1
pjanple 5 3 4 6 1 0 2
pjanpel 5 3 4 6 1 2 0
pjanelp 5 3 4 6 2 0 1
pjanepl 5 3 4 6 2 1 0
pjnlpea 5 3 6 0 1 2 4
pjnlpae 5 3 6 0 1 4 2
pjnlepa 5 3 6 0 2 1 4
pjnleap 5 3 6 0 2 4 1
pjnlape 5 3 6 0 4 1 2
pjnlaep 5 3 6 0 4 2 1
pjnplea 5 3 6 1 0 2 4
pjnplae 5 3 6 1 0 4 2
pjnpela 5 3 6 1 2 0 4
pjnpeal 5 3 6 1 2 4 0
pjnpale 5 3 6 1 4 0 2
pjnpael 5 3 6 1 4 2 0
pjnelpa 5 3 6 2 0 1 4
pjnelap 5 3 6 2 0 4 1
pjnepla 5 3 6 2 1 0 4
pjnepal 5 3 6 2 1 4 0
pjnealp 5 3 6 2 4 0 1
pjneapl 5 3 6 2 4 1 0
pjnalpe 5 3 6 4 0 1 2
pjnalep 5 3 6 4 0 2 1
pjnaple 5 3 6 4 1 0 2
pjnapel 5 3 6 4 1 2 0
pjnaelp 5 3 6 4 2 0 1
pjnaepl 5 3 6 4 2 1 0
palpejn 5 4 0 1 2 3 6
palpenj 5 4 0 1 2 6 3
palpjen 5 4 0 1 3 2 6
palpjne 5 4 0 1 3 6 2
palpnej 5 4 0 1 6 2 3
palpnje 5 4 0 1 6 3 2
palepjn 5 4 0 2 1 3 6
palepnj 5 4 0 2 1 6 3
palejpn 5 4 0 2 3 1 6
palejnp 5 4 0 2 3 6 1
palenpj 5 4 0 2 6 1 3
palenjp 5 4 0 2 6 3 1
paljpen 5 4 0 3 1 2 6
paljpne 5 4 0 3 1 6 2
paljepn 5 4 0 3 2 1 6
paljenp 5 4 0 3 2 6 1
paljnpe 5 4 0 3 6 1 2
paljnep 5 4 0 3 6 2 1
palnpej 5 4 0 6 1 2 3
palnpje 5 4 0 6 1 3 2
palnepj 5 4 0 6 2 1 3
palnejp 5 4 0 6 2 3 1
palnjpe 5 4 0 6 3 1 2
palnjep 5 4 0 6 3 2 1
paplejn 5 4 1 0 2 3 6
paplenj 5 4 1 0 2 6 3
papljen 5 4 1 0 3 2 6
papljne 5 4 1 0 3 6 2
paplnej 5 4 1 0 6 2 3
paplnje 5 4 1 0 6 3 2
papeljn 5 4 1 2 0 3 6
papelnj 5 4 1 2 0 6 3
papejln 5 4 1 2 3 0 6
papejnl 5 4 1 2 3 6 0
papenlj 5 4 1 2 6 0 3
papenjl 5 4 1 2 6 3 0
papjlen 5 4 1 3 0 2 6
papjlne 5 4 1 3 0 6 2
papjeln 5 4 1 3 2 0 6
papjenl 5 4 1 3 2 6 0
papjnle 5 4 1 3 6 0 2
papjnel 5 4 1 3 6 2 0
papnlej 5 4 1 6 0 2 3
papnlje 5 4 1 6 0 3 2
papnelj 5 4 1 6 2 0 3
papnejl 5 4 1 6 2 3 0
papnjle 5 4 1 6 3 0 2
papnjel 5 4 1 6 3 2 0
paelpjn 5 4 2 0 1 3 6
paelpnj 5 4 2 0 1 6 3
paeljpn 5 4 2 0 3 1 6
paeljnp 5 4 2 0 3 6 1
paelnpj 5 4 2 0 6 1 3
paelnjp 5 4 2 0 6 3 1
paepljn 5 4 2 1 0 3 6
paeplnj 5 4 2 1 0 6 3
paepjln 5 4 2 1 3 0 6
paepjnl 5 4 2 1 3 6 0
paepnlj 5 4 2 1 6 0 3
paepnjl 5 4 2 1 6 3 0
paejlpn 5 4 2 3 0 1 6
paejlnp 5 4 2 3 0 6 1
paejpln 5 4 2 3 1 0 6
paejpnl 5 4 2 3 1 6 0
paejnlp 5 4 2 3 6 0 1
paejnpl 5 4 2 3 6 1 0
paenlpj 5 4 2 6 0 1 3
paenljp 5 4 2 6 0 3 1
paenplj 5 4 2 6 1 0 3
paenpjl 5 4 2 6 1 3 0
paenjlp 5 4 2 6 3 0 1
paenjpl 5 4 2 6 3 1 0
pajlpen 5 4 3 0 1 2 6
pajlpne 5 4 3 0 1 6 2
pajlepn 5 4 3 0 2 1 6
pajlenp 5 4 3 0 2 6 1
pajlnpe 5 4 3 0 6 1 2
pajlnep 5 4 3 0 6 2 1
pajplen 5 4 3 1 0 2 6
pajplne 5 4 3 1 0 6 2
pajpeln 5 4 3 1 2 0 6
pajpenl 5 4 3 1 2 6 0
pajpnle 5 4 3 1 6 0 2
pajpnel 5 4 3 1 6 2 0
pajelpn 5 4 3 2 0 1 6
pajelnp 5 4 3 2 0 6 1
pajepln 5 4 3 2 1 0 6
pajepnl 5 4 3 2 1 6 0
pajenlp 5 4 3 2 6 0 1
pajenpl 5 4 3 2 6 1 0
pajnlpe 5 4 3 6 0 1 2
pajnlep 5 4 3 6 0 2 1
pajnple 5 4 3 6 1 0 2
pajnpel 5 4 3 6 1 2 0
pajnelp 5 4 3 6 2 0 1
pajnepl 5 4 3 6 2 1 0
panlpej 5 4 6 0 1 2 3
panlpje 5 4 6 0 1 3 2
panlepj 5 4 6 0 2 1 3
panlejp 5 4 6 0 2 3 1
panljpe 5 4 6 0 3 1 2
panljep 5 4 6 0 3 2 1
panplej 5 4 6 1 0 2 3
panplje 5 4 6 1 0 3 2
panpelj 5 4 6 1 2 0 3
panpejl 5 4 6 1 2 3 0
panpjle 5 4 6 1 3 0 2
panpjel 5 4 6 1 3 2 0
panelpj 5 4 6 2 0 1 3
paneljp 5 4 6 2 0 3 1
paneplj 5 4 6 2 1 0 3
panepjl 5 4 6 2 1 3 0
panejlp 5 4 6 2 3 0 1
panejpl 5 4 6 2 3 1 0
panjlpe 5 4 6 3 0 1 2
panjlep 5 4 6 3 0 2 1
panjple 5 4 6 3 1 0 2
