Shift: 4
eixctig 0 1 2 3 4 5 6
tgxecii 4 6 2 0 3 5 1
tgxeiic 4 6 2 0 5 1 3
tgxeici 4 6 2 0 5 3 1
tgxieci 4 6 2 1 0 3 5
tgxieic 4 6 2 1 0 5 3
tgxicei 4 6 2 1 3 0 5
tgxicie 4 6 2 1 3 5 0
tgxiiec 4 6 2 1 5 0 3
tgxiice 4 6 2 1 5 3 0
tgxceii 4 6 2 3 0 1 5
tgxceii 4 6 2 3 0 5 1
tgxciei 4 6 2 3 1 0 5
tgxciie 4 6 2 3 1 5 0
tgxciei 4 6 2 3 5 0 1
tgxciie 4 6 2 3 5 1 0
tgxieic 4 6 2 5 0 1 3
tgxieci 4 6 2 5 0 3 1
tgxiiec 4 6 2 5 1 0 3
tgxiice 4 6 2 5 1 3 0
tgxicei 4 6 2 5 3 0 1
tgxicie 4 6 2 5 3 1 0
tgceixi 4 6 3 0 1 2 5
tgceiix 4 6 3 0 1 5 2
tgcexii 4 6 3 0 2 1 5
tgcexii 4 6 3 0 2 5 1
tgceiix 4 6 3 0 5 1 2
tgceixi 4 6 3 0 5 2 1
tgciexi 4 6 3 1 0 2 5
tgcieix 4 6 3 1 0 5 2
tgcixei 4 6 3 1 2 0 5
tgcixie 4 6 3 1 2 5 0
tgciiex 4 6 3 1 5 0 2
tgciixe 4 6 3 1 5 2 0
tgcxeii 4 6 3 2 0 1 5
tgcxeii 4 6 3 2 0 5 1
tgcxiei 4 6 3 2 1 0 5
tgcxiie 4 6 3 2 1 5 0
tgcxiei 4 6 3 2 5 0 1
tgcxiie 4 6 3 2 5 1 0
tgcieix 4 6 3 5 0 1 2
tgciexi 4 6 3 5 0 2 1
tgciiex 4 6 3 5 1 0 2
tgciixe 4 6 3 5 1 2 0
tgcixei 4 6 3 5 2 0 1
tgcixie 4 6 3 5 2 1 0
tgieixc 4 6 5 0 1 2 3
tgieicx 4 6 5 0 1 3 2
tgiexic 4 6 5 0 2 1 3
tgiexci 4 6 5 0 2 3 1
tgiecix 4 6 5 0 3 1 2
tgiecxi 4 6 5 0 3 2 1
tgiiexc 4 6 5 1 0 2 3
tgiiecx 4 6 5 1 0 3 2
tgiixec 4 6 5 1 2 0 3
tgiixce 4 6 5 1 2 3 0
tgiicex 4 6 5 1 3 0 2
tgiicxe 4 6 5 1 3 2 0
tgixeic 4 6 5 2 0 1 3
tgixeci 4 6 5 2 0 3 1
tgixiec 4 6 5 2 1 0 3
tgixice 4 6 5 2 1 3 0
tgixcei 4 6 5 2 3 0 1
tgixcie 4 6 5 2 3 1 0
tgiceix 4 6 5 3 0 1 2
tgicexi 4 6 5 3 0 2 1
tgiciex 4 6 5 3 1 0 2
tgicixe 4 6 5 3 1 2 0
tgicxei 4 6 5 3 2 0 1
tgicxie 4 6 5 3 2 1 0
ieixctg 5 0 1 2 3 4 6
ieixcgt 5 0 1 2 3 6 4
ieixtcg 5 0 1 2 4 3 6
ieixtgc 5 0 1 2 4 6 3
ieixgct 5 0 1 2 6 3 4
ieixgtc 5 0 1 2 6 4 3
ieicxtg 5 0 1 3 2 4 6
ieicxgt 5 0 1 3 2 6 4
ieictxg 5 0 1 3 4 2 6
ieictgx 5 0 1 3 4 6 2
ieicgxt 5 0 1 3 6 2 4
ieicgtx 5 0 1 3 6 4 2
ieitxcg 5 0 1 4 2 3 6
ieitxgc 5 0 1 4 2 6 3
ieitcxg 5 0 1 4 3 2 6
ieitcgx 5 0 1 4 3 6 2
ieitgxc 5 0 1 4 6 2 3
ieitgcx 5 0 1 4 6 3 2
ieigxct 5 0 1 6 2 3 4
ieigxtc 5 0 1 6 2 4 3
ieigcxt 5 0 1 6 3 2 4
ieigctx 5 0 1 6 3 4 2
ieigtxc 5 0 1 6 4 2 3
ieigtcx 5 0 1 6 4 3 2
iexictg 5 0 2 1 3 4 6
iexicgt 5 0 2 1 3 6 4
iexitcg 5 0 2 1 4 3 6
iexitgc 5 0 2 1 4 6 3
iexigct 5 0 2 1 6 3 4
iexigtc 5 0 2 1 6 4 3
iexcitg 5 0 2 3 1 4 6
iexcigt 5 0 2 3 1 6 4
iexctig 5 0 2 3 4 1 6
iexctgi 5 0 2 3 4 6 1
iexcgit 5 0 2 3 6 1 4
iexcgti 5 0 2 3 6 4 1
iexticg 5 0 2 4 1 3 6
iextigc 5 0 2 4 1 6 3
iextcig 5 0 2 4 3 1 6
iextcgi 5 0 2 4 3 6 1
iextgic 5 0 2 4 6 1 3
iextgci 5 0 2 4 6 3 1
iexgict 5 0 2 6 1 3 4
iexgitc 5 0 2 6 1 4 3
iexgcit 5 0 2 6 3 1 4
iexgcti 5 0 2 6 3 4 1
iexgtic 5 0 2 6 4 1 3
iexgtci 5 0 2 6 4 3 1
iecixtg 5 0 3 1 2 4 6
iecixgt 5 0 3 1 2 6 4
iecitxg 5 0 3 1 4 2 6
iecitgx 5 0 3 1 4 6 2
iecigxt 5 0 3 1 6 2 4
iecigtx 5 0 3 1 6 4 2
iecxitg 5 0 3 2 1 4 6
iecxigt 5 0 3 2 1 6 4
iecxtig 5 0 3 2 4 1 6
iecxtgi 5 0 3 2 4 6 1
iecxgit 5 0 3 2 6 1 4
iecxgti 5 0 3 2 6 4 1
iectixg 5 0 3 4 1 2 6
iectigx 5 0 3 4 1 6 2
iectxig 5 0 3 4 2 1 6
iectxgi 5 0 3 4 2 6 1
iectgix 5 0 3 4 6 1 2
iectgxi 5 0 3 4 6 2 1
iecgixt 5 0 3 6 1 2 4
iecgitx 5 0 3 6 1 4 2
iecgxit 5 0 3 6 2 1 4
iecgxti 5 0 3 6 2 4 1
iecgtix 5 0 3 6 4 1 2
iecgtxi 5 0 3 6 4 2 1
ietixcg 5 0 4 1 2 3 6
ietixgc 5 0 4 1 2 6 3
ieticxg 5 0 4 1 3 2 6
ieticgx 5 0 4 1 3 6 2
ietigxc 5 0 4 1 6 2 3
ietigcx 5 0 4 1 6 3 2
ietxicg 5 0 4 2 1 3 6
ietxigc 5 0 4 2 1 6 3
ietxcig 5 0 4 2 3 1 6
ietxcgi 5 0 4 2 3 6 1
ietxgic 5 0 4 2 6 1 3
ietxgci 5 0 4 2 6 3 1
ietcixg 5 0 4 3 1 2 6
ietcigx 5 0 4 3 1 6 2
ietcxig 5 0 4 3 2 1 6
ietcxgi 5 0 4 3 2 6 1
ietcgix 5 0 4 3 6 1 2
ietcgxi 5 0 4 3 6 2 1
ietgixc 5 0 4 6 1 2 3
ietgicx 5 0 4 6 1 3 2
ietgxic 5 0 4 6 2 1 3
ietgxci 5 0 4 6 2 3 1
ietgcix 5 0 4 6 3 1 2
ietgcxi 5 0 4 6 3 2 1
iegixct 5 0 6 1 2 3 4
iegixtc 5 0 6 1 2 4 3
iegicxt 5 0 6 1 3 2 4
iegictx 5 0 6 1 3 4 2
iegitxc 5 0 6 1 4 2 3
iegitcx 5 0 6 1 4 3 2
iegxict 5 0 6 2 1 3 4
iegxitc 5 0 6 2 1 4 3
iegxcit 5 0 6 2 3 1 4
iegxcti 5 0 6 2 3 4 1
iegxtic 5 0 6 2 4 1 3
iegxtci 5 0 6 2 4 3 1
iegcixt 5 0 6 3 1 2 4
iegcitx 5 0 6 3 1 4 2
iegcxit 5 0 6 3 2 1 4
iegcxti 5 0 6 3 2 4 1
iegctix 5 0 6 3 4 1 2
iegctxi 5 0 6 3 4 2 1
iegtixc 5 0 6 4 1 2 3
iegticx 5 0 6 4 1 3 2
iegtxic 5 0 6 4 2 1 3
iegtxci 5 0 6 4 2 3 1
iegtcix 5 0 6 4 3 1 2
iegtcxi 5 0 6 4 3 2 1
iiexctg 5 1 0 2 3 4 6
iiexcgt 5 1 0 2 3 6 4
iiextcg 5 1 0 2 4 3 6
iiextgc 5 1 0 2 4 6 3
iiexgct 5 1 0 2 6 3 4
iiexgtc 5 1 0 2 6 4 3
iiecxtg 5 1 0 3 2 4 6
iiecxgt 5 1 0 3 2 6 4
iiectxg 5 1 0 3 4 2 6
iiectgx 5 1 0 3 4 6 2
iiecgxt 5 1 0 3 6 2 4
iiecgtx 5 1 0 3 6 4 2
iietxcg 5 1 0 4 2 3 6
iietxgc 5 1 0 4 2 6 3
iietcxg 5 1 0 4 3 2 6
iietcgx 5 1 0 4 3 6 2
iietgxc 5 1 0 4 6 2 3
iietgcx 5 1 0 4 6 3 2
iiegxct 5 1 0 6 2 3 4
iiegxtc 5 1 0 6 2 4 3
iiegcxt 5 1 0 6 3 2 4
iiegctx 5 1 0 6 3 4 2
iiegtxc 5 1 0 6 4 2 3
iiegtcx 5 1 0 6 4 3 2
iixectg 5 1 2 0 3 4 6
iixecgt 5 1 2 0 3 6 4
iixetcg 5 1 2 0 4 3 6
iixetgc 5 1 2 0 4 6 3
iixegct 5 1 2 0 6 3 4
iixegtc 5 1 2 0 6 4 3
iixcetg 5 1 2 3 0 4 6
iixcegt 5 1 2 3 0 6 4
iixcteg 5 1 2 3 4 0 6
iixctge 5 1 2 3 4 6 0
iixcget 5 1 2 3 6 0 4
iixcgte 5 1 2 3 6 4 0
iixtecg 5 1 2 4 0 3 6
iixtegc 5 1 2 4 0 6 3
iixtceg 5 1 2 4 3 0 6
iixtcge 5 1 2 4 3 6 0
iixtgec 5 1 2 4 6 0 3
iixtgce 5 1 2 4 6 3 0
iixgect 5 1 2 6 0 3 4
iixgetc 5 1 2 6 0 4 3
iixgcet 5 1 2 6 3 0 4
iixgcte 5 1 2 6 3 4 0
iixgtec 5 1 2 6 4 0 3
iixgtce 5 1 2 6 4 3 0
iicextg 5 1 3 0 2 4 6
iicexgt 5 1 3 0 2 6 4
iicetxg 5 1 3 0 4 2 6
iicetgx 5 1 3 0 4 6 2
iicegxt 5 1 3 0 6 2 4
iicegtx 5 1 3 0 6 4 2
iicxetg 5 1 3 2 0 4 6
iicxegt 5 1 3 2 0 6 4
iicxteg 5 1 3 2 4 0 6
iicxtge 5 1 3 2 4 6 0
iicxget 5 1 3 2 6 0 4
iicxgte 5 1 3 2 6 4 0
iictexg 5 1 3 4 0 2 6
iictegx 5 1 3 4 0 6 2
iictxeg 5 1 3 4 2 0 6
iictxge 5 1 3 4 2 6 0
iictgex 5 1 3 4 6 0 2
iictgxe 5 1 3 4 6 2 0
iicgext 5 1 3 6 0 2 4
iicgetx 5 1 3 6 0 4 2
iicgxet 5 1 3 6 2 0 4
iicgxte 5 1 3 6 2 4 0
iicgtex 5 1 3 6 4 0 2
iicgtxe 5 1 3 6 4 2 0
iitexcg 5 1 4 0 2 3 6
iitexgc 5 1 4 0 2 6 3
iitecxg 5 1 4 0 3 2 6
iitecgx 5 1 4 0 3 6 2
iitegxc 5 1 4 0 6 2 3
iitegcx 5 1 4 0 6 3 2
iitxecg 5 1 4 2 0 3 6
iitxegc 5 1 4 2 0 6 3
iitxceg 5 1 4 2 3 0 6
iitxcge 5 1 4 2 3 6 0
iitxgec 5 1 4 2 6 0 3
iitxgce 5 1 4 2 6 3 0
iitcexg 5 1 4 3 0 2 6
iitcegx 5 1 4 3 0 6 2
iitcxeg 5 1 4 3 2 0 6
iitcxge 5 1 4 3 2 6 0
iitcgex 5 1 4 3 6 0 2
iitcgxe 5 1 4 3 6 2 0
iitgexc 5 1 4 6 0 2 3
iitgecx 5 1 4 6 0 3 2
iitgxec 5 1 4 6 2 0 3
iitgxce 5 1 4 6 2 3 0
iitgcex 5 1 4 6 3 0 2
iitgcxe 5 1 4 6 3 2 0
iigexct 5 1 6 0 2 3 4
iigextc 5 1 6 0 2 4 3
iigecxt 5 1 6 0 3 2 4
iigectx 5 1 6 0 3 4 2
iigetxc 5 1 6 0 4 2 3
iigetcx 5 1 6 0 4 3 2
iigxect 5 1 6 2 0 3 4
iigxetc 5 1 6 2 0 4 3
iigxcet 5 1 6 2 3 0 4
iigxcte 5 1 6 2 3 4 0
iigxtec 5 1 6 2 4 0 3
iigxtce 5 1 6 2 4 3 0
iigcext 5 1 6 3 0 2 4
iigcetx 5 1 6 3 0 4 2
iigcxet 5 1 6 3 2 0 4
iigcxte 5 1 6 3 2 4 0
iigctex 5 1 6 3 4 0 2
iigctxe 5 1 6 3 4 2 0
iigtexc 5 1 6 4 0 2 3
iigtecx 5 1 6 4 0 3 2
iigtxec 5 1 6 4 2 0 3
iigtxce 5 1 6 4 2 3 0
iigtcex 5 1 6 4 3 0 2
iigtcxe 5 1 6 4 3 2 0
ixeictg 5 2 0 1 3 4 6
ixeicgt 5 2 0 1 3 6 4
ixeitcg 5 2 0 1 4 3 6
ixeitgc 5 2 0 1 4 6 3
ixeigct 5 2 0 1 6 3 4
ixeigtc 5 2 0 1 6 4 3
ixecitg 5 2 0 3 1 4 6
ixecigt 5 2 0 3 1 6 4
ixectig 5 2 0 3 4 1 6
ixectgi 5 2 0 3 4 6 1
ixecgit 5 2 0 3 6 1 4
ixecgti 5 2 0 3 6 4 1
ixeticg 5 2 0 4 1 3 6
ixetigc 5 2 0 4 1 6 3
ixetcig 5 2 0 4 3 1 6
ixetcgi 5 2 0 4 3 6 1
ixetgic 5 2 0 4 6 1 3
ixetgci 5 2 0 4 6 3 1
ixegict 5 2 0 6 1 3 4
ixegitc 5 2 0 6 1 4 3
ixegcit 5 2 0 6 3 1 4
ixegcti 5 2 0 6 3 4 1
ixegtic 5 2 0 6 4 1 3
ixegtci 5 2 0 6 4 3 1
ixiectg 5 2 1 0 3 4 6
ixiecgt 5 2 1 0 3 6 4
ixietcg 5 2 1 0 4 3 6
ixietgc 5 2 1 0 4 6 3
ixiegct 5 2 1 0 6 3 4
ixiegtc 5 2 1 0 6 4 3
ixicetg 5 2 1 3 0 4 6
ixicegt 5 2 1 3 0 6 4
ixicteg 5 2 1 3 4 0 6
ixictge 5 2 1 3 4 6 0
ixicget 5 2 1 3 6 0 4
ixicgte 5 2 1 3 6 4 0
ixitecg 5 2 1 4 0 3 6
ixitegc 5 2 1 4 0 6 3
ixitceg 5 2 1 4 3 0 6
ixitcge 5 2 1 4 3 6 0
ixitgec 5 2 1 4 6 0 3
ixitgce 5 2 1 4 6 3 0
ixigect 5 2 1 6 0 3 4
ixigetc 5 2 1 6 0 4 3
ixigcet 5 2 1 6 3 0 4
ixigcte 5 2 1 6 3 4 0
ixigtec 5 2 1 6 4 0 3
ixigtce 5 2 1 6 4 3 0
ixceitg 5 2 3 0 1 4 6
ixceigt 5 2 3 0 1 6 4
ixcetig 5 2 3 0 4 1 6
ixcetgi 5 2 3 0 4 6 1
ixcegit 5 2 3 0 6 1 4
ixcegti 5 2 3 0 6 4 1
ixcietg 5 2 3 1 0 4 6
ixciegt 5 2 3 1 0 6 4
ixciteg 5 2 3 1 4 0 6
ixcitge 5 2 3 1 4 6 0
ixciget 5 2 3 1 6 0 4
ixcigte 5 2 3 1 6 4 0
ixcteig 5 2 3 4 0 1 6
ixctegi 5 2 3 4 0 6 1
ixctieg 5 2 3 4 1 0 6
ixctige 5 2 3 4 1 6 0
ixctgei 5 2 3 4 6 0 1
ixctgie 5 2 3 4 6 1 0
ixcgeit 5 2 3 6 0 1 4
ixcgeti 5 2 3 6 0 4 1
ixcgiet 5 2 3 6 1 0 4
ixcgite 5 2 3 6 1 4 0
ixcgtei 5 2 3 6 4 0 1
ixcgtie 5 2 3 6 4 1 0
ixteicg 5 2 4 0 1 3 6
ixteigc 5 2 4 0 1 6 3
ixtecig 5 2 4 0 3 1 6
ixtecgi 5 2 4 0 3 6 1
ixtegic 5 2 4 0 6 1 3
ixtegci 5 2 4 0 6 3 1
ixtiecg 5 2 4 1 0 3 6
ixtiegc 5 2 4 1 0 6 3
ixticeg 5 2 4 1 3 0 6
ixticge 5 2 4 1 3 6 0
ixtigec 5 2 4 1 6 0 3
ixtigce 5 2 4 1 6 3 0
ixtceig 5 2 4 3 0 1 6
ixtcegi 5 2 4 3 0 6 1
ixtcieg 5 2 4 3 1 0 6
ixtcige 5 2 4 3 1 6 0
ixtcgei 5 2 4 3 6 0 1
ixtcgie 5 2 4 3 6 1 0
ixtgeic 5 2 4 6 0 1 3
ixtgeci 5 2 4 6 0 3 1
ixtgiec 5 2 4 6 1 0 3
ixtgice 5 2 4 6 1 3 0
ixtgcei 5 2 4 6 3 0 1
ixtgcie 5 2 4 6 3 1 0
ixgeict 5 2 6 0 1 3 4
ixgeitc 5 2 6 0 1 4 3
ixgecit 5 2 6 0 3 1 4
ixgecti 5 2 6 0 3 4 1
ixgetic 5 2 6 0 4 1 3
ixgetci 5 2 6 0 4 3 1
ixgiect 5 2 6 1 0 3 4
ixgietc 5 2 6 1 0 4 3
ixgicet 5 2 6 1 3 0 4
ixgicte 5 2 6 1 3 4 0
ixgitec 5 2 6 1 4 0 3
ixgitce 5 2 6 1 4 3 0
ixgceit 5 2 6 3 0 1 4
ixgceti 5 2 6 3 0 4 1
ixgciet 5 2 6 3 1 0 4
ixgcite 5 2 6 3 1 4 0
ixgctei 5 2 6 3 4 0 1
ixgctie 5 2 6 3 4 1 0
ixgteic 5 2 6 4 0 1 3
ixgteci 5 2 6 4 0 3 1
ixgtiec 5 2 6 4 1 0 3
ixgtice 5 2 6 4 1 3 0
ixgtcei 5 2 6 4 3 0 1
ixgtcie 5 2 6 4 3 1 0
iceixtg 5 3 0 1 2 4 6
iceixgt 5 3 0 1 2 6 4
iceitxg 5 3 0 1 4 2 6
iceitgx 5 3 0 1 4 6 2
iceigxt 5 3 0 1 6 2 4
iceigtx 5 3 0 1 6 4 2
icexitg 5 3 0 2 1 4 6
icexigt 5 3 0 2 1 6 4
icextig 5 3 0 2 4 1 6
icextgi 5 3 0 2 4 6 1
icexgit 5 3 0 2 6 1 4
icexgti 5 3 0 2 6 4 1
icetixg 5 3 0 4 1 2 6
icetigx 5 3 0 4 1 6 2
icetxig 5 3 0 4 2 1 6
icetxgi 5 3 0 4 2 6 1
icetgix 5 3 0 4 6 1 2
icetgxi 5 3 0 4 6 2 1
icegixt 5 3 0 6 1 2 4
icegitx 5 3 0 6 1 4 2
icegxit 5 3 0 6 2 1 4
icegxti 5 3 0 6 2 4 1
icegtix 5 3 0 6 4 1 2
icegtxi 5 3 0 6 4 2 1
iciextg 5 3 1 0 2 4 6
iciexgt 5 3 1 0 2 6 4
icietxg 5 3 1 0 4 2 6
icietgx 5 3 1 0 4 6 2
iciegxt 5 3 1 0 6 2 4
iciegtx 5 3 1 0 6 4 2
icixetg 5 3 1 2 0 4 6
icixegt 5 3 1 2 0 6 4
icixteg 5 3 1 2 4 0 6
icixtge 5 3 1 2 4 6 0
icixget 5 3 1 2 6 0 4
icixgte 5 3 1 2 6 4 0
icitexg 5 3 1 4 0 2 6
icitegx 5 3 1 4 0 6 2
icitxeg 5 3 1 4 2 0 6
icitxge 5 3 1 4 2 6 0
icitgex 5 3 1 4 6 0 2
icitgxe 5 3 1 4 6 2 0
icigext 5 3 1 6 0 2 4
icigetx 5 3 1 6 0 4 2
icigxet 5 3 1 6 2 0 4
icigxte 5 3 1 6 2 4 0
icigtex 5 3 1 6 4 0 2
icigtxe 5 3 1 6 4 2 0
icxeitg 5 3 2 0 1 4 6
icxeigt 5 3 2 0 1 6 4
icxetig 5 3 2 0 4 1 6
icxetgi 5 3 2 0 4 6 1
icxegit 5 3 2 0 6 1 4
icxegti 5 3 2 0 6 4 1
icxietg 5 3 2 1 0 4 6
icxiegt 5 3 2 1 0 6 4
icxiteg 5 3 2 1 4 0 6
icxitge 5 3 2 1 4 6 0
icxiget 5 3 2 1 6 0 4
icxigte 5 3 2 1 6 4 0
icxteig 5 3 2 4 0 1 6
icxtegi 5 3 2 4 0 6 1
icxtieg 5 3 2 4 1 0 6
icxtige 5 3 2 4 1 6 0
icxtgei 5 3 2 4 6 0 1
icxtgie 5 3 2 4 6 1 0
icxgeit 5 3 2 6 0 1 4
icxgeti 5 3 2 6 0 4 1
icxgiet 5 3 2 6 1 0 4
icxgite 5 3 2 6 1 4 0
icxgtei 5 3 2 6 4 0 1
icxgtie 5 3 2 6 4 1 0
icteixg 5 3 4 0 1 2 6
icteigx 5 3 4 0 1 6 2
ictexig 5 3 4 0 2 1 6
ictexgi 5 3 4 0 2 6 1
ictegix 5 3 4 0 6 1 2
ictegxi 5 3 4 0 6 2 1
ictiexg 5 3 4 1 0 2 6
ictiegx 5 3 4 1 0 6 2
ictixeg 5 3 4 1 2 0 6
ictixge 5 3 4 1 2 6 0
ictigex 5 3 4 1 6 0 2
ictigxe 5 3 4 1 6 2 0
ictxeig 5 3 4 2 0 1 6
ictxegi 5 3 4 2 0 6 1
ictxieg 5 3 4 2 1 0 6
ictxige 5 3 4 2 1 6 0
ictxgei 5 3 4 2 6 0 1
ictxgie 5 3 4 2 6 1 0
ictgeix 5 3 4 6 0 1 2
ictgexi 5 3 4 6 0 2 1
ictgiex 5 3 4 6 1 0 2
ictgixe 5 3 4 6 1 2 0
ictgxei 5 3 4 6 2 0 1
ictgxie 5 3 4 6 2 1 0
icgeixt 5 3 6 0 1 2 4
icgeitx 5 3 6 0 1 4 2
icgexit 5 3 6 0 2 1 4
icgexti 5 3 6 0 2 4 1
icgetix 5 3 6 0 4 1 2
icgetxi 5 3 6 0 4 2 1
icgiext 5 3 6 1 0 2 4
icgietx 5 3 6 1 0 4 2
icgixet 5 3 6 1 2 0 4
icgixte 5 3 6 1 2 4 0
icgitex 5 3 6 1 4 0 2
icgitxe 5 3 6 1 4 2 0
icgxeit 5 3 6 2 0 1 4
icgxeti 5 3 6 2 0 4 1
icgxiet 5 3 6 2 1 0 4
icgxite 5 3 6 2 1 4 0
icgxtei 5 3 6 2 4 0 1
icgxtie 5 3 6 2 4 1 0
icgteix 5 3 6 4 0 1 2
icgtexi 5 3 6 4 0 2 1
icgtiex 5 3 6 4 1 0 2
icgtixe 5 3 6 4 1 2 0
icgtxei 5 3 6 4 2 0 1
icgtxie 5 3 6 4 2 1 0
iteixcg 5 4 0 1 2 3 6
iteixgc 5 4 0 1 2 6 3
iteicxg 5 4 0 1 3 2 6
iteicgx 5 4 0 1 3 6 2
iteigxc 5 4 0 1 6 2 3
iteigcx 5 4 0 1 6 3 2
itexicg 5 4 0 2 1 3 6
itexigc 5 4 0 2 1 6 3
itexcig 5 4 0 2 3 1 6
itexcgi 5 4 0 2 3 6 1
itexgic 5 4 0 2 6 1 3
itexgci 5 4 0 2 6 3 1
itecixg 5 4 0 3 1 2 6
itecigx 5 4 0 3 1 6 2
itecxig 5 4 0 3 2 1 6
itecxgi 5 4 0 3 2 6 1
itecgix 5 4 0 3 6 1 2
itecgxi 5 4 0 3 6 2 1
itegixc 5 4 0 6 1 2 3
itegicx 5 4 0 6 1 3 2
itegxic 5 4 0 6 2 1 3
itegxci 5 4 0 6 2 3 1
itegcix 5 4 0 6 3 1 2
itegcxi 5 4 0 6 3 2 1
itiexcg 5 4 1 0 2 3 6
itiexgc 5 4 1 0 2 6 3
itiecxg 5 4 1 0 3 2 6
itiecgx 5 4 1 0 3 6 2
itiegxc 5 4 1 0 6 2 3
itiegcx 5 4 1 0 6 3 2
itixecg 5 4 1 2 0 3 6
itixegc 5 4 1 2 0 6 3
itixceg 5 4 1 2 3 0 6
itixcge 5 4 1 2 3 6 0
itixgec 5 4 1 2 6 0 3
itixgce 5 4 1 2 6 3 0
iticexg 5 4 1 3 0 2 6
iticegx 5 4 1 3 0 6 2
iticxeg 5 4 1 3 2 0 6
iticxge 5 4 1 3 2 6 0
iticgex 5 4 1 3 6 0 2
iticgxe 5 4 1 3 6 2 0
itigexc 5 4 1 6 0 2 3
itigecx 5 4 1 6 0 3 2
itigxec 5 4 1 6 2 0 3
itigxce 5 4 1 6 2 3 0
itigcex 5 4 1 6 3 0 2
itigcxe 5 4 1 6 3 2 0
itxeicg 5 4 2 0 1 3 6
itxeigc 5 4 2 0 1 6 3
itxecig 5 4 2 0 3 1 6
itxecgi 5 4 2 0 3 6 1
itxegic 5 4 2 0 6 1 3
itxegci 5 4 2 0 6 3 1
itxiecg 5 4 2 1 0 3 6
itxiegc 5 4 2 1 0 6 3
itxiceg 5 4 2 1 3 0 6
itxicge 5 4 2 1 3 6 0
itxigec 5 4 2 1 6 0 3
itxigce 5 4 2 1 6 3 0
itxceig 5 4 2 3 0 1 6
itxcegi 5 4 2 3 0 6 1
itxcieg 5 4 2 3 1 0 6
itxcige 5 4 2 3 1 6 0
itxcgei 5 4 2 3 6 0 1
itxcgie 5 4 2 3 6 1 0
itxgeic 5 4 2 6 0 1 3
itxgeci 5 4 2 6 0 3 1
itxgiec 5 4 2 6 1 0 3
itxgice 5 4 2 6 1 3 0
itxgcei 5 4 2 6 3 0 1
itxgcie 5 4 2 6 3 1 0
itceixg 5 4 3 0 1 2 6
itceigx 5 4 3 0 1 6 2
itcexig 5 4 3 0 2 1 6
itcexgi 5 4 3 0 2 6 1
itcegix 5 4 3 0 6 1 2
itcegxi 5 4 3 0 6 2 1
itciexg 5 4 3 1 0 2 6
itciegx 5 4 3 1 0 6 2
itcixeg 5 4 3 1 2 0 6
itcixge 5 4 3 1 2 6 0
itcigex 5 4 3 1 6 0 2
itcigxe 5 4 3 1 6 2 0
itcxeig 5 4 3 2 0 1 6
itcxegi 5 4 3 2 0 6 1
itcxieg 5 4 3 2 1 0 6
itcxige 5 4 3 2 1 6 0
itcxgei 5 4 3 2 6 0 1
itcxgie 5 4 3 2 6 1 0
itcgeix 5 4 3 6 0 1 2
itcgexi 5 4 3 6 0 2 1
itcgiex 5 4 3 6 1 0 2
itcgixe 5 4 3 6 1 2 0
itcgxei 5 4 3 6 2 0 1
itcgxie 5 4 3 6 2 1 0
itgeixc 5 4 6 0 1 2 3
itgeicx 5 4 6 0 1 3 2
itgexic 5 4 6 0 2 1 3
itgexci 5 4 6 0 2 3 1
itgecix 5 4 6 0 3 1 2
itgecxi 5 4 6 0 3 2 1
itgiexc 5 4 6 1 0 2 3
itgiecx 5 4 6 1 0 3 2
itgixec 5 4 6 1 2 0 3
itgixce 5 4 6 1 2 3 0
itgicex 5 4 6 1 3 0 2
itgicxe 5 4 6 1 3 2 0
itgxeic 5 4 6 2 0 1 3
itgxeci 5 4 6 2 0 3 1
itgxiec 5 4 6 2 1 0 3
itgxice 5 4 6 2 1 3 0
itgxcei 5 4 6 2 3 0 1
itgxcie 5 4 6 2 3 1 0
itgceix 5 4 6 3 0 1 2
itgcexi 5 4 6 3 0 2 1
itgciex 5 4 6 3 1 0 2
itgcixe 5 4 6 3 1 2 0
itgcxei 5 4 6 3 2 0 1
itgcxie 5 4 6 3 2 1 0
igeixct 5 6 0 1 2 3 4
igeixtc 5 6 0 1 2 4 3
igeicxt 5 6 0 1 3 2 4
igeictx 5 6 0 1 3 4 2
igeitxc 5 6 0 1 4 2 3
igeitcx 5 6 0 1 4 3 2
igexict 5 6 0 2 1 3 4
igexitc 5 6 0 2 1 4 3
igexcit 5 6 0 2 3 1 4
igexcti 5 6 0 2 3 4 1
igextic 5 6 0 2 4 1 3
igextci 5 6 0 2 4 3 1
igecixt 5 6 0 3 1 2 4
igecitx 5 6 0 3 1 4 2
igecxit 5 6 0 3 2 1 4
igecxti 5 6 0 3 2 4 1
igectix 5 6 0 3 4 1 2
igectxi 5 6 0 3 4 2 1
igetixc 5 6 0 4 1 2 3
igeticx 5 6 0 4 1 3 2
igetxic 5 6 0 4 2 1 3
igetxci 5 6 0 4 2 3 1
igetcix 5 6 0 4 3 1 2
igetcxi 5 6 0 4 3 2 1
igiexct 5 6 1 0 2 3 4
igiextc 5 6 1 0 2 4 3
igiecxt 5 6 1 0 3 2 4
igiectx 5 6 1 0 3 4 2
igietxc 5 6 1 0 4 2 3
igietcx 5 6 1 0 4 3 2
igixect 5 6 1 2 0 3 4
igixetc 5 6 1 2 0 4 3
igixcet 5 6 1 2 3 0 4
igixcte 5 6 1 2 3 4 0
igixtec 5 6 1 2 4 0 3
