Shift: 16
qujofus 0 1 2 3 4 5 6
fuusqoj 4 5 1 6 0 3 2
fuusjqo 4 5 1 6 2 0 3
fuusjoq 4 5 1 6 2 3 0
fuusoqj 4 5 1 6 3 0 2
fuusojq 4 5 1 6 3 2 0
fujquos 4 5 2 0 1 3 6
fujquso 4 5 2 0 1 6 3
fujqous 4 5 2 0 3 1 6
fujqosu 4 5 2 0 3 6 1
fujqsuo 4 5 2 0 6 1 3
fujqsou 4 5 2 0 6 3 1
fujuqos 4 5 2 1 0 3 6
fujuqso 4 5 2 1 0 6 3
fujuoqs 4 5 2 1 3 0 6
fujuosq 4 5 2 1 3 6 0
fujusqo 4 5 2 1 6 0 3
fujusoq 4 5 2 1 6 3 0
fujoqus 4 5 2 3 0 1 6
fujoqsu 4 5 2 3 0 6 1
fujouqs 4 5 2 3 1 0 6
fujousq 4 5 2 3 1 6 0
fujosqu 4 5 2 3 6 0 1
fujosuq 4 5 2 3 6 1 0
fujsquo 4 5 2 6 0 1 3
fujsqou 4 5 2 6 0 3 1
fujsuqo 4 5 2 6 1 0 3
fujsuoq 4 5 2 6 1 3 0
fujsoqu 4 5 2 6 3 0 1
fujsouq 4 5 2 6 3 1 0
fuoqujs 4 5 3 0 1 2 6
fuoqusj 4 5 3 0 1 6 2
fuoqjus 4 5 3 0 2 1 6
fuoqjsu 4 5 3 0 2 6 1
fuoqsuj 4 5 3 0 6 1 2
fuoqsju 4 5 3 0 6 2 1
fuouqjs 4 5 3 1 0 2 6
fuouqsj 4 5 3 1 0 6 2
fuoujqs 4 5 3 1 2 0 6
fuoujsq 4 5 3 1 2 6 0
fuousqj 4 5 3 1 6 0 2
fuousjq 4 5 3 1 6 2 0
fuojqus 4 5 3 2 0 1 6
fuojqsu 4 5 3 2 0 6 1
fuojuqs 4 5 3 2 1 0 6
fuojusq 4 5 3 2 1 6 0
fuojsqu 4 5 3 2 6 0 1
fuojsuq 4 5 3 2 6 1 0
fuosquj 4 5 3 6 0 1 2
fuosqju 4 5 3 6 0 2 1
fuosuqj 4 5 3 6 1 0 2
fuosujq 4 5 3 6 1 2 0
fuosjqu 4 5 3 6 2 0 1
fuosjuq 4 5 3 6 2 1 0
fusqujo 4 5 6 0 1 2 3
fusquoj 4 5 6 0 1 3 2
fusqjuo 4 5 6 0 2 1 3
fusqjou 4 5 6 0 2 3 1
fusqouj 4 5 6 0 3 1 2
fusqoju 4 5 6 0 3 2 1
fusuqjo 4 5 6 1 0 2 3
fusuqoj 4 5 6 1 0 3 2
fusujqo 4 5 6 1 2 0 3
fusujoq 4 5 6 1 2 3 0
fusuoqj 4 5 6 1 3 0 2
fusuojq 4 5 6 1 3 2 0
fusjquo 4 5 6 2 0 1 3
fusjqou 4 5 6 2 0 3 1
fusjuqo 4 5 6 2 1 0 3
fusjuoq 4 5 6 2 1 3 0
fusjoqu 4 5 6 2 3 0 1
fusjouq 4 5 6 2 3 1 0
fusoquj 4 5 6 3 0 1 2
fusoqju 4 5 6 3 0 2 1
fusouqj 4 5 6 3 1 0 2
fusoujq 4 5 6 3 1 2 0
fusojqu 4 5 6 3 2 0 1
fusojuq 4 5 6 3 2 1 0
fsqujou 4 6 0 1 2 3 5
fsqujuo 4 6 0 1 2 5 3
fsquoju 4 6 0 1 3 2 5
fsquouj 4 6 0 1 3 5 2
fsquujo 4 6 0 1 5 2 3
fsquuoj 4 6 0 1 5 3 2
fsqjuou 4 6 0 2 1 3 5
fsqjuuo 4 6 0 2 1 5 3
fsqjouu 4 6 0 2 3 1 5
fsqjouu 4 6 0 2 3 5 1
fsqjuuo 4 6 0 2 5 1 3
fsqjuou 4 6 0 2 5 3 1
fsqouju 4 6 0 3 1 2 5
fsqouuj 4 6 0 3 1 5 2
fsqojuu 4 6 0 3 2 1 5
fsqojuu 4 6 0 3 2 5 1
fsqouuj 4 6 0 3 5 1 2
fsqouju 4 6 0 3 5 2 1
fsquujo 4 6 0 5 1 2 3
fsquuoj 4 6 0 5 1 3 2
fsqujuo 4 6 0 5 2 1 3
fsqujou 4 6 0 5 2 3 1
fsquouj 4 6 0 5 3 1 2
fsquoju 4 6 0 5 3 2 1
fsuqjou 4 6 1 0 2 3 5
fsuqjuo 4 6 1 0 2 5 3
fsuqoju 4 6 1 0 3 2 5
fsuqouj 4 6 1 0 3 5 2
fsuqujo 4 6 1 0 5 2 3
fsuquoj 4 6 1 0 5 3 2
fsujqou 4 6 1 2 0 3 5
fsujquo 4 6 1 2 0 5 3
fsujoqu 4 6 1 2 3 0 5
fsujouq 4 6 1 2 3 5 0
fsujuqo 4 6 1 2 5 0 3
fsujuoq 4 6 1 2 5 3 0
fsuoqju 4 6 1 3 0 2 5
fsuoquj 4 6 1 3 0 5 2
fsuojqu 4 6 1 3 2 0 5
fsuojuq 4 6 1 3 2 5 0
fsuouqj 4 6 1 3 5 0 2
fsuoujq 4 6 1 3 5 2 0
fsuuqjo 4 6 1 5 0 2 3
fsuuqoj 4 6 1 5 0 3 2
fsuujqo 4 6 1 5 2 0 3
fsuujoq 4 6 1 5 2 3 0
fsuuoqj 4 6 1 5 3 0 2
fsuuojq 4 6 1 5 3 2 0
fsjquou 4 6 2 0 1 3 5
fsjquuo 4 6 2 0 1 5 3
fsjqouu 4 6 2 0 3 1 5
fsjqouu 4 6 2 0 3 5 1
fsjquuo 4 6 2 0 5 1 3
fsjquou 4 6 2 0 5 3 1
fsjuqou 4 6 2 1 0 3 5
fsjuquo 4 6 2 1 0 5 3
fsjuoqu 4 6 2 1 3 0 5
fsjuouq 4 6 2 1 3 5 0
fsjuuqo 4 6 2 1 5 0 3
fsjuuoq 4 6 2 1 5 3 0
fsjoquu 4 6 2 3 0 1 5
fsjoquu 4 6 2 3 0 5 1
fsjouqu 4 6 2 3 1 0 5
fsjouuq 4 6 2 3 1 5 0
fsjouqu 4 6 2 3 5 0 1
fsjouuq 4 6 2 3 5 1 0
fsjuquo 4 6 2 5 0 1 3
fsjuqou 4 6 2 5 0 3 1
fsjuuqo 4 6 2 5 1 0 3
fsjuuoq 4 6 2 5 1 3 0
fsjuoqu 4 6 2 5 3 0 1
fsjuouq 4 6 2 5 3 1 0
fsoquju 4 6 3 0 1 2 5
fsoquuj 4 6 3 0 1 5 2
fsoqjuu 4 6 3 0 2 1 5
fsoqjuu 4 6 3 0 2 5 1
fsoquuj 4 6 3 0 5 1 2
fsoquju 4 6 3 0 5 2 1
fsouqju 4 6 3 1 0 2 5
fsouquj 4 6 3 1 0 5 2
fsoujqu 4 6 3 1 2 0 5
fsoujuq 4 6 3 1 2 5 0
fsouuqj 4 6 3 1 5 0 2
fsouujq 4 6 3 1 5 2 0
fsojquu 4 6 3 2 0 1 5
fsojquu 4 6 3 2 0 5 1
fsojuqu 4 6 3 2 1 0 5
fsojuuq 4 6 3 2 1 5 0
fsojuqu 4 6 3 2 5 0 1
fsojuuq 4 6 3 2 5 1 0
fsouquj 4 6 3 5 0 1 2
fsouqju 4 6 3 5 0 2 1
fsouuqj 4 6 3 5 1 0 2
fsouujq 4 6 3 5 1 2 0
fsoujqu 4 6 3 5 2 0 1
fsoujuq 4 6 3 5 2 1 0
fsuqujo 4 6 5 0 1 2 3
fsuquoj 4 6 5 0 1 3 2
fsuqjuo 4 6 5 0 2 1 3
fsuqjou 4 6 5 0 2 3 1
fsuqouj 4 6 5 0 3 1 2
fsuqoju 4 6 5 0 3 2 1
fsuuqjo 4 6 5 1 0 2 3
fsuuqoj 4 6 5 1 0 3 2
fsuujqo 4 6 5 1 2 0 3
fsuujoq 4 6 5 1 2 3 0
fsuuoqj 4 6 5 1 3 0 2
fsuuojq 4 6 5 1 3 2 0
fsujquo 4 6 5 2 0 1 3
fsujqou 4 6 5 2 0 3 1
fsujuqo 4 6 5 2 1 0 3
fsujuoq 4 6 5 2 1 3 0
fsujoqu 4 6 5 2 3 0 1
fsujouq 4 6 5 2 3 1 0
fsuoquj 4 6 5 3 0 1 2
fsuoqju 4 6 5 3 0 2 1
fsuouqj 4 6 5 3 1 0 2
fsuoujq 4 6 5 3 1 2 0
fsuojqu 4 6 5 3 2 0 1
fsuojuq 4 6 5 3 2 1 0
uqujofs 5 0 1 2 3 4 6
uqujosf 5 0 1 2 3 6 4
uqujfos 5 0 1 2 4 3 6
uqujfso 5 0 1 2 4 6 3
uqujsof 5 0 1 2 6 3 4
uqujsfo 5 0 1 2 6 4 3
uquojfs 5 0 1 3 2 4 6
uquojsf 5 0 1 3 2 6 4
uquofjs 5 0 1 3 4 2 6
uquofsj 5 0 1 3 4 6 2
uquosjf 5 0 1 3 6 2 4
uquosfj 5 0 1 3 6 4 2
uqufjos 5 0 1 4 2 3 6
uqufjso 5 0 1 4 2 6 3
uqufojs 5 0 1 4 3 2 6
uqufosj 5 0 1 4 3 6 2
uqufsjo 5 0 1 4 6 2 3
uqufsoj 5 0 1 4 6 3 2
uqusjof 5 0 1 6 2 3 4
uqusjfo 5 0 1 6 2 4 3
uqusojf 5 0 1 6 3 2 4
uqusofj 5 0 1 6 3 4 2
uqusfjo 5 0 1 6 4 2 3
uqusfoj 5 0 1 6 4 3 2
uqjuofs 5 0 2 1 3 4 6
uqjuosf 5 0 2 1 3 6 4
uqjufos 5 0 2 1 4 3 6
uqjufso 5 0 2 1 4 6 3
uqjusof 5 0 2 1 6 3 4
uqjusfo 5 0 2 1 6 4 3
uqjoufs 5 0 2 3 1 4 6
uqjousf 5 0 2 3 1 6 4
uqjofus 5 0 2 3 4 1 6
uqjofsu 5 0 2 3 4 6 1
uqjosuf 5 0 2 3 6 1 4
uqjosfu 5 0 2 3 6 4 1
uqjfuos 5 0 2 4 1 3 6
uqjfuso 5 0 2 4 1 6 3
uqjfous 5 0 2 4 3 1 6
uqjfosu 5 0 2 4 3 6 1
uqjfsuo 5 0 2 4 6 1 3
uqjfsou 5 0 2 4 6 3 1
uqjsuof 5 0 2 6 1 3 4
uqjsufo 5 0 2 6 1 4 3
uqjsouf 5 0 2 6 3 1 4
uqjsofu 5 0 2 6 3 4 1
uqjsfuo 5 0 2 6 4 1 3
uqjsfou 5 0 2 6 4 3 1
uqoujfs 5 0 3 1 2 4 6
uqoujsf 5 0 3 1 2 6 4
uqoufjs 5 0 3 1 4 2 6
uqoufsj 5 0 3 1 4 6 2
uqousjf 5 0 3 1 6 2 4
uqousfj 5 0 3 1 6 4 2
uqojufs 5 0 3 2 1 4 6
uqojusf 5 0 3 2 1 6 4
uqojfus 5 0 3 2 4 1 6
uqojfsu 5 0 3 2 4 6 1
uqojsuf 5 0 3 2 6 1 4
uqojsfu 5 0 3 2 6 4 1
uqofujs 5 0 3 4 1 2 6
uqofusj 5 0 3 4 1 6 2
uqofjus 5 0 3 4 2 1 6
uqofjsu 5 0 3 4 2 6 1
uqofsuj 5 0 3 4 6 1 2
uqofsju 5 0 3 4 6 2 1
uqosujf 5 0 3 6 1 2 4
uqosufj 5 0 3 6 1 4 2
uqosjuf 5 0 3 6 2 1 4
uqosjfu 5 0 3 6 2 4 1
uqosfuj 5 0 3 6 4 1 2
uqosfju 5 0 3 6 4 2 1
uqfujos 5 0 4 1 2 3 6
uqfujso 5 0 4 1 2 6 3
uqfuojs 5 0 4 1 3 2 6
uqfuosj 5 0 4 1 3 6 2
uqfusjo 5 0 4 1 6 2 3
uqfusoj 5 0 4 1 6 3 2
uqfjuos 5 0 4 2 1 3 6
uqfjuso 5 0 4 2 1 6 3
uqfjous 5 0 4 2 3 1 6
uqfjosu 5 0 4 2 3 6 1
uqfjsuo 5 0 4 2 6 1 3
uqfjsou 5 0 4 2 6 3 1
uqfoujs 5 0 4 3 1 2 6
uqfousj 5 0 4 3 1 6 2
uqfojus 5 0 4 3 2 1 6
uqfojsu 5 0 4 3 2 6 1
uqfosuj 5 0 4 3 6 1 2
uqfosju 5 0 4 3 6 2 1
uqfsujo 5 0 4 6 1 2 3
uqfsuoj 5 0 4 6 1 3 2
uqfsjuo 5 0 4 6 2 1 3
uqfsjou 5 0 4 6 2 3 1
uqfsouj 5 0 4 6 3 1 2
uqfsoju 5 0 4 6 3 2 1
uqsujof 5 0 6 1 2 3 4
uqsujfo 5 0 6 1 2 4 3
uqsuojf 5 0 6 1 3 2 4
uqsuofj 5 0 6 1 3 4 2
uqsufjo 5 0 6 1 4 2 3
uqsufoj 5 0 6 1 4 3 2
uqsjuof 5 0 6 2 1 3 4
uqsjufo 5 0 6 2 1 4 3
uqsjouf 5 0 6 2 3 1 4
uqsjofu 5 0 6 2 3 4 1
uqsjfuo 5 0 6 2 4 1 3
uqsjfou 5 0 6 2 4 3 1
uqsoujf 5 0 6 3 1 2 4
uqsoufj 5 0 6 3 1 4 2
uqsojuf 5 0 6 3 2 1 4
uqsojfu 5 0 6 3 2 4 1
uqsofuj 5 0 6 3 4 1 2
uqsofju 5 0 6 3 4 2 1
uqsfujo 5 0 6 4 1 2 3
uqsfuoj 5 0 6 4 1 3 2
uqsfjuo 5 0 6 4 2 1 3
uqsfjou 5 0 6 4 2 3 1
uqsfouj 5 0 6 4 3 1 2
uqsfoju 5 0 6 4 3 2 1
uuqjofs 5 1 0 2 3 4 6
uuqjosf 5 1 0 2 3 6 4
uuqjfos 5 1 0 2 4 3 6
uuqjfso 5 1 0 2 4 6 3
uuqjsof 5 1 0 2 6 3 4
uuqjsfo 5 1 0 2 6 4 3
uuqojfs 5 1 0 3 2 4 6
uuqojsf 5 1 0 3 2 6 4
uuqofjs 5 1 0 3 4 2 6
uuqofsj 5 1 0 3 4 6 2
uuqosjf 5 1 0 3 6 2 4
uuqosfj 5 1 0 3 6 4 2
uuqfjos 5 1 0 4 2 3 6
uuqfjso 5 1 0 4 2 6 3
uuqfojs 5 1 0 4 3 2 6
uuqfosj 5 1 0 4 3 6 2
uuqfsjo 5 1 0 4 6 2 3
uuqfsoj 5 1 0 4 6 3 2
uuqsjof 5 1 0 6 2 3 4
uuqsjfo 5 1 0 6 2 4 3
uuqsojf 5 1 0 6 3 2 4
uuqsofj 5 1 0 6 3 4 2
uuqsfjo 5 1 0 6 4 2 3
uuqsfoj 5 1 0 6 4 3 2
uujqofs 5 1 2 0 3 4 6
uujqosf 5 1 2 0 3 6 4
uujqfos 5 1 2 0 4 3 6
uujqfso 5 1 2 0 4 6 3
uujqsof 5 1 2 0 6 3 4
uujqsfo 5 1 2 0 6 4 3
uujoqfs 5 1 2 3 0 4 6
uujoqsf 5 1 2 3 0 6 4
uujofqs 5 1 2 3 4 0 6
uujofsq 5 1 2 3 4 6 0
uujosqf 5 1 2 3 6 0 4
uujosfq 5 1 2 3 6 4 0
uujfqos 5 1 2 4 0 3 6
uujfqso 5 1 2 4 0 6 3
uujfoqs 5 1 2 4 3 0 6
uujfosq 5 1 2 4 3 6 0
uujfsqo 5 1 2 4 6 0 3
uujfsoq 5 1 2 4 6 3 0
uujsqof 5 1 2 6 0 3 4
uujsqfo 5 1 2 6 0 4 3
uujsoqf 5 1 2 6 3 0 4
uujsofq 5 1 2 6 3 4 0
uujsfqo 5 1 2 6 4 0 3
uujsfoq 5 1 2 6 4 3 0
uuoqjfs 5 1 3 0 2 4 6
uuoqjsf 5 1 3 0 2 6 4
uuoqfjs 5 1 3 0 4 2 6
uuoqfsj 5 1 3 0 4 6 2
uuoqsjf 5 1 3 0 6 2 4
uuoqsfj 5 1 3 0 6 4 2
uuojqfs 5 1 3 2 0 4 6
uuojqsf 5 1 3 2 0 6 4
uuojfqs 5 1 3 2 4 0 6
uuojfsq 5 1 3 2 4 6 0
uuojsqf 5 1 3 2 6 0 4
uuojsfq 5 1 3 2 6 4 0
uuofqjs 5 1 3 4 0 2 6
uuofqsj 5 1 3 4 0 6 2
uuofjqs 5 1 3 4 2 0 6
uuofjsq 5 1 3 4 2 6 0
uuofsqj 5 1 3 4 6 0 2
uuofsjq 5 1 3 4 6 2 0
uuosqjf 5 1 3 6 0 2 4
uuosqfj 5 1 3 6 0 4 2
uuosjqf 5 1 3 6 2 0 4
uuosjfq 5 1 3 6 2 4 0
uuosfqj 5 1 3 6 4 0 2
uuosfjq 5 1 3 6 4 2 0
uufqjos 5 1 4 0 2 3 6
uufqjso 5 1 4 0 2 6 3
uufqojs 5 1 4 0 3 2 6
uufqosj 5 1 4 0 3 6 2
uufqsjo 5 1 4 0 6 2 3
uufqsoj 5 1 4 0 6 3 2
uufjqos 5 1 4 2 0 3 6
uufjqso 5 1 4 2 0 6 3
uufjoqs 5 1 4 2 3 0 6
uufjosq 5 1 4 2 3 6 0
uufjsqo 5 1 4 2 6 0 3
uufjsoq 5 1 4 2 6 3 0
uufoqjs 5 1 4 3 0 2 6
uufoqsj 5 1 4 3 0 6 2
uufojqs 5 1 4 3 2 0 6
uufojsq 5 1 4 3 2 6 0
uufosqj 5 1 4 3 6 0 2
uufosjq 5 1 4 3 6 2 0
uufsqjo 5 1 4 6 0 2 3
uufsqoj 5 1 4 6 0 3 2
uufsjqo 5 1 4 6 2 0 3
uufsjoq 5 1 4 6 2 3 0
uufsoqj 5 1 4 6 3 0 2
uufsojq 5 1 4 6 3 2 0
uusqjof 5 1 6 0 2 3 4
uusqjfo 5 1 6 0 2 4 3
uusqojf 5 1 6 0 3 2 4
uusqofj 5 1 6 0 3 4 2
uusqfjo 5 1 6 0 4 2 3
uusqfoj 5 1 6 0 4 3 2
uusjqof 5 1 6 2 0 3 4
uusjqfo 5 1 6 2 0 4 3
uusjoqf 5 1 6 2 3 0 4
uusjofq 5 1 6 2 3 4 0
uusjfqo 5 1 6 2 4 0 3
uusjfoq 5 1 6 2 4 3 0
uusoqjf 5 1 6 3 0 2 4
uusoqfj 5 1 6 3 0 4 2
uusojqf 5 1 6 3 2 0 4
uusojfq 5 1 6 3 2 4 0
uusofqj 5 1 6 3 4 0 2
uusofjq 5 1 6 3 4 2 0
uusfqjo 5 1 6 4 0 2 3
uusfqoj 5 1 6 4 0 3 2
uusfjqo 5 1 6 4 2 0 3
uusfjoq 5 1 6 4 2 3 0
uusfoqj 5 1 6 4 3 0 2
uusfojq 5 1 6 4 3 2 0
ujquofs 5 2 0 1 3 4 6
ujquosf 5 2 0 1 3 6 4
ujqufos 5 2 0 1 4 3 6
ujqufso 5 2 0 1 4 6 3
ujqusof 5 2 0 1 6 3 4
ujqusfo 5 2 0 1 6 4 3
ujqoufs 5 2 0 3 1 4 6
ujqousf 5 2 0 3 1 6 4
ujqofus 5 2 0 3 4 1 6
ujqofsu 5 2 0 3 4 6 1
ujqosuf 5 2 0 3 6 1 4
ujqosfu 5 2 0 3 6 4 1
ujqfuos 5 2 0 4 1 3 6
ujqfuso 5 2 0 4 1 6 3
ujqfous 5 2 0 4 3 1 6
ujqfosu 5 2 0 4 3 6 1
ujqfsuo 5 2 0 4 6 1 3
ujqfsou 5 2 0 4 6 3 1
ujqsuof 5 2 0 6 1 3 4
ujqsufo 5 2 0 6 1 4 3
ujqsouf 5 2 0 6 3 1 4
ujqsofu 5 2 0 6 3 4 1
ujqsfuo 5 2 0 6 4 1 3
ujqsfou 5 2 0 6 4 3 1
ujuqofs 5 2 1 0 3 4 6
ujuqosf 5 2 1 0 3 6 4
ujuqfos 5 2 1 0 4 3 6
ujuqfso 5 2 1 0 4 6 3
ujuqsof 5 2 1 0 6 3 4
ujuqsfo 5 2 1 0 6 4 3
ujuoqfs 5 2 1 3 0 4 6
ujuoqsf 5 2 1 3 0 6 4
ujuofqs 5 2 1 3 4 0 6
ujuofsq 5 2 1 3 4 6 0
ujuosqf 5 2 1 3 6 0 4
ujuosfq 5 2 1 3 6 4 0
ujufqos 5 2 1 4 0 3 6
ujufqso 5 2 1 4 0 6 3
ujufoqs 5 2 1 4 3 0 6
ujufosq 5 2 1 4 3 6 0
ujufsqo 5 2 1 4 6 0 3
ujufsoq 5 2 1 4 6 3 0
ujusqof 5 2 1 6 0 3 4
ujusqfo 5 2 1 6 0 4 3
ujusoqf 5 2 1 6 3 0 4
ujusofq 5 2 1 6 3 4 0
ujusfqo 5 2 1 6 4 0 3
ujusfoq 5 2 1 6 4 3 0
ujoqufs 5 2 3 0 1 4 6
ujoqusf 5 2 3 0 1 6 4
ujoqfus 5 2 3 0 4 1 6
ujoqfsu 5 2 3 0 4 6 1
ujoqsuf 5 2 3 0 6 1 4
ujoqsfu 5 2 3 0 6 4 1
ujouqfs 5 2 3 1 0 4 6
ujouqsf 5 2 3 1 0 6 4
ujoufqs 5 2 3 1 4 0 6
ujoufsq 5 2 3 1 4 6 0
ujousqf 5 2 3 1 6 0 4
ujousfq 5 2 3 1 6 4 0
ujofqus 5 2 3 4 0 1 6
ujofqsu 5 2 3 4 0 6 1
ujofuqs 5 2 3 4 1 0 6
ujofusq 5 2 3 4 1 6 0
ujofsqu 5 2 3 4 6 0 1
ujofsuq 5 2 3 4 6 1 0
ujosquf 5 2 3 6 0 1 4
ujosqfu 5 2 3 6 0 4 1
ujosuqf 5 2 3 6 1 0 4
ujosufq 5 2 3 6 1 4 0
ujosfqu 5 2 3 6 4 0 1
ujosfuq 5 2 3 6 4 1 0
ujfquos 5 2 4 0 1 3 6
ujfquso 5 2 4 0 1 6 3
ujfqous 5 2 4 0 3 1 6
ujfqosu 5 2 4 0 3 6 1
ujfqsuo 5 2 4 0 6 1 3
ujfqsou 5 2 4 0 6 3 1
ujfuqos 5 2 4 1 0 3 6
ujfuqso 5 2 4 1 0 6 3
ujfuoqs 5 2 4 1 3 0 6
ujfuosq 5 2 4 1 3 6 0
ujfusqo 5 2 4 1 6 0 3
ujfusoq 5 2 4 1 6 3 0
ujfoqus 5 2 4 3 0 1 6
ujfoqsu 5 2 4 3 0 6 1
ujfouqs 5 2 4 3 1 0 6
ujfousq 5 2 4 3 1 6 0
ujfosqu 5 2 4 3 6 0 1
ujfosuq 5 2 4 3 6 1 0
ujfsquo 5 2 4 6 0 1 3
ujfsqou 5 2 4 6 0 3 1
ujfsuqo 5 2 4 6 1 0 3
ujfsuoq 5 2 4 6 1 3 0
ujfsoqu 5 2 4 6 3 0 1
ujfsouq 5 2 4 6 3 1 0
ujsquof 5 2 6 0 1 3 4
ujsqufo 5 2 6 0 1 4 3
ujsqouf 5 2 6 0 3 1 4
ujsqofu 5 2 6 0 3 4 1
ujsqfuo 5 2 6 0 4 1 3
ujsqfou 5 2 6 0 4 3 1
ujsuqof 5 2 6 1 0 3 4
ujsuqfo 5 2 6 1 0 4 3
ujsuoqf 5 2 6 1 3 0 4
ujsuofq 5 2 6 1 3 4 0
ujsufqo 5 2 6 1 4 0 3
ujsufoq 5 2 6 1 4 3 0
ujsoquf 5 2 6 3 0 1 4
ujsoqfu 5 2 6 3 0 4 1
ujsouqf 5 2 6 3 1 0 4
ujsoufq 5 2 6 3 1 4 0
ujsofqu 5 2 6 3 4 0 1
ujsofuq 5 2 6 3 4 1 0
ujsfquo 5 2 6 4 0 1 3
ujsfqou 5 2 6 4 0 3 1
ujsfuqo 5 2 6 4 1 0 3
ujsfuoq 5 2 6 4 1 3 0
ujsfoqu 5 2 6 4 3 0 1
ujsfouq 5 2 6 4 3 1 0
uoqujfs 5 3 0 1 2 4 6
uoqujsf 5 3 0 1 2 6 4
uoqufjs 5 3 0 1 4 2 6
uoqufsj 5 3 0 1 4 6 2
uoqusjf 5 3 0 1 6 2 4
uoqusfj 5 3 0 1 6 4 2
uoqjufs 5 3 0 2 1 4 6
uoqjusf 5 3 0 2 1 6 4
uoqjfus 5 3 0 2 4 1 6
uoqjfsu 5 3 0 2 4 6 1
uoqjsuf 5 3 0 2 6 1 4
uoqjsfu 5 3 0 2 6 4 1
uoqfujs 5 3 0 4 1 2 6
uoqfusj 5 3 0 4 1 6 2
uoqfjus 5 3 0 4 2 1 6
uoqfjsu 5 3 0 4 2 6 1
uoqfsuj 5 3 0 4 6 1 2
uoqfsju 5 3 0 4 6 2 1
uoqsujf 5 3 0 6 1 2 4
uoqsufj 5 3 0 6 1 4 2
uoqsjuf 5 3 0 6 2 1 4
uoqsjfu 5 3 0 6 2 4 1
uoqsfuj 5 3 0 6 4 1 2
uoqsfju 5 3 0 6 4 2 1
uouqjfs 5 3 1 0 2 4 6
uouqjsf 5 3 1 0 2 6 4
uouqfjs 5 3 1 0 4 2 6
uouqfsj 5 3 1 0 4 6 2
uouqsjf 5 3 1 0 6 2 4
uouqsfj 5 3 1 0 6 4 2
uoujqfs 5 3 1 2 0 4 6
uoujqsf 5 3 1 2 0 6 4
uoujfqs 5 3 1 2 4 0 6
uoujfsq 5 3 1 2 4 6 0
uoujsqf 5 3 1 2 6 0 4
uoujsfq 5 3 1 2 6 4 0
uoufqjs 5 3 1 4 0 2 6
uoufqsj 5 3 1 4 0 6 2
uoufjqs 5 3 1 4 2 0 6
uoufjsq 5 3 1 4 2 6 0
uoufsqj 5 3 1 4 6 0 2
uoufsjq 5 3 1 4 6 2 0
uousqjf 5 3 1 6 0 2 4
uousqfj 5 3 1 6 0 4 2
uousjqf 5 3 1 6 2 0 4
uousjfq 5 3 1 6 2 4 0
uousfqj 5 3 1 6 4 0 2
uousfjq 5 3 1 6 4 2 0
uojqufs 5 3 2 0 1 4 6
uojqusf 5 3 2 0 1 6 4
uojqfus 5 3 2 0 4 1 6
uojqfsu 5 3 2 0 4 6 1
uojqsuf 5 3 2 0 6 1 4
uojqsfu 5 3 2 0 6 4 1
uojuqfs 5 3 2 1 0 4 6
uojuqsf 5 3 2 1 0 6 4
uojufqs 5 3 2 1 4 0 6
uojufsq 5 3 2 1 4 6 0
uojusqf 5 3 2 1 6 0 4
uojusfq 5 3 2 1 6 4 0
uojfqus 5 3 2 4 0 1 6
uojfqsu 5 3 2 4 0 6 1
uojfuqs 5 3 2 4 1 0 6
uojfusq 5 3 2 4 1 6 0
uojfsqu 5 3 2 4 6 0 1
uojfsuq 5 3 2 4 6 1 0
uojsquf 5 3 2 6 0 1 4
uojsqfu 5 3 2 6 0 4 1
uojsuqf 5 3 2 6 1 0 4
uojsufq 5 3 2 6 1 4 0
uojsfqu 5 3 2 6 4 0 1
uojsfuq 5 3 2 6 4 1 0
uofqujs 5 3 4 0 1 2 6
uofqusj 5 3 4 0 1 6 2
uofqjus 5 3 4 0 2 1 6
uofqjsu 5 3 4 0 2 6 1
uofqsuj 5 3 4 0 6 1 2
uofqsju 5 3 4 0 6 2 1
uofuqjs 5 3 4 1 0 2 6
uofuqsj 5 3 4 1 0 6 2
uofujqs 5 3 4 1 2 0 6
uofujsq 5 3 4 1 2 6 0
uofusqj 5 3 4 1 6 0 2
uofusjq 5 3 4 1 6 2 0
uofjqus 5 3 4 2 0 1 6
uofjqsu 5 3 4 2 0 6 1
uofjuqs 5 3 4 2 1 0 6
uofjusq 5 3 4 2 1 6 0
uofjsqu 5 3 4 2 6 0 1
uofjsuq 5 3 4 2 6 1 0
uofsquj 5 3 4 6 0 1 2
uofsqju 5 3 4 6 0 2 1
uofsuqj 5 3 4 6 1 0 2
uofsujq 5 3 4 6 1 2 0
uofsjqu 5 3 4 6 2 0 1
uofsjuq 5 3 4 6 2 1 0
uosqujf 5 3 6 0 1 2 4
uosqufj 5 3 6 0 1 4 2
uosqjuf 5 3 6 0 2 1 4
uosqjfu 5 3 6 0 2 4 1
uosqfuj 5 3 6 0 4 1 2
uosqfju 5 3 6 0 4 2 1
uosuqjf 5 3 6 1 0 2 4
uosuqfj 5 3 6 1 0 4 2
uosujqf 5 3 6 1 2 0 4
uosujfq 5 3 6 1 2 4 0
uosufqj 5 3 6 1 4 0 2
uosufjq 5 3 6 1 4 2 0
uosjquf 5 3 6 2 0 1 4
uosjqfu 5 3 6 2 0 4 1
uosjuqf 5 3 6 2 1 0 4
uosjufq 5 3 6 2 1 4 0
uosjfqu 5 3 6 2 4 0 1
uosjfuq 5 3 6 2 4 1 0
uosfquj 5 3 6 4 0 1 2
