Shift: 6
gkzevki 0 1 2 3 4 5 6
vkzgeki 4 5 2 0 3 1 6
vkzgeik 4 5 2 0 3 6 1
vkzgike 4 5 2 0 6 1 3
vkzgiek 4 5 2 0 6 3 1
vkzkgei 4 5 2 1 0 3 6
vkzkgie 4 5 2 1 0 6 3
vkzkegi 4 5 2 1 3 0 6
vkzkeig 4 5 2 1 3 6 0
vkzkige 4 5 2 1 6 0 3
vkzkieg 4 5 2 1 6 3 0
vkzegki 4 5 2 3 0 1 6
vkzegik 4 5 2 3 0 6 1
vkzekgi 4 5 2 3 1 0 6
vkzekig 4 5 2 3 1 6 0
vkzeigk 4 5 2 3 6 0 1
vkzeikg 4 5 2 3 6 1 0
vkzigke 4 5 2 6 0 1 3
vkzigek 4 5 2 6 0 3 1
vkzikge 4 5 2 6 1 0 3
vkzikeg 4 5 2 6 1 3 0
vkziegk 4 5 2 6 3 0 1
vkziekg 4 5 2 6 3 1 0
vkegkzi 4 5 3 0 1 2 6
vkegkiz 4 5 3 0 1 6 2
vkegzki 4 5 3 0 2 1 6
vkegzik 4 5 3 0 2 6 1
vkegikz 4 5 3 0 6 1 2
vkegizk 4 5 3 0 6 2 1
vkekgzi 4 5 3 1 0 2 6
vkekgiz 4 5 3 1 0 6 2
vkekzgi 4 5 3 1 2 0 6
vkekzig 4 5 3 1 2 6 0
vkekigz 4 5 3 1 6 0 2
vkekizg 4 5 3 1 6 2 0
vkezgki 4 5 3 2 0 1 6
vkezgik 4 5 3 2 0 6 1
vkezkgi 4 5 3 2 1 0 6
vkezkig 4 5 3 2 1 6 0
vkezigk 4 5 3 2 6 0 1
vkezikg 4 5 3 2 6 1 0
vkeigkz 4 5 3 6 0 1 2
vkeigzk 4 5 3 6 0 2 1
vkeikgz 4 5 3 6 1 0 2
vkeikzg 4 5 3 6 1 2 0
vkeizgk 4 5 3 6 2 0 1
vkeizkg 4 5 3 6 2 1 0
vkigkze 4 5 6 0 1 2 3
vkigkez 4 5 6 0 1 3 2
vkigzke 4 5 6 0 2 1 3
vkigzek 4 5 6 0 2 3 1
vkigekz 4 5 6 0 3 1 2
vkigezk 4 5 6 0 3 2 1
vkikgze 4 5 6 1 0 2 3
vkikgez 4 5 6 1 0 3 2
vkikzge 4 5 6 1 2 0 3
vkikzeg 4 5 6 1 2 3 0
vkikegz 4 5 6 1 3 0 2
vkikezg 4 5 6 1 3 2 0
vkizgke 4 5 6 2 0 1 3
vkizgek 4 5 6 2 0 3 1
vkizkge 4 5 6 2 1 0 3
vkizkeg 4 5 6 2 1 3 0
vkizegk 4 5 6 2 3 0 1
vkizekg 4 5 6 2 3 1 0
vkiegkz 4 5 6 3 0 1 2
vkiegzk 4 5 6 3 0 2 1
vkiekgz 4 5 6 3 1 0 2
vkiekzg 4 5 6 3 1 2 0
vkiezgk 4 5 6 3 2 0 1
vkiezkg 4 5 6 3 2 1 0
vigkzek 4 6 0 1 2 3 5
vigkzke 4 6 0 1 2 5 3
vigkezk 4 6 0 1 3 2 5
vigkekz 4 6 0 1 3 5 2
vigkkze 4 6 0 1 5 2 3
vigkkez 4 6 0 1 5 3 2
vigzkek 4 6 0 2 1 3 5
vigzkke 4 6 0 2 1 5 3
vigzekk 4 6 0 2 3 1 5
vigzekk 4 6 0 2 3 5 1
vigzkke 4 6 0 2 5 1 3
vigzkek 4 6 0 2 5 3 1
vigekzk 4 6 0 3 1 2 5
vigekkz 4 6 0 3 1 5 2
vigezkk 4 6 0 3 2 1 5
vigezkk 4 6 0 3 2 5 1
vigekkz 4 6 0 3 5 1 2
vigekzk 4 6 0 3 5 2 1
vigkkze 4 6 0 5 1 2 3
vigkkez 4 6 0 5 1 3 2
vigkzke 4 6 0 5 2 1 3
vigkzek 4 6 0 5 2 3 1
vigkekz 4 6 0 5 3 1 2
vigkezk 4 6 0 5 3 2 1
vikgzek 4 6 1 0 2 3 5
vikgzke 4 6 1 0 2 5 3
vikgezk 4 6 1 0 3 2 5
vikgekz 4 6 1 0 3 5 2
vikgkze 4 6 1 0 5 2 3
vikgkez 4 6 1 0 5 3 2
vikzgek 4 6 1 2 0 3 5
vikzgke 4 6 1 2 0 5 3
vikzegk 4 6 1 2 3 0 5
vikzekg 4 6 1 2 3 5 0
vikzkge 4 6 1 2 5 0 3
vikzkeg 4 6 1 2 5 3 0
vikegzk 4 6 1 3 0 2 5
vikegkz 4 6 1 3 0 5 2
vikezgk 4 6 1 3 2 0 5
vikezkg 4 6 1 3 2 5 0
vikekgz 4 6 1 3 5 0 2
vikekzg 4 6 1 3 5 2 0
vikkgze 4 6 1 5 0 2 3
vikkgez 4 6 1 5 0 3 2
vikkzge 4 6 1 5 2 0 3
vikkzeg 4 6 1 5 2 3 0
vikkegz 4 6 1 5 3 0 2
vikkezg 4 6 1 5 3 2 0
vizgkek 4 6 2 0 1 3 5
vizgkke 4 6 2 0 1 5 3
vizgekk 4 6 2 0 3 1 5
vizgekk 4 6 2 0 3 5 1
vizgkke 4 6 2 0 5 1 3
vizgkek 4 6 2 0 5 3 1
vizkgek 4 6 2 1 0 3 5
vizkgke 4 6 2 1 0 5 3
vizkegk 4 6 2 1 3 0 5
vizkekg 4 6 2 1 3 5 0
vizkkge 4 6 2 1 5 0 3
vizkkeg 4 6 2 1 5 3 0
vizegkk 4 6 2 3 0 1 5
vizegkk 4 6 2 3 0 5 1
vizekgk 4 6 2 3 1 0 5
vizekkg 4 6 2 3 1 5 0
vizekgk 4 6 2 3 5 0 1
vizekkg 4 6 2 3 5 1 0
vizkgke 4 6 2 5 0 1 3
vizkgek 4 6 2 5 0 3 1
vizkkge 4 6 2 5 1 0 3
vizkkeg 4 6 2 5 1 3 0
vizkegk 4 6 2 5 3 0 1
vizkekg 4 6 2 5 3 1 0
viegkzk 4 6 3 0 1 2 5
viegkkz 4 6 3 0 1 5 2
viegzkk 4 6 3 0 2 1 5
viegzkk 4 6 3 0 2 5 1
viegkkz 4 6 3 0 5 1 2
viegkzk 4 6 3 0 5 2 1
viekgzk 4 6 3 1 0 2 5
viekgkz 4 6 3 1 0 5 2
viekzgk 4 6 3 1 2 0 5
viekzkg 4 6 3 1 2 5 0
viekkgz 4 6 3 1 5 0 2
viekkzg 4 6 3 1 5 2 0
viezgkk 4 6 3 2 0 1 5
viezgkk 4 6 3 2 0 5 1
viezkgk 4 6 3 2 1 0 5
viezkkg 4 6 3 2 1 5 0
viezkgk 4 6 3 2 5 0 1
viezkkg 4 6 3 2 5 1 0
viekgkz 4 6 3 5 0 1 2
viekgzk 4 6 3 5 0 2 1
viekkgz 4 6 3 5 1 0 2
viekkzg 4 6 3 5 1 2 0
viekzgk 4 6 3 5 2 0 1
viekzkg 4 6 3 5 2 1 0
vikgkze 4 6 5 0 1 2 3
vikgkez 4 6 5 0 1 3 2
vikgzke 4 6 5 0 2 1 3
vikgzek 4 6 5 0 2 3 1
vikgekz 4 6 5 0 3 1 2
vikgezk 4 6 5 0 3 2 1
vikkgze 4 6 5 1 0 2 3
vikkgez 4 6 5 1 0 3 2
vikkzge 4 6 5 1 2 0 3
vikkzeg 4 6 5 1 2 3 0
vikkegz 4 6 5 1 3 0 2
vikkezg 4 6 5 1 3 2 0
vikzgke 4 6 5 2 0 1 3
vikzgek 4 6 5 2 0 3 1
vikzkge 4 6 5 2 1 0 3
vikzkeg 4 6 5 2 1 3 0
vikzegk 4 6 5 2 3 0 1
vikzekg 4 6 5 2 3 1 0
vikegkz 4 6 5 3 0 1 2
vikegzk 4 6 5 3 0 2 1
vikekgz 4 6 5 3 1 0 2
vikekzg 4 6 5 3 1 2 0
vikezgk 4 6 5 3 2 0 1
vikezkg 4 6 5 3 2 1 0
kgkzevi 5 0 1 2 3 4 6
kgkzeiv 5 0 1 2 3 6 4
kgkzvei 5 0 1 2 4 3 6
kgkzvie 5 0 1 2 4 6 3
kgkziev 5 0 1 2 6 3 4
kgkzive 5 0 1 2 6 4 3
kgkezvi 5 0 1 3 2 4 6
kgkeziv 5 0 1 3 2 6 4
kgkevzi 5 0 1 3 4 2 6
kgkeviz 5 0 1 3 4 6 2
kgkeizv 5 0 1 3 6 2 4
kgkeivz 5 0 1 3 6 4 2
kgkvzei 5 0 1 4 2 3 6
kgkvzie 5 0 1 4 2 6 3
kgkvezi 5 0 1 4 3 2 6
kgkveiz 5 0 1 4 3 6 2
kgkvize 5 0 1 4 6 2 3
kgkviez 5 0 1 4 6 3 2
kgkizev 5 0 1 6 2 3 4
kgkizve 5 0 1 6 2 4 3
kgkiezv 5 0 1 6 3 2 4
kgkievz 5 0 1 6 3 4 2
kgkivze 5 0 1 6 4 2 3
kgkivez 5 0 1 6 4 3 2
kgzkevi 5 0 2 1 3 4 6
kgzkeiv 5 0 2 1 3 6 4
kgzkvei 5 0 2 1 4 3 6
kgzkvie 5 0 2 1 4 6 3
kgzkiev 5 0 2 1 6 3 4
kgzkive 5 0 2 1 6 4 3
kgzekvi 5 0 2 3 1 4 6
kgzekiv 5 0 2 3 1 6 4
kgzevki 5 0 2 3 4 1 6
kgzevik 5 0 2 3 4 6 1
kgzeikv 5 0 2 3 6 1 4
kgzeivk 5 0 2 3 6 4 1
kgzvkei 5 0 2 4 1 3 6
kgzvkie 5 0 2 4 1 6 3
kgzveki 5 0 2 4 3 1 6
kgzveik 5 0 2 4 3 6 1
kgzvike 5 0 2 4 6 1 3
kgzviek 5 0 2 4 6 3 1
kgzikev 5 0 2 6 1 3 4
kgzikve 5 0 2 6 1 4 3
kgziekv 5 0 2 6 3 1 4
kgzievk 5 0 2 6 3 4 1
kgzivke 5 0 2 6 4 1 3
kgzivek 5 0 2 6 4 3 1
kgekzvi 5 0 3 1 2 4 6
kgekziv 5 0 3 1 2 6 4
kgekvzi 5 0 3 1 4 2 6
kgekviz 5 0 3 1 4 6 2
kgekizv 5 0 3 1 6 2 4
kgekivz 5 0 3 1 6 4 2
kgezkvi 5 0 3 2 1 4 6
kgezkiv 5 0 3 2 1 6 4
kgezvki 5 0 3 2 4 1 6
kgezvik 5 0 3 2 4 6 1
kgezikv 5 0 3 2 6 1 4
kgezivk 5 0 3 2 6 4 1
kgevkzi 5 0 3 4 1 2 6
kgevkiz 5 0 3 4 1 6 2
kgevzki 5 0 3 4 2 1 6
kgevzik 5 0 3 4 2 6 1
kgevikz 5 0 3 4 6 1 2
kgevizk 5 0 3 4 6 2 1
kgeikzv 5 0 3 6 1 2 4
kgeikvz 5 0 3 6 1 4 2
kgeizkv 5 0 3 6 2 1 4
kgeizvk 5 0 3 6 2 4 1
kgeivkz 5 0 3 6 4 1 2
kgeivzk 5 0 3 6 4 2 1
kgvkzei 5 0 4 1 2 3 6
kgvkzie 5 0 4 1 2 6 3
kgvkezi 5 0 4 1 3 2 6
kgvkeiz 5 0 4 1 3 6 2
kgvkize 5 0 4 1 6 2 3
kgvkiez 5 0 4 1 6 3 2
kgvzkei 5 0 4 2 1 3 6
kgvzkie 5 0 4 2 1 6 3
kgvzeki 5 0 4 2 3 1 6
kgvzeik 5 0 4 2 3 6 1
kgvzike 5 0 4 2 6 1 3
kgvziek 5 0 4 2 6 3 1
kgvekzi 5 0 4 3 1 2 6
kgvekiz 5 0 4 3 1 6 2
kgvezki 5 0 4 3 2 1 6
kgvezik 5 0 4 3 2 6 1
kgveikz 5 0 4 3 6 1 2
kgveizk 5 0 4 3 6 2 1
kgvikze 5 0 4 6 1 2 3
kgvikez 5 0 4 6 1 3 2
kgvizke 5 0 4 6 2 1 3
kgvizek 5 0 4 6 2 3 1
kgviekz 5 0 4 6 3 1 2
kgviezk 5 0 4 6 3 2 1
kgikzev 5 0 6 1 2 3 4
kgikzve 5 0 6 1 2 4 3
kgikezv 5 0 6 1 3 2 4
kgikevz 5 0 6 1 3 4 2
kgikvze 5 0 6 1 4 2 3
kgikvez 5 0 6 1 4 3 2
kgizkev 5 0 6 2 1 3 4
kgizkve 5 0 6 2 1 4 3
kgizekv 5 0 6 2 3 1 4
kgizevk 5 0 6 2 3 4 1
kgizvke 5 0 6 2 4 1 3
kgizvek 5 0 6 2 4 3 1
kgiekzv 5 0 6 3 1 2 4
kgiekvz 5 0 6 3 1 4 2
kgiezkv 5 0 6 3 2 1 4
kgiezvk 5 0 6 3 2 4 1
kgievkz 5 0 6 3 4 1 2
kgievzk 5 0 6 3 4 2 1
kgivkze 5 0 6 4 1 2 3
kgivkez 5 0 6 4 1 3 2
kgivzke 5 0 6 4 2 1 3
kgivzek 5 0 6 4 2 3 1
kgivekz 5 0 6 4 3 1 2
kgivezk 5 0 6 4 3 2 1
kkgzevi 5 1 0 2 3 4 6
kkgzeiv 5 1 0 2 3 6 4
kkgzvei 5 1 0 2 4 3 6
kkgzvie 5 1 0 2 4 6 3
kkgziev 5 1 0 2 6 3 4
kkgzive 5 1 0 2 6 4 3
kkgezvi 5 1 0 3 2 4 6
kkgeziv 5 1 0 3 2 6 4
kkgevzi 5 1 0 3 4 2 6
kkgeviz 5 1 0 3 4 6 2
kkgeizv 5 1 0 3 6 2 4
kkgeivz 5 1 0 3 6 4 2
kkgvzei 5 1 0 4 2 3 6
kkgvzie 5 1 0 4 2 6 3
kkgvezi 5 1 0 4 3 2 6
kkgveiz 5 1 0 4 3 6 2
kkgvize 5 1 0 4 6 2 3
kkgviez 5 1 0 4 6 3 2
kkgizev 5 1 0 6 2 3 4
kkgizve 5 1 0 6 2 4 3
kkgiezv 5 1 0 6 3 2 4
kkgievz 5 1 0 6 3 4 2
kkgivze 5 1 0 6 4 2 3
kkgivez 5 1 0 6 4 3 2
kkzgevi 5 1 2 0 3 4 6
kkzgeiv 5 1 2 0 3 6 4
kkzgvei 5 1 2 0 4 3 6
kkzgvie 5 1 2 0 4 6 3
kkzgiev 5 1 2 0 6 3 4
kkzgive 5 1 2 0 6 4 3
kkzegvi 5 1 2 3 0 4 6
kkzegiv 5 1 2 3 0 6 4
kkzevgi 5 1 2 3 4 0 6
kkzevig 5 1 2 3 4 6 0
kkzeigv 5 1 2 3 6 0 4
kkzeivg 5 1 2 3 6 4 0
kkzvgei 5 1 2 4 0 3 6
kkzvgie 5 1 2 4 0 6 3
kkzvegi 5 1 2 4 3 0 6
kkzveig 5 1 2 4 3 6 0
kkzvige 5 1 2 4 6 0 3
kkzvieg 5 1 2 4 6 3 0
kkzigev 5 1 2 6 0 3 4
kkzigve 5 1 2 6 0 4 3
kkziegv 5 1 2 6 3 0 4
kkzievg 5 1 2 6 3 4 0
kkzivge 5 1 2 6 4 0 3
kkziveg 5 1 2 6 4 3 0
kkegzvi 5 1 3 0 2 4 6
kkegziv 5 1 3 0 2 6 4
kkegvzi 5 1 3 0 4 2 6
kkegviz 5 1 3 0 4 6 2
kkegizv 5 1 3 0 6 2 4
kkegivz 5 1 3 0 6 4 2
kkezgvi 5 1 3 2 0 4 6
kkezgiv 5 1 3 2 0 6 4
kkezvgi 5 1 3 2 4 0 6
kkezvig 5 1 3 2 4 6 0
kkezigv 5 1 3 2 6 0 4
kkezivg 5 1 3 2 6 4 0
kkevgzi 5 1 3 4 0 2 6
kkevgiz 5 1 3 4 0 6 2
kkevzgi 5 1 3 4 2 0 6
kkevzig 5 1 3 4 2 6 0
kkevigz 5 1 3 4 6 0 2
kkevizg 5 1 3 4 6 2 0
kkeigzv 5 1 3 6 0 2 4
kkeigvz 5 1 3 6 0 4 2
kkeizgv 5 1 3 6 2 0 4
kkeizvg 5 1 3 6 2 4 0
kkeivgz 5 1 3 6 4 0 2
kkeivzg 5 1 3 6 4 2 0
kkvgzei 5 1 4 0 2 3 6
kkvgzie 5 1 4 0 2 6 3
kkvgezi 5 1 4 0 3 2 6
kkvgeiz 5 1 4 0 3 6 2
kkvgize 5 1 4 0 6 2 3
kkvgiez 5 1 4 0 6 3 2
kkvzgei 5 1 4 2 0 3 6
kkvzgie 5 1 4 2 0 6 3
kkvzegi 5 1 4 2 3 0 6
kkvzeig 5 1 4 2 3 6 0
kkvzige 5 1 4 2 6 0 3
kkvzieg 5 1 4 2 6 3 0
kkvegzi 5 1 4 3 0 2 6
kkvegiz 5 1 4 3 0 6 2
kkvezgi 5 1 4 3 2 0 6
kkvezig 5 1 4 3 2 6 0
kkveigz 5 1 4 3 6 0 2
kkveizg 5 1 4 3 6 2 0
kkvigze 5 1 4 6 0 2 3
kkvigez 5 1 4 6 0 3 2
kkvizge 5 1 4 6 2 0 3
kkvizeg 5 1 4 6 2 3 0
kkviegz 5 1 4 6 3 0 2
kkviezg 5 1 4 6 3 2 0
kkigzev 5 1 6 0 2 3 4
kkigzve 5 1 6 0 2 4 3
kkigezv 5 1 6 0 3 2 4
kkigevz 5 1 6 0 3 4 2
kkigvze 5 1 6 0 4 2 3
kkigvez 5 1 6 0 4 3 2
kkizgev 5 1 6 2 0 3 4
kkizgve 5 1 6 2 0 4 3
kkizegv 5 1 6 2 3 0 4
kkizevg 5 1 6 2 3 4 0
kkizvge 5 1 6 2 4 0 3
kkizveg 5 1 6 2 4 3 0
kkiegzv 5 1 6 3 0 2 4
kkiegvz 5 1 6 3 0 4 2
kkiezgv 5 1 6 3 2 0 4
kkiezvg 5 1 6 3 2 4 0
kkievgz 5 1 6 3 4 0 2
kkievzg 5 1 6 3 4 2 0
kkivgze 5 1 6 4 0 2 3
kkivgez 5 1 6 4 0 3 2
kkivzge 5 1 6 4 2 0 3
kkivzeg 5 1 6 4 2 3 0
kkivegz 5 1 6 4 3 0 2
kkivezg 5 1 6 4 3 2 0
kzgkevi 5 2 0 1 3 4 6
kzgkeiv 5 2 0 1 3 6 4
kzgkvei 5 2 0 1 4 3 6
kzgkvie 5 2 0 1 4 6 3
kzgkiev 5 2 0 1 6 3 4
kzgkive 5 2 0 1 6 4 3
kzgekvi 5 2 0 3 1 4 6
kzgekiv 5 2 0 3 1 6 4
kzgevki 5 2 0 3 4 1 6
kzgevik 5 2 0 3 4 6 1
kzgeikv 5 2 0 3 6 1 4
kzgeivk 5 2 0 3 6 4 1
kzgvkei 5 2 0 4 1 3 6
kzgvkie 5 2 0 4 1 6 3
kzgveki 5 2 0 4 3 1 6
kzgveik 5 2 0 4 3 6 1
kzgvike 5 2 0 4 6 1 3
kzgviek 5 2 0 4 6 3 1
kzgikev 5 2 0 6 1 3 4
kzgikve 5 2 0 6 1 4 3
kzgiekv 5 2 0 6 3 1 4
kzgievk 5 2 0 6 3 4 1
kzgivke 5 2 0 6 4 1 3
kzgivek 5 2 0 6 4 3 1
kzkgevi 5 2 1 0 3 4 6
kzkgeiv 5 2 1 0 3 6 4
kzkgvei 5 2 1 0 4 3 6
kzkgvie 5 2 1 0 4 6 3
kzkgiev 5 2 1 0 6 3 4
kzkgive 5 2 1 0 6 4 3
kzkegvi 5 2 1 3 0 4 6
kzkegiv 5 2 1 3 0 6 4
kzkevgi 5 2 1 3 4 0 6
kzkevig 5 2 1 3 4 6 0
kzkeigv 5 2 1 3 6 0 4
kzkeivg 5 2 1 3 6 4 0
kzkvgei 5 2 1 4 0 3 6
kzkvgie 5 2 1 4 0 6 3
kzkvegi 5 2 1 4 3 0 6
kzkveig 5 2 1 4 3 6 0
kzkvige 5 2 1 4 6 0 3
kzkvieg 5 2 1 4 6 3 0
kzkigev 5 2 1 6 0 3 4
kzkigve 5 2 1 6 0 4 3
kzkiegv 5 2 1 6 3 0 4
kzkievg 5 2 1 6 3 4 0
kzkivge 5 2 1 6 4 0 3
kzkiveg 5 2 1 6 4 3 0
kzegkvi 5 2 3 0 1 4 6
kzegkiv 5 2 3 0 1 6 4
kzegvki 5 2 3 0 4 1 6
kzegvik 5 2 3 0 4 6 1
kzegikv 5 2 3 0 6 1 4
kzegivk 5 2 3 0 6 4 1
kzekgvi 5 2 3 1 0 4 6
kzekgiv 5 2 3 1 0 6 4
kzekvgi 5 2 3 1 4 0 6
kzekvig 5 2 3 1 4 6 0
kzekigv 5 2 3 1 6 0 4
kzekivg 5 2 3 1 6 4 0
kzevgki 5 2 3 4 0 1 6
kzevgik 5 2 3 4 0 6 1
kzevkgi 5 2 3 4 1 0 6
kzevkig 5 2 3 4 1 6 0
kzevigk 5 2 3 4 6 0 1
kzevikg 5 2 3 4 6 1 0
kzeigkv 5 2 3 6 0 1 4
kzeigvk 5 2 3 6 0 4 1
kzeikgv 5 2 3 6 1 0 4
kzeikvg 5 2 3 6 1 4 0
kzeivgk 5 2 3 6 4 0 1
kzeivkg 5 2 3 6 4 1 0
kzvgkei 5 2 4 0 1 3 6
kzvgkie 5 2 4 0 1 6 3
kzvgeki 5 2 4 0 3 1 6
kzvgeik 5 2 4 0 3 6 1
kzvgike 5 2 4 0 6 1 3
kzvgiek 5 2 4 0 6 3 1
kzvkgei 5 2 4 1 0 3 6
kzvkgie 5 2 4 1 0 6 3
kzvkegi 5 2 4 1 3 0 6
kzvkeig 5 2 4 1 3 6 0
kzvkige 5 2 4 1 6 0 3
kzvkieg 5 2 4 1 6 3 0
kzvegki 5 2 4 3 0 1 6
kzvegik 5 2 4 3 0 6 1
kzvekgi 5 2 4 3 1 0 6
kzvekig 5 2 4 3 1 6 0
kzveigk 5 2 4 3 6 0 1
kzveikg 5 2 4 3 6 1 0
kzvigke 5 2 4 6 0 1 3
kzvigek 5 2 4 6 0 3 1
kzvikge 5 2 4 6 1 0 3
kzvikeg 5 2 4 6 1 3 0
kzviegk 5 2 4 6 3 0 1
kzviekg 5 2 4 6 3 1 0
kzigkev 5 2 6 0 1 3 4
kzigkve 5 2 6 0 1 4 3
kzigekv 5 2 6 0 3 1 4
kzigevk 5 2 6 0 3 4 1
kzigvke 5 2 6 0 4 1 3
kzigvek 5 2 6 0 4 3 1
kzikgev 5 2 6 1 0 3 4
kzikgve 5 2 6 1 0 4 3
kzikegv 5 2 6 1 3 0 4
kzikevg 5 2 6 1 3 4 0
kzikvge 5 2 6 1 4 0 3
kzikveg 5 2 6 1 4 3 0
kziegkv 5 2 6 3 0 1 4
kziegvk 5 2 6 3 0 4 1
kziekgv 5 2 6 3 1 0 4
kziekvg 5 2 6 3 1 4 0
kzievgk 5 2 6 3 4 0 1
kzievkg 5 2 6 3 4 1 0
kzivgke 5 2 6 4 0 1 3
kzivgek 5 2 6 4 0 3 1
kzivkge 5 2 6 4 1 0 3
kzivkeg 5 2 6 4 1 3 0
kzivegk 5 2 6 4 3 0 1
kzivekg 5 2 6 4 3 1 0
kegkzvi 5 3 0 1 2 4 6
kegkziv 5 3 0 1 2 6 4
kegkvzi 5 3 0 1 4 2 6
kegkviz 5 3 0 1 4 6 2
kegkizv 5 3 0 1 6 2 4
kegkivz 5 3 0 1 6 4 2
kegzkvi 5 3 0 2 1 4 6
kegzkiv 5 3 0 2 1 6 4
kegzvki 5 3 0 2 4 1 6
kegzvik 5 3 0 2 4 6 1
kegzikv 5 3 0 2 6 1 4
kegzivk 5 3 0 2 6 4 1
kegvkzi 5 3 0 4 1 2 6
kegvkiz 5 3 0 4 1 6 2
kegvzki 5 3 0 4 2 1 6
kegvzik 5 3 0 4 2 6 1
kegvikz 5 3 0 4 6 1 2
kegvizk 5 3 0 4 6 2 1
kegikzv 5 3 0 6 1 2 4
kegikvz 5 3 0 6 1 4 2
kegizkv 5 3 0 6 2 1 4
kegizvk 5 3 0 6 2 4 1
kegivkz 5 3 0 6 4 1 2
kegivzk 5 3 0 6 4 2 1
kekgzvi 5 3 1 0 2 4 6
kekgziv 5 3 1 0 2 6 4
kekgvzi 5 3 1 0 4 2 6
kekgviz 5 3 1 0 4 6 2
kekgizv 5 3 1 0 6 2 4
kekgivz 5 3 1 0 6 4 2
kekzgvi 5 3 1 2 0 4 6
kekzgiv 5 3 1 2 0 6 4
kekzvgi 5 3 1 2 4 0 6
kekzvig 5 3 1 2 4 6 0
kekzigv 5 3 1 2 6 0 4
kekzivg 5 3 1 2 6 4 0
kekvgzi 5 3 1 4 0 2 6
kekvgiz 5 3 1 4 0 6 2
kekvzgi 5 3 1 4 2 0 6
kekvzig 5 3 1 4 2 6 0
kekvigz 5 3 1 4 6 0 2
kekvizg 5 3 1 4 6 2 0
kekigzv 5 3 1 6 0 2 4
kekigvz 5 3 1 6 0 4 2
kekizgv 5 3 1 6 2 0 4
kekizvg 5 3 1 6 2 4 0
kekivgz 5 3 1 6 4 0 2
kekivzg 5 3 1 6 4 2 0
kezgkvi 5 3 2 0 1 4 6
kezgkiv 5 3 2 0 1 6 4
kezgvki 5 3 2 0 4 1 6
kezgvik 5 3 2 0 4 6 1
kezgikv 5 3 2 0 6 1 4
kezgivk 5 3 2 0 6 4 1
kezkgvi 5 3 2 1 0 4 6
kezkgiv 5 3 2 1 0 6 4
kezkvgi 5 3 2 1 4 0 6
kezkvig 5 3 2 1 4 6 0
kezkigv 5 3 2 1 6 0 4
kezkivg 5 3 2 1 6 4 0
kezvgki 5 3 2 4 0 1 6
kezvgik 5 3 2 4 0 6 1
kezvkgi 5 3 2 4 1 0 6
kezvkig 5 3 2 4 1 6 0
kezvigk 5 3 2 4 6 0 1
kezvikg 5 3 2 4 6 1 0
kezigkv 5 3 2 6 0 1 4
kezigvk 5 3 2 6 0 4 1
kezikgv 5 3 2 6 1 0 4
kezikvg 5 3 2 6 1 4 0
kezivgk 5 3 2 6 4 0 1
kezivkg 5 3 2 6 4 1 0
kevgkzi 5 3 4 0 1 2 6
kevgkiz 5 3 4 0 1 6 2
kevgzki 5 3 4 0 2 1 6
kevgzik 5 3 4 0 2 6 1
kevgikz 5 3 4 0 6 1 2
kevgizk 5 3 4 0 6 2 1
kevkgzi 5 3 4 1 0 2 6
kevkgiz 5 3 4 1 0 6 2
kevkzgi 5 3 4 1 2 0 6
kevkzig 5 3 4 1 2 6 0
kevkigz 5 3 4 1 6 0 2
kevkizg 5 3 4 1 6 2 0
kevzgki 5 3 4 2 0 1 6
kevzgik 5 3 4 2 0 6 1
kevzkgi 5 3 4 2 1 0 6
kevzkig 5 3 4 2 1 6 0
kevzigk 5 3 4 2 6 0 1
kevzikg 5 3 4 2 6 1 0
kevigkz 5 3 4 6 0 1 2
kevigzk 5 3 4 6 0 2 1
kevikgz 5 3 4 6 1 0 2
kevikzg 5 3 4 6 1 2 0
kevizgk 5 3 4 6 2 0 1
kevizkg 5 3 4 6 2 1 0
keigkzv 5 3 6 0 1 2 4
keigkvz 5 3 6 0 1 4 2
keigzkv 5 3 6 0 2 1 4
keigzvk 5 3 6 0 2 4 1
keigvkz 5 3 6 0 4 1 2
keigvzk 5 3 6 0 4 2 1
keikgzv 5 3 6 1 0 2 4
keikgvz 5 3 6 1 0 4 2
keikzgv 5 3 6 1 2 0 4
keikzvg 5 3 6 1 2 4 0
keikvgz 5 3 6 1 4 0 2
keikvzg 5 3 6 1 4 2 0
keizgkv 5 3 6 2 0 1 4
keizgvk 5 3 6 2 0 4 1
keizkgv 5 3 6 2 1 0 4
keizkvg 5 3 6 2 1 4 0
keizvgk 5 3 6 2 4 0 1
keizvkg 5 3 6 2 4 1 0
keivgkz 5 3 6 4 0 1 2
keivgzk 5 3 6 4 0 2 1
keivkgz 5 3 6 4 1 0 2
keivkzg 5 3 6 4 1 2 0
keivzgk 5 3 6 4 2 0 1
keivzkg 5 3 6 4 2 1 0
kvgkzei 5 4 0 1 2 3 6
kvgkzie 5 4 0 1 2 6 3
kvgkezi 5 4 0 1 3 2 6
kvgkeiz 5 4 0 1 3 6 2
kvgkize 5 4 0 1 6 2 3
kvgkiez 5 4 0 1 6 3 2
kvgzkei 5 4 0 2 1 3 6
kvgzkie 5 4 0 2 1 6 3
kvgzeki 5 4 0 2 3 1 6
kvgzeik 5 4 0 2 3 6 1
kvgzike 5 4 0 2 6 1 3
kvgziek 5 4 0 2 6 3 1
kvgekzi 5 4 0 3 1 2 6
kvgekiz 5 4 0 3 1 6 2
kvgezki 5 4 0 3 2 1 6
kvgezik 5 4 0 3 2 6 1
