Shift: 22
wapulay 0 1 2 3 4 5 6
lyapwua 4 6 1 2 0 3 5
lyapwau 4 6 1 2 0 5 3
lyapuwa 4 6 1 2 3 0 5
lyapuaw 4 6 1 2 3 5 0
lyapawu 4 6 1 2 5 0 3
lyapauw 4 6 1 2 5 3 0
lyauwpa 4 6 1 3 0 2 5
lyauwap 4 6 1 3 0 5 2
lyaupwa 4 6 1 3 2 0 5
lyaupaw 4 6 1 3 2 5 0
lyauawp 4 6 1 3 5 0 2
lyauapw 4 6 1 3 5 2 0
lyaawpu 4 6 1 5 0 2 3
lyaawup 4 6 1 5 0 3 2
lyaapwu 4 6 1 5 2 0 3
lyaapuw 4 6 1 5 2 3 0
lyaauwp 4 6 1 5 3 0 2
lyaaupw 4 6 1 5 3 2 0
lypwaua 4 6 2 0 1 3 5
lypwaau 4 6 2 0 1 5 3
lypwuaa 4 6 2 0 3 1 5
lypwuaa 4 6 2 0 3 5 1
lypwaau 4 6 2 0 5 1 3
lypwaua 4 6 2 0 5 3 1
lypawua 4 6 2 1 0 3 5
lypawau 4 6 2 1 0 5 3
lypauwa 4 6 2 1 3 0 5
lypauaw 4 6 2 1 3 5 0
lypaawu 4 6 2 1 5 0 3
lypaauw 4 6 2 1 5 3 0
lypuwaa 4 6 2 3 0 1 5
lypuwaa 4 6 2 3 0 5 1
lypuawa 4 6 2 3 1 0 5
lypuaaw 4 6 2 3 1 5 0
lypuawa 4 6 2 3 5 0 1
lypuaaw 4 6 2 3 5 1 0
lypawau 4 6 2 5 0 1 3
lypawua 4 6 2 5 0 3 1
lypaawu 4 6 2 5 1 0 3
lypaauw 4 6 2 5 1 3 0
lypauwa 4 6 2 5 3 0 1
lypauaw 4 6 2 5 3 1 0
lyuwapa 4 6 3 0 1 2 5
lyuwaap 4 6 3 0 1 5 2
lyuwpaa 4 6 3 0 2 1 5
lyuwpaa 4 6 3 0 2 5 1
lyuwaap 4 6 3 0 5 1 2
lyuwapa 4 6 3 0 5 2 1
lyuawpa 4 6 3 1 0 2 5
lyuawap 4 6 3 1 0 5 2
lyuapwa 4 6 3 1 2 0 5
lyuapaw 4 6 3 1 2 5 0
lyuaawp 4 6 3 1 5 0 2
lyuaapw 4 6 3 1 5 2 0
lyupwaa 4 6 3 2 0 1 5
lyupwaa 4 6 3 2 0 5 1
lyupawa 4 6 3 2 1 0 5
lyupaaw 4 6 3 2 1 5 0
lyupawa 4 6 3 2 5 0 1
lyupaaw 4 6 3 2 5 1 0
lyuawap 4 6 3 5 0 1 2
lyuawpa 4 6 3 5 0 2 1
lyuaawp 4 6 3 5 1 0 2
lyuaapw 4 6 3 5 1 2 0
lyuapwa 4 6 3 5 2 0 1
lyuapaw 4 6 3 5 2 1 0
lyawapu 4 6 5 0 1 2 3
lyawaup 4 6 5 0 1 3 2
lyawpau 4 6 5 0 2 1 3
lyawpua 4 6 5 0 2 3 1
lyawuap 4 6 5 0 3 1 2
lyawupa 4 6 5 0 3 2 1
lyaawpu 4 6 5 1 0 2 3
lyaawup 4 6 5 1 0 3 2
lyaapwu 4 6 5 1 2 0 3
lyaapuw 4 6 5 1 2 3 0
lyaauwp 4 6 5 1 3 0 2
lyaaupw 4 6 5 1 3 2 0
lyapwau 4 6 5 2 0 1 3
lyapwua 4 6 5 2 0 3 1
lyapawu 4 6 5 2 1 0 3
lyapauw 4 6 5 2 1 3 0
lyapuwa 4 6 5 2 3 0 1
lyapuaw 4 6 5 2 3 1 0
lyauwap 4 6 5 3 0 1 2
lyauwpa 4 6 5 3 0 2 1
lyauawp 4 6 5 3 1 0 2
lyauapw 4 6 5 3 1 2 0
lyaupwa 4 6 5 3 2 0 1
lyaupaw 4 6 5 3 2 1 0
awapuly 5 0 1 2 3 4 6
awapuyl 5 0 1 2 3 6 4
awapluy 5 0 1 2 4 3 6
awaplyu 5 0 1 2 4 6 3
awapyul 5 0 1 2 6 3 4
awapylu 5 0 1 2 6 4 3
awauply 5 0 1 3 2 4 6
awaupyl 5 0 1 3 2 6 4
awaulpy 5 0 1 3 4 2 6
awaulyp 5 0 1 3 4 6 2
awauypl 5 0 1 3 6 2 4
awauylp 5 0 1 3 6 4 2
awalpuy 5 0 1 4 2 3 6
awalpyu 5 0 1 4 2 6 3
awalupy 5 0 1 4 3 2 6
awaluyp 5 0 1 4 3 6 2
awalypu 5 0 1 4 6 2 3
awalyup 5 0 1 4 6 3 2
awaypul 5 0 1 6 2 3 4
awayplu 5 0 1 6 2 4 3
awayupl 5 0 1 6 3 2 4
awayulp 5 0 1 6 3 4 2
awaylpu 5 0 1 6 4 2 3
awaylup 5 0 1 6 4 3 2
awpauly 5 0 2 1 3 4 6
awpauyl 5 0 2 1 3 6 4
awpaluy 5 0 2 1 4 3 6
awpalyu 5 0 2 1 4 6 3
awpayul 5 0 2 1 6 3 4
awpaylu 5 0 2 1 6 4 3
awpualy 5 0 2 3 1 4 6
awpuayl 5 0 2 3 1 6 4
awpulay 5 0 2 3 4 1 6
awpulya 5 0 2 3 4 6 1
awpuyal 5 0 2 3 6 1 4
awpuyla 5 0 2 3 6 4 1
awplauy 5 0 2 4 1 3 6
awplayu 5 0 2 4 1 6 3
awpluay 5 0 2 4 3 1 6
awpluya 5 0 2 4 3 6 1
awplyau 5 0 2 4 6 1 3
awplyua 5 0 2 4 6 3 1
awpyaul 5 0 2 6 1 3 4
awpyalu 5 0 2 6 1 4 3
awpyual 5 0 2 6 3 1 4
awpyula 5 0 2 6 3 4 1
awpylau 5 0 2 6 4 1 3
awpylua 5 0 2 6 4 3 1
awuaply 5 0 3 1 2 4 6
awuapyl 5 0 3 1 2 6 4
awualpy 5 0 3 1 4 2 6
awualyp 5 0 3 1 4 6 2
awuaypl 5 0 3 1 6 2 4
awuaylp 5 0 3 1 6 4 2
awupaly 5 0 3 2 1 4 6
awupayl 5 0 3 2 1 6 4
awuplay 5 0 3 2 4 1 6
awuplya 5 0 3 2 4 6 1
awupyal 5 0 3 2 6 1 4
awupyla 5 0 3 2 6 4 1
awulapy 5 0 3 4 1 2 6
awulayp 5 0 3 4 1 6 2
awulpay 5 0 3 4 2 1 6
awulpya 5 0 3 4 2 6 1
awulyap 5 0 3 4 6 1 2
awulypa 5 0 3 4 6 2 1
awuyapl 5 0 3 6 1 2 4
awuyalp 5 0 3 6 1 4 2
awuypal 5 0 3 6 2 1 4
awuypla 5 0 3 6 2 4 1
awuylap 5 0 3 6 4 1 2
awuylpa 5 0 3 6 4 2 1
awlapuy 5 0 4 1 2 3 6
awlapyu 5 0 4 1 2 6 3
awlaupy 5 0 4 1 3 2 6
awlauyp 5 0 4 1 3 6 2
awlaypu 5 0 4 1 6 2 3
awlayup 5 0 4 1 6 3 2
awlpauy 5 0 4 2 1 3 6
awlpayu 5 0 4 2 1 6 3
awlpuay 5 0 4 2 3 1 6
awlpuya 5 0 4 2 3 6 1
awlpyau 5 0 4 2 6 1 3
awlpyua 5 0 4 2 6 3 1
awluapy 5 0 4 3 1 2 6
awluayp 5 0 4 3 1 6 2
awlupay 5 0 4 3 2 1 6
awlupya 5 0 4 3 2 6 1
awluyap 5 0 4 3 6 1 2
awluypa 5 0 4 3 6 2 1
awlyapu 5 0 4 6 1 2 3
awlyaup 5 0 4 6 1 3 2
awlypau 5 0 4 6 2 1 3
awlypua 5 0 4 6 2 3 1
awlyuap 5 0 4 6 3 1 2
awlyupa 5 0 4 6 3 2 1
awyapul 5 0 6 1 2 3 4
awyaplu 5 0 6 1 2 4 3
awyaupl 5 0 6 1 3 2 4
awyaulp 5 0 6 1 3 4 2
awyalpu 5 0 6 1 4 2 3
awyalup 5 0 6 1 4 3 2
awypaul 5 0 6 2 1 3 4
awypalu 5 0 6 2 1 4 3
awypual 5 0 6 2 3 1 4
awypula 5 0 6 2 3 4 1
awyplau 5 0 6 2 4 1 3
awyplua 5 0 6 2 4 3 1
awyuapl 5 0 6 3 1 2 4
awyualp 5 0 6 3 1 4 2
awyupal 5 0 6 3 2 1 4
awyupla 5 0 6 3 2 4 1
awyulap 5 0 6 3 4 1 2
awyulpa 5 0 6 3 4 2 1
awylapu 5 0 6 4 1 2 3
awylaup 5 0 6 4 1 3 2
awylpau 5 0 6 4 2 1 3
awylpua 5 0 6 4 2 3 1
awyluap 5 0 6 4 3 1 2
awylupa 5 0 6 4 3 2 1
aawpuly 5 1 0 2 3 4 6
aawpuyl 5 1 0 2 3 6 4
aawpluy 5 1 0 2 4 3 6
aawplyu 5 1 0 2 4 6 3
aawpyul 5 1 0 2 6 3 4
aawpylu 5 1 0 2 6 4 3
aawuply 5 1 0 3 2 4 6
aawupyl 5 1 0 3 2 6 4
aawulpy 5 1 0 3 4 2 6
aawulyp 5 1 0 3 4 6 2
aawuypl 5 1 0 3 6 2 4
aawuylp 5 1 0 3 6 4 2
aawlpuy 5 1 0 4 2 3 6
aawlpyu 5 1 0 4 2 6 3
aawlupy 5 1 0 4 3 2 6
aawluyp 5 1 0 4 3 6 2
aawlypu 5 1 0 4 6 2 3
aawlyup 5 1 0 4 6 3 2
aawypul 5 1 0 6 2 3 4
aawyplu 5 1 0 6 2 4 3
aawyupl 5 1 0 6 3 2 4
aawyulp 5 1 0 6 3 4 2
aawylpu 5 1 0 6 4 2 3
aawylup 5 1 0 6 4 3 2
aapwuly 5 1 2 0 3 4 6
aapwuyl 5 1 2 0 3 6 4
aapwluy 5 1 2 0 4 3 6
aapwlyu 5 1 2 0 4 6 3
aapwyul 5 1 2 0 6 3 4
aapwylu 5 1 2 0 6 4 3
aapuwly 5 1 2 3 0 4 6
aapuwyl 5 1 2 3 0 6 4
aapulwy 5 1 2 3 4 0 6
aapulyw 5 1 2 3 4 6 0
aapuywl 5 1 2 3 6 0 4
aapuylw 5 1 2 3 6 4 0
aaplwuy 5 1 2 4 0 3 6
aaplwyu 5 1 2 4 0 6 3
aapluwy 5 1 2 4 3 0 6
aapluyw 5 1 2 4 3 6 0
aaplywu 5 1 2 4 6 0 3
aaplyuw 5 1 2 4 6 3 0
aapywul 5 1 2 6 0 3 4
aapywlu 5 1 2 6 0 4 3
aapyuwl 5 1 2 6 3 0 4
aapyulw 5 1 2 6 3 4 0
aapylwu 5 1 2 6 4 0 3
aapyluw 5 1 2 6 4 3 0
aauwply 5 1 3 0 2 4 6
aauwpyl 5 1 3 0 2 6 4
aauwlpy 5 1 3 0 4 2 6
aauwlyp 5 1 3 0 4 6 2
aauwypl 5 1 3 0 6 2 4
aauwylp 5 1 3 0 6 4 2
aaupwly 5 1 3 2 0 4 6
aaupwyl 5 1 3 2 0 6 4
aauplwy 5 1 3 2 4 0 6
aauplyw 5 1 3 2 4 6 0
aaupywl 5 1 3 2 6 0 4
aaupylw 5 1 3 2 6 4 0
aaulwpy 5 1 3 4 0 2 6
aaulwyp 5 1 3 4 0 6 2
aaulpwy 5 1 3 4 2 0 6
aaulpyw 5 1 3 4 2 6 0
aaulywp 5 1 3 4 6 0 2
aaulypw 5 1 3 4 6 2 0
aauywpl 5 1 3 6 0 2 4
aauywlp 5 1 3 6 0 4 2
aauypwl 5 1 3 6 2 0 4
aauyplw 5 1 3 6 2 4 0
aauylwp 5 1 3 6 4 0 2
aauylpw 5 1 3 6 4 2 0
aalwpuy 5 1 4 0 2 3 6
aalwpyu 5 1 4 0 2 6 3
aalwupy 5 1 4 0 3 2 6
aalwuyp 5 1 4 0 3 6 2
aalwypu 5 1 4 0 6 2 3
aalwyup 5 1 4 0 6 3 2
aalpwuy 5 1 4 2 0 3 6
aalpwyu 5 1 4 2 0 6 3
aalpuwy 5 1 4 2 3 0 6
aalpuyw 5 1 4 2 3 6 0
aalpywu 5 1 4 2 6 0 3
aalpyuw 5 1 4 2 6 3 0
aaluwpy 5 1 4 3 0 2 6
aaluwyp 5 1 4 3 0 6 2
aalupwy 5 1 4 3 2 0 6
aalupyw 5 1 4 3 2 6 0
aaluywp 5 1 4 3 6 0 2
aaluypw 5 1 4 3 6 2 0
aalywpu 5 1 4 6 0 2 3
aalywup 5 1 4 6 0 3 2
aalypwu 5 1 4 6 2 0 3
aalypuw 5 1 4 6 2 3 0
aalyuwp 5 1 4 6 3 0 2
aalyupw 5 1 4 6 3 2 0
aaywpul 5 1 6 0 2 3 4
aaywplu 5 1 6 0 2 4 3
aaywupl 5 1 6 0 3 2 4
aaywulp 5 1 6 0 3 4 2
aaywlpu 5 1 6 0 4 2 3
aaywlup 5 1 6 0 4 3 2
aaypwul 5 1 6 2 0 3 4
aaypwlu 5 1 6 2 0 4 3
aaypuwl 5 1 6 2 3 0 4
aaypulw 5 1 6 2 3 4 0
aayplwu 5 1 6 2 4 0 3
aaypluw 5 1 6 2 4 3 0
aayuwpl 5 1 6 3 0 2 4
aayuwlp 5 1 6 3 0 4 2
aayupwl 5 1 6 3 2 0 4
aayuplw 5 1 6 3 2 4 0
aayulwp 5 1 6 3 4 0 2
aayulpw 5 1 6 3 4 2 0
aaylwpu 5 1 6 4 0 2 3
aaylwup 5 1 6 4 0 3 2
aaylpwu 5 1 6 4 2 0 3
aaylpuw 5 1 6 4 2 3 0
aayluwp 5 1 6 4 3 0 2
aaylupw 5 1 6 4 3 2 0
apwauly 5 2 0 1 3 4 6
apwauyl 5 2 0 1 3 6 4
apwaluy 5 2 0 1 4 3 6
apwalyu 5 2 0 1 4 6 3
apwayul 5 2 0 1 6 3 4
apwaylu 5 2 0 1 6 4 3
apwualy 5 2 0 3 1 4 6
apwuayl 5 2 0 3 1 6 4
apwulay 5 2 0 3 4 1 6
apwulya 5 2 0 3 4 6 1
apwuyal 5 2 0 3 6 1 4
apwuyla 5 2 0 3 6 4 1
apwlauy 5 2 0 4 1 3 6
apwlayu 5 2 0 4 1 6 3
apwluay 5 2 0 4 3 1 6
apwluya 5 2 0 4 3 6 1
apwlyau 5 2 0 4 6 1 3
apwlyua 5 2 0 4 6 3 1
apwyaul 5 2 0 6 1 3 4
apwyalu 5 2 0 6 1 4 3
apwyual 5 2 0 6 3 1 4
apwyula 5 2 0 6 3 4 1
apwylau 5 2 0 6 4 1 3
apwylua 5 2 0 6 4 3 1
apawuly 5 2 1 0 3 4 6
apawuyl 5 2 1 0 3 6 4
apawluy 5 2 1 0 4 3 6
apawlyu 5 2 1 0 4 6 3
apawyul 5 2 1 0 6 3 4
apawylu 5 2 1 0 6 4 3
apauwly 5 2 1 3 0 4 6
apauwyl 5 2 1 3 0 6 4
apaulwy 5 2 1 3 4 0 6
apaulyw 5 2 1 3 4 6 0
apauywl 5 2 1 3 6 0 4
apauylw 5 2 1 3 6 4 0
apalwuy 5 2 1 4 0 3 6
apalwyu 5 2 1 4 0 6 3
apaluwy 5 2 1 4 3 0 6
apaluyw 5 2 1 4 3 6 0
apalywu 5 2 1 4 6 0 3
apalyuw 5 2 1 4 6 3 0
apaywul 5 2 1 6 0 3 4
apaywlu 5 2 1 6 0 4 3
apayuwl 5 2 1 6 3 0 4
apayulw 5 2 1 6 3 4 0
apaylwu 5 2 1 6 4 0 3
apayluw 5 2 1 6 4 3 0
apuwaly 5 2 3 0 1 4 6
apuwayl 5 2 3 0 1 6 4
apuwlay 5 2 3 0 4 1 6
apuwlya 5 2 3 0 4 6 1
apuwyal 5 2 3 0 6 1 4
apuwyla 5 2 3 0 6 4 1
apuawly 5 2 3 1 0 4 6
apuawyl 5 2 3 1 0 6 4
apualwy 5 2 3 1 4 0 6
apualyw 5 2 3 1 4 6 0
apuaywl 5 2 3 1 6 0 4
apuaylw 5 2 3 1 6 4 0
apulway 5 2 3 4 0 1 6
apulwya 5 2 3 4 0 6 1
apulawy 5 2 3 4 1 0 6
apulayw 5 2 3 4 1 6 0
apulywa 5 2 3 4 6 0 1
apulyaw 5 2 3 4 6 1 0
apuywal 5 2 3 6 0 1 4
apuywla 5 2 3 6 0 4 1
apuyawl 5 2 3 6 1 0 4
apuyalw 5 2 3 6 1 4 0
apuylwa 5 2 3 6 4 0 1
apuylaw 5 2 3 6 4 1 0
aplwauy 5 2 4 0 1 3 6
aplwayu 5 2 4 0 1 6 3
aplwuay 5 2 4 0 3 1 6
aplwuya 5 2 4 0 3 6 1
aplwyau 5 2 4 0 6 1 3
aplwyua 5 2 4 0 6 3 1
aplawuy 5 2 4 1 0 3 6
aplawyu 5 2 4 1 0 6 3
aplauwy 5 2 4 1 3 0 6
aplauyw 5 2 4 1 3 6 0
aplaywu 5 2 4 1 6 0 3
aplayuw 5 2 4 1 6 3 0
apluway 5 2 4 3 0 1 6
apluwya 5 2 4 3 0 6 1
apluawy 5 2 4 3 1 0 6
apluayw 5 2 4 3 1 6 0
apluywa 5 2 4 3 6 0 1
apluyaw 5 2 4 3 6 1 0
aplywau 5 2 4 6 0 1 3
aplywua 5 2 4 6 0 3 1
aplyawu 5 2 4 6 1 0 3
aplyauw 5 2 4 6 1 3 0
aplyuwa 5 2 4 6 3 0 1
aplyuaw 5 2 4 6 3 1 0
apywaul 5 2 6 0 1 3 4
apywalu 5 2 6 0 1 4 3
apywual 5 2 6 0 3 1 4
apywula 5 2 6 0 3 4 1
apywlau 5 2 6 0 4 1 3
apywlua 5 2 6 0 4 3 1
apyawul 5 2 6 1 0 3 4
apyawlu 5 2 6 1 0 4 3
apyauwl 5 2 6 1 3 0 4
apyaulw 5 2 6 1 3 4 0
apyalwu 5 2 6 1 4 0 3
apyaluw 5 2 6 1 4 3 0
apyuwal 5 2 6 3 0 1 4
apyuwla 5 2 6 3 0 4 1
apyuawl 5 2 6 3 1 0 4
apyualw 5 2 6 3 1 4 0
apyulwa 5 2 6 3 4 0 1
apyulaw 5 2 6 3 4 1 0
apylwau 5 2 6 4 0 1 3
apylwua 5 2 6 4 0 3 1
apylawu 5 2 6 4 1 0 3
apylauw 5 2 6 4 1 3 0
apyluwa 5 2 6 4 3 0 1
apyluaw 5 2 6 4 3 1 0
auwaply 5 3 0 1 2 4 6
auwapyl 5 3 0 1 2 6 4
auwalpy 5 3 0 1 4 2 6
auwalyp 5 3 0 1 4 6 2
auwaypl 5 3 0 1 6 2 4
auwaylp 5 3 0 1 6 4 2
auwpaly 5 3 0 2 1 4 6
auwpayl 5 3 0 2 1 6 4
auwplay 5 3 0 2 4 1 6
auwplya 5 3 0 2 4 6 1
auwpyal 5 3 0 2 6 1 4
auwpyla 5 3 0 2 6 4 1
auwlapy 5 3 0 4 1 2 6
auwlayp 5 3 0 4 1 6 2
auwlpay 5 3 0 4 2 1 6
auwlpya 5 3 0 4 2 6 1
auwlyap 5 3 0 4 6 1 2
auwlypa 5 3 0 4 6 2 1
auwyapl 5 3 0 6 1 2 4
auwyalp 5 3 0 6 1 4 2
auwypal 5 3 0 6 2 1 4
auwypla 5 3 0 6 2 4 1
auwylap 5 3 0 6 4 1 2
auwylpa 5 3 0 6 4 2 1
auawply 5 3 1 0 2 4 6
auawpyl 5 3 1 0 2 6 4
auawlpy 5 3 1 0 4 2 6
auawlyp 5 3 1 0 4 6 2
auawypl 5 3 1 0 6 2 4
auawylp 5 3 1 0 6 4 2
auapwly 5 3 1 2 0 4 6
auapwyl 5 3 1 2 0 6 4
auaplwy 5 3 1 2 4 0 6
auaplyw 5 3 1 2 4 6 0
auapywl 5 3 1 2 6 0 4
auapylw 5 3 1 2 6 4 0
aualwpy 5 3 1 4 0 2 6
aualwyp 5 3 1 4 0 6 2
aualpwy 5 3 1 4 2 0 6
aualpyw 5 3 1 4 2 6 0
aualywp 5 3 1 4 6 0 2
aualypw 5 3 1 4 6 2 0
auaywpl 5 3 1 6 0 2 4
auaywlp 5 3 1 6 0 4 2
auaypwl 5 3 1 6 2 0 4
auayplw 5 3 1 6 2 4 0
auaylwp 5 3 1 6 4 0 2
auaylpw 5 3 1 6 4 2 0
aupwaly 5 3 2 0 1 4 6
aupwayl 5 3 2 0 1 6 4
aupwlay 5 3 2 0 4 1 6
aupwlya 5 3 2 0 4 6 1
aupwyal 5 3 2 0 6 1 4
aupwyla 5 3 2 0 6 4 1
aupawly 5 3 2 1 0 4 6
aupawyl 5 3 2 1 0 6 4
aupalwy 5 3 2 1 4 0 6
aupalyw 5 3 2 1 4 6 0
aupaywl 5 3 2 1 6 0 4
aupaylw 5 3 2 1 6 4 0
auplway 5 3 2 4 0 1 6
auplwya 5 3 2 4 0 6 1
auplawy 5 3 2 4 1 0 6
auplayw 5 3 2 4 1 6 0
auplywa 5 3 2 4 6 0 1
auplyaw 5 3 2 4 6 1 0
aupywal 5 3 2 6 0 1 4
aupywla 5 3 2 6 0 4 1
aupyawl 5 3 2 6 1 0 4
aupyalw 5 3 2 6 1 4 0
aupylwa 5 3 2 6 4 0 1
aupylaw 5 3 2 6 4 1 0
aulwapy 5 3 4 0 1 2 6
aulwayp 5 3 4 0 1 6 2
aulwpay 5 3 4 0 2 1 6
aulwpya 5 3 4 0 2 6 1
aulwyap 5 3 4 0 6 1 2
aulwypa 5 3 4 0 6 2 1
aulawpy 5 3 4 1 0 2 6
aulawyp 5 3 4 1 0 6 2
aulapwy 5 3 4 1 2 0 6
aulapyw 5 3 4 1 2 6 0
aulaywp 5 3 4 1 6 0 2
aulaypw 5 3 4 1 6 2 0
aulpway 5 3 4 2 0 1 6
aulpwya 5 3 4 2 0 6 1
aulpawy 5 3 4 2 1 0 6
aulpayw 5 3 4 2 1 6 0
aulpywa 5 3 4 2 6 0 1
aulpyaw 5 3 4 2 6 1 0
aulywap 5 3 4 6 0 1 2
aulywpa 5 3 4 6 0 2 1
aulyawp 5 3 4 6 1 0 2
aulyapw 5 3 4 6 1 2 0
aulypwa 5 3 4 6 2 0 1
aulypaw 5 3 4 6 2 1 0
auywapl 5 3 6 0 1 2 4
auywalp 5 3 6 0 1 4 2
auywpal 5 3 6 0 2 1 4
auywpla 5 3 6 0 2 4 1
auywlap 5 3 6 0 4 1 2
auywlpa 5 3 6 0 4 2 1
auyawpl 5 3 6 1 0 2 4
auyawlp 5 3 6 1 0 4 2
auyapwl 5 3 6 1 2 0 4
auyaplw 5 3 6 1 2 4 0
auyalwp 5 3 6 1 4 0 2
auyalpw 5 3 6 1 4 2 0
auypwal 5 3 6 2 0 1 4
auypwla 5 3 6 2 0 4 1
auypawl 5 3 6 2 1 0 4
auypalw 5 3 6 2 1 4 0
auyplwa 5 3 6 2 4 0 1
auyplaw 5 3 6 2 4 1 0
auylwap 5 3 6 4 0 1 2
auylwpa 5 3 6 4 0 2 1
auylawp 5 3 6 4 1 0 2
auylapw 5 3 6 4 1 2 0
auylpwa 5 3 6 4 2 0 1
auylpaw 5 3 6 4 2 1 0
alwapuy 5 4 0 1 2 3 6
alwapyu 5 4 0 1 2 6 3
alwaupy 5 4 0 1 3 2 6
alwauyp 5 4 0 1 3 6 2
alwaypu 5 4 0 1 6 2 3
alwayup 5 4 0 1 6 3 2
alwpauy 5 4 0 2 1 3 6
alwpayu 5 4 0 2 1 6 3
alwpuay 5 4 0 2 3 1 6
alwpuya 5 4 0 2 3 6 1
alwpyau 5 4 0 2 6 1 3
alwpyua 5 4 0 2 6 3 1
alwuapy 5 4 0 3 1 2 6
alwuayp 5 4 0 3 1 6 2
alwupay 5 4 0 3 2 1 6
alwupya 5 4 0 3 2 6 1
alwuyap 5 4 0 3 6 1 2
alwuypa 5 4 0 3 6 2 1
alwyapu 5 4 0 6 1 2 3
alwyaup 5 4 0 6 1 3 2
alwypau 5 4 0 6 2 1 3
alwypua 5 4 0 6 2 3 1
alwyuap 5 4 0 6 3 1 2
alwyupa 5 4 0 6 3 2 1
alawpuy 5 4 1 0 2 3 6
alawpyu 5 4 1 0 2 6 3
alawupy 5 4 1 0 3 2 6
alawuyp 5 4 1 0 3 6 2
alawypu 5 4 1 0 6 2 3
alawyup 5 4 1 0 6 3 2
alapwuy 5 4 1 2 0 3 6
alapwyu 5 4 1 2 0 6 3
alapuwy 5 4 1 2 3 0 6
alapuyw 5 4 1 2 3 6 0
alapywu 5 4 1 2 6 0 3
alapyuw 5 4 1 2 6 3 0
alauwpy 5 4 1 3 0 2 6
alauwyp 5 4 1 3 0 6 2
alaupwy 5 4 1 3 2 0 6
alaupyw 5 4 1 3 2 6 0
alauywp 5 4 1 3 6 0 2
alauypw 5 4 1 3 6 2 0
alaywpu 5 4 1 6 0 2 3
alaywup 5 4 1 6 0 3 2
alaypwu 5 4 1 6 2 0 3
alaypuw 5 4 1 6 2 3 0
alayuwp 5 4 1 6 3 0 2
alayupw 5 4 1 6 3 2 0
alpwauy 5 4 2 0 1 3 6
alpwayu 5 4 2 0 1 6 3
alpwuay 5 4 2 0 3 1 6
alpwuya 5 4 2 0 3 6 1
alpwyau 5 4 2 0 6 1 3
alpwyua 5 4 2 0 6 3 1
alpawuy 5 4 2 1 0 3 6
alpawyu 5 4 2 1 0 6 3
alpauwy 5 4 2 1 3 0 6
alpauyw 5 4 2 1 3 6 0
alpaywu 5 4 2 1 6 0 3
alpayuw 5 4 2 1 6 3 0
alpuway 5 4 2 3 0 1 6
alpuwya 5 4 2 3 0 6 1
alpuawy 5 4 2 3 1 0 6
alpuayw 5 4 2 3 1 6 0
alpuywa 5 4 2 3 6 0 1
alpuyaw 5 4 2 3 6 1 0
alpywau 5 4 2 6 0 1 3
alpywua 5 4 2 6 0 3 1
alpyawu 5 4 2 6 1 0 3
alpyauw 5 4 2 6 1 3 0
alpyuwa 5 4 2 6 3 0 1
alpyuaw 5 4 2 6 3 1 0
aluwapy 5 4 3 0 1 2 6
aluwayp 5 4 3 0 1 6 2
aluwpay 5 4 3 0 2 1 6
aluwpya 5 4 3 0 2 6 1
aluwyap 5 4 3 0 6 1 2
aluwypa 5 4 3 0 6 2 1
aluawpy 5 4 3 1 0 2 6
aluawyp 5 4 3 1 0 6 2
aluapwy 5 4 3 1 2 0 6
aluapyw 5 4 3 1 2 6 0
aluaywp 5 4 3 1 6 0 2
aluaypw 5 4 3 1 6 2 0
alupway 5 4 3 2 0 1 6
alupwya 5 4 3 2 0 6 1
alupawy 5 4 3 2 1 0 6
alupayw 5 4 3 2 1 6 0
alupywa 5 4 3 2 6 0 1
alupyaw 5 4 3 2 6 1 0
aluywap 5 4 3 6 0 1 2
aluywpa 5 4 3 6 0 2 1
aluyawp 5 4 3 6 1 0 2
aluyapw 5 4 3 6 1 2 0
aluypwa 5 4 3 6 2 0 1
aluypaw 5 4 3 6 2 1 0
alywapu 5 4 6 0 1 2 3
alywaup 5 4 6 0 1 3 2
alywpau 5 4 6 0 2 1 3
alywpua 5 4 6 0 2 3 1
alywuap 5 4 6 0 3 1 2
alywupa 5 4 6 0 3 2 1
alyawpu 5 4 6 1 0 2 3
alyawup 5 4 6 1 0 3 2
alyapwu 5 4 6 1 2 0 3
alyapuw 5 4 6 1 2 3 0
alyauwp 5 4 6 1 3 0 2
alyaupw 5 4 6 1 3 2 0
alypwau 5 4 6 2 0 1 3
alypwua 5 4 6 2 0 3 1
alypawu 5 4 6 2 1 0 3
alypauw 5 4 6 2 1 3 0
alypuwa 5 4 6 2 3 0 1
alypuaw 5 4 6 2 3 1 0
alyuwap 5 4 6 3 0 1 2
alyuwpa 5 4 6 3 0 2 1
alyuawp 5 4 6 3 1 0 2
alyuapw 5 4 6 3 1 2 0
alyupwa 5 4 6 3 2 0 1
alyupaw 5 4 6 3 2 1 0
aywapul 5 6 0 1 2 3 4
aywaplu 5 6 0 1 2 4 3
aywaupl 5 6 0 1 3 2 4
aywaulp 5 6 0 1 3 4 2
aywalpu 5 6 0 1 4 2 3
aywalup 5 6 0 1 4 3 2
aywpaul 5 6 0 2 1 3 4
aywpalu 5 6 0 2 1 4 3
aywpual 5 6 0 2 3 1 4
aywpula 5 6 0 2 3 4 1
aywplau 5 6 0 2 4 1 3
aywplua 5 6 0 2 4 3 1
aywuapl 5 6 0 3 1 2 4
aywualp 5 6 0 3 1 4 2
aywupal 5 6 0 3 2 1 4
